empresa,subcta,linea_producto,clv_sub,tarifa,portes,agencia_transporte,tipo_iva,tipo_iva_alt,albaran_valorado,albaran_factura,pedido_albaran,intervalo_factura,copias_albaran,copias_factura,descuento_p_pago,descripcion_dto_2,descuento_2,descripcion_dto_3,descuento_3,cl_circ_oferta,cargo_financiero,cargo_fin_dias,descripcion_car_2,cargo_2,irpf,aplic_irpf,vendedor_1,vendedor_2,vendedor_3,facturar_envase,empresa_id,subcta_id,name
1,4000052,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000052,1_4000052
1,4301018,1,,4,0,68,1,1,1,0,1,1,3,4,,,,,,,,,,0.00,0.00,1,,,,N,1,1_4301018,1_4301018
1,4000406,1,,,,,1,3,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000406,1_4000406
1,4301150,1,,,1,98,3,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301150,1_4301150
1,4301125,1,,1,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301125,1_4301125
1,4301015,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301015,1_4301015
1,4000120,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000120,1_4000120
1,4301485,1,,,0,99,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301485,1_4301485
1,4000409,1,,,1,98,1,3,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000409,1_4000409
19,4300063,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,3.00,0.00,1,,,,N,19,19_4300063,19_4300063
1,4300620,1,,7,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300620,1_4300620
19,4300763,1,,,0,35,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4300763,19_4300763
1,4300667,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,,,,N,1,1_4300667,1_4300667
19,4301214,1,,,0,55,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301214,19_4301214
19,4300401,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300401,19_4300401
19,4300681,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300681,19_4300681
19,4300755,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,3.00,0.00,1,,,,N,19,19_4300755,19_4300755
2001,4301410,1,,,0,16,1,1,1,1,0,1,3,1,,,,,,,,,,,0.00,1,,,,N,2001,2001_4301410,2001_4301410
19,4300977,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300977,19_4300977
19,4300906,1,,,,1,1,3,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4300906,19_4300906
19,4301053,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301053,19_4301053
19,4301093,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301093,19_4301093
19,4301146,1,,,1,1,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301146,19_4301146
19,4300782,1,,,1,1,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,4100001,,,N,19,19_4300782,19_4300782
1,4301459,1,,1,0,1,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301459,1_4301459
1,4000193,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000193,1_4000193
1,4000243,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000243,1_4000243
1,4000223,1,,,,,1,3,1,1,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000223,1_4000223
1,4000060,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000060,1_4000060
1,4301195,1,,,0,,5,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301195,1_4301195
1,4301051,1,,,1,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301051,1_4301051
1,4000346,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000346,1_4000346
1,4301118,1,,,,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301118,1_4301118
1,4300988,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300988,1_4300988
1,4300249,1,,7,,99,1,3,1,0,1,1,3,2,,,,,,,0.00,,,,0.00,1,,,,N,1,1_4300249,1_4300249
1,4301121,1,,,0,1,1,1,1,0,1,2,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301121,1_4301121
19,4301118,1,,,,,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301118,19_4301118
1,4000047,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000047,1_4000047
1,4300028,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300028,1_4300028
1,4301046,1,,,,38,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301046,1_4301046
1,4301370,1,,,0,,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301370,1_4301370
1,4301552,1,,7,0,8,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,0,4100001,,,N,1,1_4301552,1_4301552
1,4300969,1,,,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4300969,1_4300969
1,4301496,1,,7,1,8,1,1,0,0,1,1,3,2,,,,,,,,,,,0.00,1,,,,N,1,1_4301496,1_4301496
1,4301841,1,,4,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301841,1_4301841
1,4000302,1,,,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000302,1_4000302
1,4300234,1,,,0,99,1,3,1,0,1,1,3,4,0.00,,,,,,,,,0.00,0.00,1,4100001,,,N,1,1_4300234,1_4300234
1,4301649,1,,10,0,8,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301649,1_4301649
1,4300271,1,,7,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300271,1_4300271
19,4301413,1,,,0,99,1,1,1,1,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301413,19_4301413
1,4300351,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300351,1_4300351
1,4300630,1,,,0,16,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300630,1_4300630
1,4301450,1,,,1,1,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301450,1_4301450
1,4000499,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000499,1_4000499
19,4301103,1,,,0,8,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301103,19_4301103
1,4300339,1,,,,1,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300339,1_4300339
1,4301080,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301080,1_4301080
1,4301045,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,3.00,,,,0.00,1,4100001,,,N,1,1_4301045,1_4301045
1,4302055,1,,,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4302055,1_4302055
1,4301390,1,,4,0,99,1,1,1,0,1,2,3,4,,,,,,,,,,,0.00,0,,,,N,1,1_4301390,1_4301390
1,4301146,1,,,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301146,1_4301146
1,4000761,1,,1,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000761,1_4000761
19,4300880,1,,,,1,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300880,19_4300880
1,4000433,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000433,1_4000433
1,4000072,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000072,1_4000072
1,4301322,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301322,1_4301322
1,4301126,1,,1,1,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301126,1_4301126
1,4301461,1,,,0,1,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301461,1_4301461
1,4000481,1,,,1,99,5,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000481,1_4000481
1,4000418,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000418,1_4000418
19,4301166,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301166,19_4301166
19,4300872,1,,1,0,,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300872,19_4300872
1,4000784,1,,1,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000784,1_4000784
1,4000370,1,,,1,99,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000370,1_4000370
1,4101000,1,,,1,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4101000,1_4101000
1,4301072,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301072,1_4301072
1,4300580,1,,1,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300580,1_4300580
1,4000159,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000159,1_4000159
19,4301417,1,,,1,98,1,1,1,1,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,19,19_4301417,19_4301417
19,4301419,1,,,0,16,1,1,1,1,1,1,3,2,,,,,,,,,,,0.00,1,,,,N,19,19_4301419,19_4301419
1,4301490,1,,,0,1,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301490,1_4301490
1,4301446,1,,7,0,98,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301446,1_4301446
1,4300965,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300965,1_4300965
1,4301462,1,,,0,99,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301462,1_4301462
19,4301394,1,,,0,99,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301394,19_4301394
19,4300054,1,,,,3,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300054,19_4300054
1,4300116,1,,,0,1,1,3,1,0,1,3,1,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300116,1_4300116
1,4301706,1,,7,0,98,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301706,1_4301706
1,4301105,1,,,,,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301105,1_4301105
1,4000456,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000456,1_4000456
19,4301128,1,,,,,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301128,19_4301128
19,4301116,1,,,0,,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301116,19_4301116
1,4300720,1,,,0,1,1,3,1,0,1,1,3,4,,,,,,,0.00,,,0.00,0.00,1,4100001,,,N,1,1_4300720,1_4300720
1,4000429,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000429,1_4000429
1,4301131,1,,,0,,3,3,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301131,1_4301131
1,4000426,1,,,,,1,3,1,1,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000426,1_4000426
1,4300625,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,0.00,,,3.00,0.00,1,,,,N,1,1_4300625,1_4300625
19,4300539,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300539,19_4300539
1,4301702,1,,7,0,8,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301702,1_4301702
1,4301006,1,,8,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301006,1_4301006
1,4301542,1,,,0,8,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,0,4100001,,,N,1,1_4301542,1_4301542
19,4300940,1,,,,,1,3,1,0,1,1,3,1,,,,,,,,,,0.00,0.00,1,,,,N,19,19_4300940,19_4300940
1,4301371,1,,7,0,8,1,1,1,0,1,2,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301371,1_4301371
19,4301252,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301252,19_4301252
1,4301067,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301067,1_4301067
19,4301460,1,,,0,1,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301460,19_4301460
1,4300939,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300939,1_4300939
1,4000425,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000425,1_4000425
19,4301121,1,,,0,1,1,1,1,0,1,2,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301121,19_4301121
1,4301207,1,,,0,57,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301207,1_4301207
1,4301525,1,,,0,98,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301525,1_4301525
1,4000596,1,,,0,1,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000596,1_4000596
1,4000525,1,,,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000525,1_4000525
1,4000665,1,,1,0,99,5,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000665,1_4000665
1,4300960,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300960,1_4300960
1,4301033,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301033,1_4301033
1,4300872,1,,1,0,,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300872,1_4300872
1,4300212,1,,,1,1,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300212,1_4300212
1,4300575,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300575,1_4300575
1,4301137,1,,,,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301137,1_4301137
1,4301707,1,,7,0,16,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301707,1_4301707
19,4301243,1,,,0,8,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301243,19_4301243
1,4000421,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000421,1_4000421
19,4300339,1,,,,1,1,1,1,0,1,4,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300339,19_4300339
1,4300881,1,,,0,63,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300881,1_4300881
19,4301137,1,,,,,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4301137,19_4301137
19,4300211,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300211,19_4300211
1,4000063,1,,7,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000063,1_4000063
1,4000430,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000430,1_4000430
1,4302052,1,,,0,41,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4302052,1_4302052
1,4300937,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300937,1_4300937
1,4301043,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301043,1_4301043
19,4301244,1,,,0,16,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301244,19_4301244
1,4000728,1,,1,1,99,3,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000728,1_4000728
1,4000081,1,,,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000081,1_4000081
1,4301201,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301201,1_4301201
1,4300758,1,,7,0,99,1,3,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300758,1_4300758
1,4000570,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000570,1_4000570
1,4000337,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000337,1_4000337
1,4000325,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000325,1_4000325
1,4000427,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000427,1_4000427
1,4000606,1,,,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000606,1_4000606
1,4301171,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301171,1_4301171
1,4301040,1,,,0,16,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301040,1_4301040
19,4301041,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301041,19_4301041
19,4300728,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300728,19_4300728
19,4301141,1,,,,,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301141,19_4301141
19,4301140,1,,,0,2,1,3,1,0,1,1,3,1,,,,,,,,,,3.00,0.00,1,,,,N,19,19_4301140,19_4301140
1,4300063,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4300063,1_4300063
19,4301143,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301143,19_4301143
1,4301386,1,,,0,98,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301386,1_4301386
19,4300117,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300117,19_4300117
19,4300802,1,,,0,101,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300802,19_4300802
1,4300305,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300305,1_4300305
1,4301283,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301283,1_4301283
19,4301287,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301287,19_4301287
19,4000211,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,19,19_4000211,19_4000211
19,4301008,1,,,0,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301008,19_4301008
1,4300906,1,,,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300906,1_4300906
19,4301264,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,19,19_4301264,19_4301264
19,4301395,1,,,0,16,1,1,1,1,1,1,3,2,,,,,,,,,,,0.00,1,,,,N,19,19_4301395,19_4301395
19,4301262,1,,,0,8,1,1,1,0,1,4,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301262,19_4301262
19,4302055,1,,,1,99,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4302055,19_4302055
19,4301147,1,,,0,99,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301147,19_4301147
19,4300631,1,,,0,16,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300631,19_4300631
19,4301285,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301285,19_4301285
1,4300601,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4300601,1_4300601
1,4300603,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,3.00,,,,0.00,1,,,,N,1,1_4300603,1_4300603
1,4301523,1,,4,0,99,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301523,1_4301523
1,4301761,1,,7,0,98,1,3,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301761,1_4301761
1,4300655,1,,8,0,98,1,1,0,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300655,1_4300655
1,4301710,1,,7,0,99,5,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301710,1_4301710
1,4000766,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000766,1_4000766
1,4300768,1,,6,1,99,1,1,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300768,1_4300768
1,4300670,1,,7,0,16,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300670,1_4300670
1,4301728,1,,7,0,99,5,3,1,1,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301728,1_4301728
1,4301098,1,,7,0,70,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301098,1_4301098
1,4300752,1,,,,1,1,1,1,0,1,3,3,4,,,,,,,,,,1.60,0.00,1,4100001,,,N,1,1_4300752,1_4300752
1,4301158,1,,7,0,99,1,1,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301158,1_4301158
1,4301388,1,,,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301388,1_4301388
1,4300757,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300757,1_4300757
1,4300782,1,,,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300782,1_4300782
1,4300722,1,,,,,1,1,1,1,,,,4,,,,,,,,,,,0.00,1,,,,,1,1_4300722,1_4300722
1,4300784,1,,,,,1,1,1,1,,,,4,,,,,,,,,,,0.00,1,,,,,1,1_4300784,1_4300784
1,4300794,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,4100001,,,N,1,1_4300794,1_4300794
1,4300793,1,,,,,1,1,1,1,,,,4,,,,,,,,,,,0.00,1,,,,,1,1_4300793,1_4300793
1,4300795,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300795,1_4300795
1,4300991,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300991,1_4300991
1,4301314,1,,7,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301314,1_4301314
1,4000163,1,,,1,99,1,3,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000163,1_4000163
1,4301069,1,,4,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,0,,,,N,1,1_4301069,1_4301069
1,4300841,1,,,,,1,1,1,0,,,,4,,,,,,,,,,,0.00,1,,,,,1,1_4300841,1_4300841
1,4300055,1,,,,4,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300055,1_4300055
1,4301685,1,,8,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,,1,1_4301685,1_4301685
1,4300108,1,,4,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300108,1_4300108
1,4301202,1,,6,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301202,1_4301202
1,4000737,1,,1,0,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000737,1_4000737
1,4301711,1,,8,0,50,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,,1,1_4301711,1_4301711
1,4300867,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,,,,N,1,1_4300867,1_4300867
1,4000056,1,,,,,1,3,1,0,1,1,1,1,3.00,,,,,,,,,,0.00,0,,,,N,1,1_4000056,1_4000056
1,4000713,1,,1,1,99,5,5,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000713,1_4000713
1,4301790,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301790,1_4301790
1,4301713,1,,10,1,70,3,3,1,0,1,1,1,4,,,,,,,,,,,0.00,1,,,,,1,1_4301713,1_4301713
1,4300903,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300903,1_4300903
1,4300901,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300901,1_4300901
1,4301858,1,,7,0,99,1,3,1,0,1,1,3,2,,,,,,,,,,,0.00,1,,,,N,1,1_4301858,1_4301858
1,4300809,1,,,1,98,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300809,1_4300809
1,4000776,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000776,1_4000776
