empresa,subcta,linea_producto,clv_sub,tarifa,portes,agencia_transporte,tipo_iva,tipo_iva_alt,albaran_valorado,albaran_factura,pedido_albaran,intervalo_factura,copias_albaran,copias_factura,descuento_p_pago,descripcion_dto_2,descuento_2,descripcion_dto_3,descuento_3,cl_circ_oferta,cargo_financiero,cargo_fin_dias,descripcion_car_2,cargo_2,irpf,aplic_irpf,vendedor_1,vendedor_2,vendedor_3,facturar_envase,empresa_id,subcta_id,name
1,4301135,1,,,0,8,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301135,1_4301135
1,4301414,1,,,0,50,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301414,1_4301414
1,4000321,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000321,1_4000321
1,4000388,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000388,1_4000388
1,4000623,1,,1,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000623,1_4000623
19,4301173,1,,,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,19,19_4301173,19_4301173
1,4000486,1,,,,,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000486,1_4000486
1,4000050,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000050,1_4000050
1,4000719,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000719,1_4000719
1,4000385,1,,,1,99,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000385,1_4000385
1,4301213,1,,,0,98,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301213,1_4301213
1,4000242,1,,,1,99,1,3,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000242,1_4000242
19,4301452,1,,,0,99,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301452,19_4301452
1,4100160,1,,,,,1,3,1,0,1,4,3,1,,,,,,,,,,,0.00,0,,,,N,1,1_4100160,1_4100160
1,4300686,1,,,0,31,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300686,1_4300686
1,4000390,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000390,1_4000390
1,4301373,1,,,0,8,1,1,0,0,1,2,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301373,1_4301373
1,4000397,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000397,1_4000397
19,4301293,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301293,19_4301293
1,4000404,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000404,1_4000404
1,4000173,1,,,1,8,1,1,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000173,1_4000173
19,4301466,1,,,0,99,1,1,1,1,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301466,19_4301466
19,4301448,1,,,0,8,1,1,1,1,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301448,19_4301448
1,4300502,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300502,1_4300502
1,4301154,1,,,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301154,1_4301154
19,4300200,1,,,0,11,1,1,1,0,1,1,3,1,,,,,,,,,,3.00,0.00,1,,,,N,19,19_4300200,19_4300200
19,4300855,1,,,1,1,1,1,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,4100001,,,N,19,19_4300855,19_4300855
1,4301082,1,,,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301082,1_4301082
1,4000268,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000268,1_4000268
1,4300996,1,,,,,1,1,1,1,1,1,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4300996,1_4300996
1,4000447,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000447,1_4000447
1,4300940,1,,8,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,0.00,0.00,0,4100001,,,N,1,1_4300940,1_4300940
1,4301206,1,,7,0,99,1,1,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301206,1_4301206
1,4300998,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,4100001,,,N,1,1_4300998,1_4300998
1,4000408,1,,,1,49,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000408,1_4000408
1,4302053,1,,,1,1,1,1,1,0,1,3,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4302053,1_4302053
1,4300673,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300673,1_4300673
19,4300635,1,,,0,50,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300635,19_4300635
1,4300600,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300600,1_4300600
1,4300962,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300962,1_4300962
1,4000706,1,,1,1,99,5,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000706,1_4000706
1,4300585,1,,,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300585,1_4300585
1,4300206,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300206,1_4300206
1,4300865,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300865,1_4300865
1,4100055,1,,,1,98,1,3,1,0,1,4,1,2,,,,,,,,,,,0.00,0,,,,N,1,1_4100055,1_4100055
1,4300128,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4300128,1_4300128
1,4300619,1,,7,0,1,1,1,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300619,1_4300619
1,4300614,1,,,,1,1,3,1,0,1,3,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300614,1_4300614
19,4301145,1,,,0,99,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301145,19_4301145
1,4000374,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000374,1_4000374
1,4301616,1,,1,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301616,1_4301616
1,4301251,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301251,1_4301251
1,4302257,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4302257,1_4302257
1,4301694,1,,6,0,8,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301694,1_4301694
1,4301179,1,,4,,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301179,1_4301179
1,4300935,1,,,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,,,,N,1,1_4300935,1_4300935
1,4301484,1,,,0,,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301484,1_4301484
1,4000372,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000372,1_4000372
19,4301124,1,,1,0,16,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301124,19_4301124
1,4301140,1,,,0,2,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,,,,N,1,1_4301140,1_4301140
1,4000536,1,,,0,8,1,3,1,1,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000536,1_4000536
1,4300181,1,,,0,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300181,1_4300181
19,4301198,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301198,19_4301198
19,4301135,1,,,0,8,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301135,19_4301135
1,4300401,1,,4,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300401,1_4300401
1,4301405,1,,,0,99,1,1,1,1,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301405,1_4301405
1,4301605,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301605,1_4301605
1,4301159,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301159,1_4301159
1,4300949,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,4100001,,,N,1,1_4300949,1_4300949
1,4300863,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300863,1_4300863
1,4000691,1,,1,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000691,1_4000691
1,4000472,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000472,1_4000472
1,4301101,1,,,,,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4301101,1_4301101
1,4301211,1,,7,0,8,1,1,1,0,1,3,3,2,,,,,,,,,,,0.00,0,4100001,,,N,1,1_4301211,1_4301211
1,4300604,1,,,,16,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,,,,N,1,1_4300604,1_4300604
1,4301239,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301239,1_4301239
1,4301368,1,,,0,99,1,1,1,1,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301368,1_4301368
1,4301203,1,,6,1,98,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301203,1_4301203
1,4301586,1,,1,0,8,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301586,1_4301586
1,4000518,1,,,0,98,1,1,1,1,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000518,1_4000518
19,4301312,1,,,0,,1,1,0,0,1,1,3,1,,,,,,,,,,,0.00,1,4100001,,,N,19,19_4301312,19_4301312
1,4300069,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300069,1_4300069
1,4300762,1,,,,8,1,3,1,0,1,1,3,4,,,,,,,3.00,,,,0.00,1,,,,N,1,1_4300762,1_4300762
1,4300042,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300042,1_4300042
1,4301719,1,,7,0,16,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301719,1_4301719
19,4301454,1,,4,0,99,1,3,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301454,19_4301454
1,4300728,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300728,1_4300728
1,4301113,1,,,1,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301113,1_4301113
1,4300746,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300746,1_4300746
1,4301004,1,,,0,8,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301004,1_4301004
1,4300608,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300608,1_4300608
1,4301683,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301683,1_4301683
1,4301567,1,,8,0,1,1,3,1,0,1,1,3,2,,,,,,,,,,,0.00,0,4100001,,,N,1,1_4301567,1_4301567
1,4301612,1,,1,1,70,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301612,1_4301612
1,4000558,1,,,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000558,1_4000558
1,4301360,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301360,1_4301360
19,4300051,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,1.60,0.00,1,,,,N,19,19_4300051,19_4300051
19,4300292,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,19,19_4300292,19_4300292
1,4300839,1,,,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300839,1_4300839
1,4000593,1,,,0,8,1,3,0,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000593,1_4000593
1,4300059,1,,,,1,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300059,1_4300059
1,4300967,1,,,0,1,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300967,1_4300967
1,4000154,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000154,1_4000154
1,4300869,1,,7,0,51,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,,,,N,1,1_4300869,1_4300869
1,4301654,1,,1,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,,1,1_4301654,1_4301654
1,4000445,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000445,1_4000445
1,4300491,1,,,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300491,1_4300491
1,4301756,1,,7,0,99,1,3,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301756,1_4301756
1,4301235,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301235,1_4301235
1,4300983,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300983,1_4300983
1,4000291,1,,,1,98,1,1,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000291,1_4000291
19,4300620,1,,,,,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300620,19_4300620
1,4000298,1,,,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000298,1_4000298
19,4300104,1,,,,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300104,19_4300104
1,4300658,1,,,0,46,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300658,1_4300658
19,4300895,1,,,,1,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300895,19_4300895
1,4301011,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,4100001,,,N,1,1_4301011,1_4301011
1,4000454,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000454,1_4000454
19,4301224,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301224,19_4301224
1,4300668,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,3.00,,,,0.00,1,,,,N,1,1_4300668,1_4300668
1,4301193,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301193,1_4301193
1,4000462,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000462,1_4000462
19,4300970,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300970,19_4300970
19,4300553,1,,,,22,1,3,1,0,1,1,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4300553,19_4300553
19,4300212,1,,,,1,3,1,1,0,1,4,3,1,3.00,,,,,,,,,,0.00,1,,,,N,19,19_4300212,19_4300212
1,4301174,1,,1,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301174,1_4301174
1,4000158,1,,,1,99,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000158,1_4000158
19,4300999,1,,,,1,1,3,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300999,19_4300999
1,4300642,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300642,1_4300642
1,4301636,1,,1,0,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301636,1_4301636
1,4000787,1,,1,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000787,1_4000787
19,4301178,1,,,0,8,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301178,19_4301178
1,4301002,1,,,0,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301002,1_4301002
1,4000664,1,,1,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000664,1_4000664
1,4300661,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,3.00,0.00,1,,,,N,1,1_4300661,1_4300661
1,4000105,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000105,1_4000105
1,4301503,1,,,0,,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301503,1_4301503
1,4000624,1,,1,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,,1,1_4000624,1_4000624
1,4300613,1,,,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,1.60,0.00,1,,,,N,1,1_4300613,1_4300613
1,4000511,1,,,0,,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000511,1_4000511
1,4301579,1,,7,0,1,1,3,0,0,1,1,3,2,,,,,,,,,,,0.00,0,4100001,,,N,1,1_4301579,1_4301579
1,4000296,1,,,1,98,1,1,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000296,1_4000296
1,4300379,1,,7,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300379,1_4300379
1,4000507,1,,,1,99,5,3,1,1,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000507,1_4000507
1,4301106,1,,6,1,70,1,3,1,0,1,1,3,2,,,,,,,,,,,0.00,1,,,,N,1,1_4301106,1_4301106
1,4300323,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300323,1_4300323
1,4301320,1,,8,0,99,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301320,1_4301320
1,4300363,1,,,0,,1,1,1,0,1,4,3,4,,,,,,,3.00,,,,0.00,1,,,,N,1,1_4300363,1_4300363
1,4301060,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301060,1_4301060
1,4301637,1,,7,0,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,,1,1_4301637,1_4301637
1,4000033,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000033,1_4000033
1,4300934,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300934,1_4300934
1,4301089,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301089,1_4301089
1,4000546,1,,,0,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000546,1_4000546
1,4300027,1,,,0,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300027,1_4300027
1,4300111,1,,,0,7,1,1,1,0,1,1,3,4,1.50,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300111,1_4300111
1,4301099,1,,,,8,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301099,1_4301099
19,4300377,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,3.00,0.00,1,,,,N,19,19_4300377,19_4300377
19,4301263,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301263,19_4301263
1,4000538,1,,,0,,1,3,1,1,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000538,1_4000538
1,4301377,1,,,0,8,1,3,1,1,1,2,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301377,1_4301377
1,4301044,1,,,,1,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301044,1_4301044
1,4000402,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000402,1_4000402
1,4301227,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301227,1_4301227
1,4300554,1,,,0,23,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300554,1_4300554
1,4301311,1,,,0,,1,3,1,0,1,1,3,4,0.00,,,,,,,,,,0.00,1,,,,N,1,1_4301311,1_4301311
19,4300739,1,,,,8,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300739,19_4300739
1,4300195,1,,7,0,82,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300195,1_4300195
1,4301456,1,,,0,99,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301456,1_4301456
1,4300890,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300890,1_4300890
1,4300855,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300855,1_4300855
1,4300643,1,,,0,28,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300643,1_4300643
1,4000431,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000431,1_4000431
1,4301190,1,,6,0,8,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301190,1_4301190
1,4000314,1,,,1,98,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000314,1_4000314
1,4000405,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000405,1_4000405
1,4100188,1,,,,1,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4100188,1_4100188
1,4100996,1,,,,1,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4100996,1_4100996
1,4000355,1,,,1,99,1,1,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000355,1_4000355
1,4300070,1,,,0,52,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4300070,1_4300070
1,4000094,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000094,1_4000094
1,4100410,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4100410,1_4100410
1,4000328,1,,,1,99,1,1,1,0,1,4,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000328,1_4000328
1,4310075,1,,,,,1,1,0,0,,,,,,,,,,,,,,,0.00,1,,,,,1,1_4310075,1_4310075
1,4100998,1,,,,,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4100998,1_4100998
1,4301166,1,,,,,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301166,1_4301166
1,4300207,1,,4,1,1,1,1,1,0,1,1,3,4,3.00,,,,,,,,,,0.00,1,,,,N,1,1_4300207,1_4300207
1,4000075,1,,,0,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000075,1_4000075
1,4000576,1,,,0,8,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000576,1_4000576
1,4000569,1,,,1,99,1,3,1,0,1,4,1,1,,,,,,,,,,,0.00,1,,,,N,1,1_4000569,1_4000569
1,4301688,1,,1,0,,1,3,1,0,1,1,1,4,,,,,,,,,,,0.00,1,,,,,1,1_4301688,1_4301688
1,4300119,1,,,1,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300119,1_4300119
1,4000179,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000179,1_4000179
19,4300882,1,,,1,1,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4300882,19_4300882
1,4000121,1,,,1,70,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000121,1_4000121
1,4301180,1,,,0,70,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301180,1_4301180
19,4301167,1,,,,,1,1,1,0,1,1,3,1,,,,,,,,,,,0.00,1,,,,N,19,19_4301167,19_4301167
1,4301079,1,,7,0,8,1,1,1,0,1,1,3,2,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301079,1_4301079
1,4301387,1,,4,0,67,1,1,1,0,1,4,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301387,1_4301387
19,4301457,1,,,0,99,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,,,,N,19,19_4301457,19_4301457
1,4301730,1,,7,0,99,1,3,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4301730,1_4301730
1,4000027,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000027,1_4000027
1,4000129,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000129,1_4000129
1,4301452,1,,,0,99,1,1,1,1,0,1,3,4,,,,,,,,,,,0.00,1,,,,N,1,1_4301452,1_4301452
1,4000419,1,,,1,99,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000419,1_4000419
1,4300342,1,,,,1,1,1,1,0,1,1,3,4,,,,,,,,,,,0.00,1,4100001,,,N,1,1_4300342,1_4300342
1,4000386,1,,,1,98,1,3,1,0,1,1,1,1,,,,,,,,,,,0.00,0,,,,N,1,1_4000386,1_4000386
1,4301590,1,,4,0,99,1,3,0,0,1,1,3,4,,,,,,,,,,,0.00,1,,,,,1,1_4301590,1_4301590
