empresa,ejercicio,almacen,documento,tipo_movimiento,linea_documento,linea_medida,bultos,cantidad,largo,ancho,grueso,procede,empresa_id,almacen_id,documento_id,linea_documento_id,name
1,2023,1,3314,SF,1,1,1.063,0.126,795.000,22.000,0.000,2,1,1_1,1_1_SF_3314,1_1_SF_3314_1,1_1_SF_3314_1
1,2023,1,3227,SF,1,1,1.000,0.211,660.000,59.200,0.000,2,1,1_1,1_1_SF_3227,1_1_SF_3227_1,1_1_SF_3227_1
1,2023,1,3421,SF,1,1,1.063,0.126,795.000,22.000,0.000,2,1,1_1,1_1_SF_3421,1_1_SF_3421_1,1_1_SF_3421_1
1,2023,1,3420,SF,1,1,1.014,0.104,795.000,19.000,0.000,2,1,1_1,1_1_SF_3420,1_1_SF_3420_1,1_1_SF_3420_1
1,2023,1,3315,SF,1,1,1.000,0.003,99.000,9.192,0.000,2,1,1_1,1_1_SF_3315,1_1_SF_3315_1,1_1_SF_3315_1
1,2023,1,3343,SF,6,1,152.000,0.500,143.000,0.000,0.000,2,1,1_1,1_1_SF_3343,1_1_SF_3343_6,1_1_SF_3343_6
1,2023,1,3379,SF,1,1,1.000,0.459,900.000,0.000,0.000,2,1,1_1,1_1_SF_3379,1_1_SF_3379_1,1_1_SF_3379_1
1,2023,1,3343,SF,7,1,8.000,0.558,1190.000,13.000,0.000,2,1,1_1,1_1_SF_3343,1_1_SF_3343_7,1_1_SF_3343_7
1,2023,1,3338,SF,1,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3338,1_1_SF_3338_1,1_1_SF_3338_1
1,2023,1,3338,SF,7,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3338,1_1_SF_3338_7,1_1_SF_3338_7
1,2023,1,3338,SF,8,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3338,1_1_SF_3338_8,1_1_SF_3338_8
1,2023,1,3338,SF,9,1,1.000,0.004,4.000,0.000,0.000,2,1,1_1,1_1_SF_3338,1_1_SF_3338_9,1_1_SF_3338_9
1,2023,1,3399,SF,7,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3399,1_1_SF_3399_7,1_1_SF_3399_7
1,2023,1,3360,SF,5,1,2.000,0.005,10.000,0.000,0.000,2,1,1_1,1_1_SF_3360,1_1_SF_3360_5,1_1_SF_3360_5
1,2023,1,3360,SF,6,1,4.000,0.012,22.000,15.000,0.000,2,1,1_1,1_1_SF_3360,1_1_SF_3360_6,1_1_SF_3360_6
1,2023,1,3343,SF,8,1,4.000,1.107,1180.000,13.000,0.000,2,1,1_1,1_1_SF_3343,1_1_SF_3343_8,1_1_SF_3343_8
1,2023,1,3332,SF,1,1,1.000,0.003,99.000,9.270,0.000,2,1,1_1,1_1_SF_3332,1_1_SF_3332_1,1_1_SF_3332_1
1,2023,1,3358,SF,1,1,1.000,3.000,3000.000,0.000,0.000,2,1,1_1,1_1_SF_3358,1_1_SF_3358_1,1_1_SF_3358_1
1,2023,1,3341,SF,1,1,1.000,0.250,250.000,0.000,0.000,2,1,1_1,1_1_SF_3341,1_1_SF_3341_1,1_1_SF_3341_1
1,2023,1,3341,SF,2,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3341,1_1_SF_3341_2,1_1_SF_3341_2
1,2023,1,3359,SF,2,1,1.053,0.008,8.000,0.000,0.000,2,1,1_1,1_1_SF_3359,1_1_SF_3359_2,1_1_SF_3359_2
1,2023,1,3359,SF,3,1,1.053,0.005,4.800,0.000,0.000,2,1,1_1,1_1_SF_3359,1_1_SF_3359_3,1_1_SF_3359_3
1,2023,1,3359,SF,4,1,1.053,0.000,0.300,0.000,0.000,2,1,1_1,1_1_SF_3359,1_1_SF_3359_4,1_1_SF_3359_4
1,2023,1,3395,SF,1,1,1.009,0.035,255.000,15.000,0.000,2,1,1_1,1_1_SF_3395,1_1_SF_3395_1,1_1_SF_3395_1
1,2023,1,3304,SF,1,1,0.750,0.022,80.000,0.000,0.000,2,1,1_1,1_1_SF_3304,1_1_SF_3304_1,1_1_SF_3304_1
1,2023,1,3304,SF,2,1,0.375,0.012,80.000,0.000,0.000,2,1,1_1,1_1_SF_3304,1_1_SF_3304_2,1_1_SF_3304_2
1,2023,1,3304,SF,3,1,0.125,0.001,25.000,0.000,0.000,2,1,1_1,1_1_SF_3304,1_1_SF_3304_3,1_1_SF_3304_3
1,2023,1,3304,SF,7,1,0.375,0.010,80.000,15.000,0.000,2,1,1_1,1_1_SF_3304,1_1_SF_3304_7,1_1_SF_3304_7
1,2023,1,3396,SF,1,1,1.009,0.038,210.000,20.000,0.000,2,1,1_1,1_1_SF_3396,1_1_SF_3396_1,1_1_SF_3396_1
1,2023,1,3396,SF,2,1,2.000,0.014,50.000,15.000,0.000,2,1,1_1,1_1_SF_3396,1_1_SF_3396_2,1_1_SF_3396_2
1,2023,1,3415,SF,2,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3415,1_1_SF_3415_2,1_1_SF_3415_2
1,2023,1,3415,SF,9,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3415,1_1_SF_3415_9,1_1_SF_3415_9
1,2023,1,3415,SF,10,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3415,1_1_SF_3415_10,1_1_SF_3415_10
1,2023,1,3415,SF,11,1,1.000,0.003,2.500,0.000,0.000,2,1,1_1,1_1_SF_3415,1_1_SF_3415_11,1_1_SF_3415_11
1,2023,1,3477,SF,1,1,1.000,0.016,16.000,0.000,0.000,2,1,1_1,1_1_SF_3477,1_1_SF_3477_1,1_1_SF_3477_1
1,2023,1,3478,SF,1,1,1.000,0.016,16.000,0.000,0.000,2,1,1_1,1_1_SF_3478,1_1_SF_3478_1,1_1_SF_3478_1
1,2023,1,3428,SF,2,1,1.000,0.077,77.000,0.000,0.000,2,1,1_1,1_1_SF_3428,1_1_SF_3428_2,1_1_SF_3428_2
1,2023,1,3435,SF,3,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3435,1_1_SF_3435_3,1_1_SF_3435_3
1,2023,1,3435,SF,10,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3435,1_1_SF_3435_10,1_1_SF_3435_10
1,2023,1,3337,SF,3,1,1.000,0.148,148.000,0.000,0.000,2,1,1_1,1_1_SF_3337,1_1_SF_3337_3,1_1_SF_3337_3
1,2023,1,3337,SF,4,1,1.000,0.148,148.000,0.000,0.000,2,1,1_1,1_1_SF_3337,1_1_SF_3337_4,1_1_SF_3337_4
1,2023,1,3337,SF,5,1,1.000,0.008,7.500,0.000,0.000,2,1,1_1,1_1_SF_3337,1_1_SF_3337_5,1_1_SF_3337_5
1,2023,1,3337,SF,6,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3337,1_1_SF_3337_6,1_1_SF_3337_6
1,2023,1,3380,SF,2,1,1.000,2.500,2500.000,0.000,0.000,2,1,1_1,1_1_SF_3380,1_1_SF_3380_2,1_1_SF_3380_2
1,2023,1,3380,SF,9,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3380,1_1_SF_3380_9,1_1_SF_3380_9
1,2023,1,3380,SF,10,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3380,1_1_SF_3380_10,1_1_SF_3380_10
1,2023,1,3356,SF,2,1,1.000,3.000,3000.000,0.000,0.000,2,1,1_1,1_1_SF_3356,1_1_SF_3356_2,1_1_SF_3356_2
1,2023,1,3356,SF,9,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3356,1_1_SF_3356_9,1_1_SF_3356_9
1,2023,1,3356,SF,10,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3356,1_1_SF_3356_10,1_1_SF_3356_10
1,2023,1,3356,SF,11,1,1.000,0.005,5.000,0.000,0.000,2,1,1_1,1_1_SF_3356,1_1_SF_3356_11,1_1_SF_3356_11
1,2023,1,3330,SF,1,1,1.063,0.126,795.000,22.000,0.000,2,1,1_1,1_1_SF_3330,1_1_SF_3330_1,1_1_SF_3330_1
1,2023,1,3351,SF,2,1,1.000,4.300,4300.000,0.000,0.000,2,1,1_1,1_1_SF_3351,1_1_SF_3351_2,1_1_SF_3351_2
1,2023,1,3351,SF,3,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3351,1_1_SF_3351_3,1_1_SF_3351_3
1,2023,1,3351,SF,8,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3351,1_1_SF_3351_8,1_1_SF_3351_8
1,2023,1,3351,SF,9,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3351,1_1_SF_3351_9,1_1_SF_3351_9
1,2023,1,3351,SF,10,1,1.000,0.005,5.000,0.000,0.000,2,1,1_1,1_1_SF_3351,1_1_SF_3351_10,1_1_SF_3351_10
1,2023,1,3365,SF,1,1,1.000,0.200,200.000,0.000,0.000,2,1,1_1,1_1_SF_3365,1_1_SF_3365_1,1_1_SF_3365_1
1,2023,1,3365,SF,2,1,1.000,0.167,167.000,0.000,0.000,2,1,1_1,1_1_SF_3365,1_1_SF_3365_2,1_1_SF_3365_2
1,2023,1,3224,SF,1,1,1.000,0.005,72.000,9.900,0.000,2,1,1_1,1_1_SF_3224,1_1_SF_3224_1,1_1_SF_3224_1
1,2023,1,3367,SF,1,1,1.000,0.034,6.000,0.000,0.000,2,1,1_1,1_1_SF_3367,1_1_SF_3367_1,1_1_SF_3367_1
1,2023,1,3368,SF,10,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3368,1_1_SF_3368_10,1_1_SF_3368_10
1,2023,1,3368,SF,11,1,1.000,0.003,2.500,0.000,0.000,2,1,1_1,1_1_SF_3368,1_1_SF_3368_11,1_1_SF_3368_11
1,2023,1,3336,SF,1,1,1.000,0.003,99.000,9.209,0.000,2,1,1_1,1_1_SF_3336,1_1_SF_3336_1,1_1_SF_3336_1
1,2023,1,3357,SF,2,1,1.000,2.000,2000.000,0.000,0.000,2,1,1_1,1_1_SF_3357,1_1_SF_3357_2,1_1_SF_3357_2
1,2023,1,3357,SF,6,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3357,1_1_SF_3357_6,1_1_SF_3357_6
1,2023,1,3357,SF,7,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3357,1_1_SF_3357_7,1_1_SF_3357_7
1,2023,1,3357,SF,8,1,1.000,0.005,5.000,0.000,0.000,2,1,1_1,1_1_SF_3357,1_1_SF_3357_8,1_1_SF_3357_8
1,2023,1,3236,SF,1,1,1.000,0.118,325.000,0.000,0.000,2,1,1_1,1_1_SF_3236,1_1_SF_3236_1,1_1_SF_3236_1
1,2023,1,3236,SF,2,1,7.000,1.172,714.000,13.000,0.000,2,1,1_1,1_1_SF_3236,1_1_SF_3236_2,1_1_SF_3236_2
1,2023,1,3236,SF,6,1,1.000,0.043,60.000,0.000,0.000,2,1,1_1,1_1_SF_3236,1_1_SF_3236_6,1_1_SF_3236_6
1,2023,1,3364,SF,2,1,1.042,1.563,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3364,1_1_SF_3364_2,1_1_SF_3364_2
1,2023,1,3452,SF,1,1,1.000,24.000,24000.000,0.000,0.000,2,1,1_1,1_1_SF_3452,1_1_SF_3452_1,1_1_SF_3452_1
1,2023,1,3358,SF,4,1,1.000,0.148,148.000,0.000,0.000,2,1,1_1,1_1_SF_3358,1_1_SF_3358_4,1_1_SF_3358_4
1,2023,1,3358,SF,5,1,1.000,0.148,148.000,0.000,0.000,2,1,1_1,1_1_SF_3358,1_1_SF_3358_5,1_1_SF_3358_5
1,2023,1,3358,SF,6,1,1.000,0.008,7.500,0.000,0.000,2,1,1_1,1_1_SF_3358,1_1_SF_3358_6,1_1_SF_3358_6
1,2023,1,3362,SF,1,1,1.000,4.000,4000.000,0.000,0.000,2,1,1_1,1_1_SF_3362,1_1_SF_3362_1,1_1_SF_3362_1
1,2023,1,3362,SF,4,1,2.000,0.120,60.000,0.000,0.000,2,1,1_1,1_1_SF_3362,1_1_SF_3362_4,1_1_SF_3362_4
1,2023,1,3362,SF,9,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3362,1_1_SF_3362_9,1_1_SF_3362_9
1,2023,1,3362,SF,10,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3362,1_1_SF_3362_10,1_1_SF_3362_10
1,2023,1,3362,SF,11,1,1.000,0.004,4.000,0.000,0.000,2,1,1_1,1_1_SF_3362,1_1_SF_3362_11,1_1_SF_3362_11
1,2023,1,3363,SF,2,1,1.000,2.000,2000.000,0.000,0.000,2,1,1_1,1_1_SF_3363,1_1_SF_3363_2,1_1_SF_3363_2
1,2023,1,3363,SF,9,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3363,1_1_SF_3363_9,1_1_SF_3363_9
1,2023,1,3363,SF,10,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3363,1_1_SF_3363_10,1_1_SF_3363_10
1,2023,1,3363,SF,11,1,1.000,0.003,2.500,0.000,0.000,2,1,1_1,1_1_SF_3363,1_1_SF_3363_11,1_1_SF_3363_11
1,2023,1,3372,SF,1,1,1.000,0.049,49.000,0.000,0.000,2,1,1_1,1_1_SF_3372,1_1_SF_3372_1,1_1_SF_3372_1
1,2023,1,3450,SF,1,1,1.000,0.100,275.000,0.000,0.000,2,1,1_1,1_1_SF_3450,1_1_SF_3450_1,1_1_SF_3450_1
1,2023,1,3380,SF,11,1,1.000,0.003,2.500,0.000,0.000,2,1,1_1,1_1_SF_3380,1_1_SF_3380_11,1_1_SF_3380_11
1,2023,1,3381,SF,1,1,1.000,3.000,3000.000,0.000,0.000,2,1,1_1,1_1_SF_3381,1_1_SF_3381_1,1_1_SF_3381_1
1,2023,1,3381,SF,4,1,1.000,0.148,148.000,0.000,0.000,2,1,1_1,1_1_SF_3381,1_1_SF_3381_4,1_1_SF_3381_4
1,2023,1,3381,SF,5,1,1.000,0.148,148.000,0.000,0.000,2,1,1_1,1_1_SF_3381,1_1_SF_3381_5,1_1_SF_3381_5
1,2023,1,3381,SF,6,1,1.000,0.008,7.500,0.000,0.000,2,1,1_1,1_1_SF_3381,1_1_SF_3381_6,1_1_SF_3381_6
1,2023,1,3375,SF,1,1,1.002,0.029,29.000,0.000,0.000,2,1,1_1,1_1_SF_3375,1_1_SF_3375_1,1_1_SF_3375_1
1,2023,1,3377,SF,1,1,1.038,0.044,42.000,0.000,0.000,2,1,1_1,1_1_SF_3377,1_1_SF_3377_1,1_1_SF_3377_1
1,2023,1,3373,SF,1,1,1.000,0.019,19.000,0.000,0.000,2,1,1_1,1_1_SF_3373,1_1_SF_3373_1,1_1_SF_3373_1
1,2023,1,3374,SF,1,1,1.000,0.025,25.000,0.000,0.000,2,1,1_1,1_1_SF_3374,1_1_SF_3374_1,1_1_SF_3374_1
1,2023,1,3383,SF,1,1,1.000,0.666,666.000,0.000,0.000,2,1,1_1,1_1_SF_3383,1_1_SF_3383_1,1_1_SF_3383_1
1,2023,1,3376,SF,1,1,1.000,0.033,33.000,0.000,0.000,2,1,1_1,1_1_SF_3376,1_1_SF_3376_1,1_1_SF_3376_1
1,2023,1,3383,SF,2,1,1.000,0.022,140.000,20.000,0.000,2,1,1_1,1_1_SF_3383,1_1_SF_3383_2,1_1_SF_3383_2
1,2023,1,3378,SF,1,1,1.000,0.083,83.000,0.000,0.000,2,1,1_1,1_1_SF_3378,1_1_SF_3378_1,1_1_SF_3378_1
1,2023,1,3452,SF,2,1,2.000,6.018,1275.000,0.000,0.000,2,1,1_1,1_1_SF_3452,1_1_SF_3452_2,1_1_SF_3452_2
1,2023,1,3333,SF,1,1,1.014,0.104,795.000,19.000,0.000,2,1,1_1,1_1_SF_3333,1_1_SF_3333_1,1_1_SF_3333_1
1,2023,1,3334,SF,1,1,1.063,0.126,795.000,22.000,0.000,2,1,1_1,1_1_SF_3334,1_1_SF_3334_1,1_1_SF_3334_1
1,2023,1,3435,SF,11,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3435,1_1_SF_3435_11,1_1_SF_3435_11
1,2023,1,3435,SF,12,1,1.000,0.003,2.500,0.000,0.000,2,1,1_1,1_1_SF_3435,1_1_SF_3435_12,1_1_SF_3435_12
1,2023,1,3366,SF,1,1,1.000,0.582,260.000,0.000,0.000,2,1,1_1,1_1_SF_3366,1_1_SF_3366_1,1_1_SF_3366_1
1,2023,1,3335,SF,1,1,1.063,0.126,795.000,22.000,0.000,2,1,1_1,1_1_SF_3335,1_1_SF_3335_1,1_1_SF_3335_1
1,2023,1,3383,SF,3,1,1.000,0.004,10.000,0.000,0.000,2,1,1_1,1_1_SF_3383,1_1_SF_3383_3,1_1_SF_3383_3
1,2023,1,3384,SF,1,1,1.000,0.023,50.000,50.000,0.000,2,1,1_1,1_1_SF_3384,1_1_SF_3384_1,1_1_SF_3384_1
1,2023,1,3369,SF,1,1,1.003,0.018,18.000,0.000,0.000,2,1,1_1,1_1_SF_3369,1_1_SF_3369_1,1_1_SF_3369_1
1,2023,1,3348,SF,5,1,1.000,9.812,2000.000,0.000,0.000,2,1,1_1,1_1_SF_3348,1_1_SF_3348_5,1_1_SF_3348_5
1,2023,1,3348,SF,6,1,2.000,1.200,300.000,0.000,0.000,2,1,1_1,1_1_SF_3348,1_1_SF_3348_6,1_1_SF_3348_6
1,2023,1,3348,SF,7,1,14.000,2.548,350.000,0.000,0.000,2,1,1_1,1_1_SF_3348,1_1_SF_3348_7,1_1_SF_3348_7
1,2023,1,3348,SF,8,1,14.000,1.092,150.000,0.000,0.000,2,1,1_1,1_1_SF_3348,1_1_SF_3348_8,1_1_SF_3348_8
1,2023,1,3348,SF,9,1,1.000,0.250,250.000,0.000,0.000,2,1,1_1,1_1_SF_3348,1_1_SF_3348_9,1_1_SF_3348_9
1,2023,1,3348,SF,10,1,1.000,2.000,2000.000,0.000,0.000,2,1,1_1,1_1_SF_3348,1_1_SF_3348_10,1_1_SF_3348_10
1,2023,1,3347,SF,5,1,1.000,9.812,2000.000,0.000,0.000,2,1,1_1,1_1_SF_3347,1_1_SF_3347_5,1_1_SF_3347_5
1,2023,1,3347,SF,6,1,2.000,1.200,300.000,0.000,0.000,2,1,1_1,1_1_SF_3347,1_1_SF_3347_6,1_1_SF_3347_6
1,2023,1,3347,SF,8,1,1.000,0.500,500.000,0.000,0.000,2,1,1_1,1_1_SF_3347,1_1_SF_3347_8,1_1_SF_3347_8
1,2023,1,3347,SF,9,1,1.000,2.000,2000.000,0.000,0.000,2,1,1_1,1_1_SF_3347,1_1_SF_3347_9,1_1_SF_3347_9
1,2023,1,3370,SF,1,1,1.009,0.026,26.000,0.000,0.000,2,1,1_1,1_1_SF_3370,1_1_SF_3370_1,1_1_SF_3370_1
1,2023,1,3371,SF,1,1,1.010,0.015,15.000,0.000,0.000,2,1,1_1,1_1_SF_3371,1_1_SF_3371_1,1_1_SF_3371_1
1,2023,1,3437,SF,1,1,1.002,0.030,30.000,0.000,0.000,2,1,1_1,1_1_SF_3437,1_1_SF_3437_1,1_1_SF_3437_1
1,2023,1,3398,SF,1,1,1.000,0.005,13.000,0.000,0.000,2,1,1_1,1_1_SF_3398,1_1_SF_3398_1,1_1_SF_3398_1
1,2023,1,3349,SF,1,1,2.000,0.311,115.000,100.000,0.000,2,1,1_1,1_1_SF_3349,1_1_SF_3349_1,1_1_SF_3349_1
1,2023,1,3349,SF,3,1,1.000,0.018,90.000,15.000,0.000,2,1,1_1,1_1_SF_3349,1_1_SF_3349_3,1_1_SF_3349_3
1,2023,1,3349,SF,4,1,1.000,0.003,50.000,0.000,0.000,2,1,1_1,1_1_SF_3349,1_1_SF_3349_4,1_1_SF_3349_4
1,2023,1,3349,SF,5,1,2.000,0.054,214.000,0.000,0.000,2,1,1_1,1_1_SF_3349,1_1_SF_3349_5,1_1_SF_3349_5
1,2023,1,3349,SF,6,1,6.500,0.026,60.000,5.000,0.000,2,1,1_1,1_1_SF_3349,1_1_SF_3349_6,1_1_SF_3349_6
1,2023,1,3349,SF,7,1,6.500,0.007,50.000,5.000,0.000,2,1,1_1,1_1_SF_3349,1_1_SF_3349_7,1_1_SF_3349_7
1,2023,1,3386,SF,1,1,1.000,1.000,1000.000,0.000,0.000,2,1,1_1,1_1_SF_3386,1_1_SF_3386_1,1_1_SF_3386_1
1,2023,1,3386,SF,7,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3386,1_1_SF_3386_7,1_1_SF_3386_7
1,2023,1,3386,SF,8,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3386,1_1_SF_3386_8,1_1_SF_3386_8
1,2023,1,3386,SF,9,1,1.000,0.004,4.000,0.000,0.000,2,1,1_1,1_1_SF_3386,1_1_SF_3386_9,1_1_SF_3386_9
1,2023,1,3387,SF,1,1,1.000,3.000,3000.000,0.000,0.000,2,1,1_1,1_1_SF_3387,1_1_SF_3387_1,1_1_SF_3387_1
1,2023,1,3387,SF,7,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3387,1_1_SF_3387_7,1_1_SF_3387_7
1,2023,1,3387,SF,8,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3387,1_1_SF_3387_8,1_1_SF_3387_8
1,2023,1,3387,SF,9,1,1.000,0.004,4.000,0.000,0.000,2,1,1_1,1_1_SF_3387,1_1_SF_3387_9,1_1_SF_3387_9
1,2023,1,3438,SF,1,1,1.005,0.030,30.000,0.000,0.000,2,1,1_1,1_1_SF_3438,1_1_SF_3438_1,1_1_SF_3438_1
1,2023,1,3440,SF,1,1,1.000,0.040,40.000,0.000,0.000,2,1,1_1,1_1_SF_3440,1_1_SF_3440_1,1_1_SF_3440_1
1,2023,1,3414,SF,2,1,1.000,0.008,8.000,0.000,0.000,2,1,1_1,1_1_SF_3414,1_1_SF_3414_2,1_1_SF_3414_2
1,2023,1,3414,SF,3,1,1.000,0.005,4.800,0.000,0.000,2,1,1_1,1_1_SF_3414,1_1_SF_3414_3,1_1_SF_3414_3
1,2023,1,3414,SF,4,1,1.000,0.000,0.300,0.000,0.000,2,1,1_1,1_1_SF_3414,1_1_SF_3414_4,1_1_SF_3414_4
1,2023,1,3587,SF,1,1,1.000,0.200,200.000,0.000,0.000,2,1,1_1,1_1_SF_3587,1_1_SF_3587_1,1_1_SF_3587_1
1,2023,1,3465,SF,1,1,1.000,0.016,228.500,8.000,0.000,2,1,1_1,1_1_SF_3465,1_1_SF_3465_1,1_1_SF_3465_1
1,2023,1,3465,SF,2,1,1.000,0.008,182.000,5.000,0.000,2,1,1_1,1_1_SF_3465,1_1_SF_3465_2,1_1_SF_3465_2
1,2023,1,3479,SF,1,1,1.000,0.233,645.000,20.000,0.000,2,1,1_1,1_1_SF_3479,1_1_SF_3479_1,1_1_SF_3479_1
1,2023,1,3427,SF,1,1,1.000,0.003,99.000,9.500,0.000,2,1,1_1,1_1_SF_3427,1_1_SF_3427_1,1_1_SF_3427_1
1,2023,1,3429,SF,1,1,1.000,0.200,200.000,0.000,0.000,2,1,1_1,1_1_SF_3429,1_1_SF_3429_1,1_1_SF_3429_1
1,2023,1,3429,SF,2,1,1.000,0.200,200.000,0.000,0.000,2,1,1_1,1_1_SF_3429,1_1_SF_3429_2,1_1_SF_3429_2
1,2023,1,3453,SF,1,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3453,1_1_SF_3453_1,1_1_SF_3453_1
1,2023,1,3402,SF,1,1,1.000,0.007,20.000,20.000,0.000,2,1,1_1,1_1_SF_3402,1_1_SF_3402_1,1_1_SF_3402_1
1,2023,1,3410,SF,2,1,1.000,3.300,3300.000,0.000,0.000,2,1,1_1,1_1_SF_3410,1_1_SF_3410_2,1_1_SF_3410_2
1,2023,1,3344,SF,1,1,1.000,0.030,30.000,0.000,0.000,2,1,1_1,1_1_SF_3344,1_1_SF_3344_1,1_1_SF_3344_1
1,2023,1,3345,SF,1,1,1.000,0.030,30.000,0.000,0.000,2,1,1_1,1_1_SF_3345,1_1_SF_3345_1,1_1_SF_3345_1
1,2023,1,3481,SF,1,1,1.000,4.000,4000.000,0.000,0.000,2,1,1_1,1_1_SF_3481,1_1_SF_3481_1,1_1_SF_3481_1
1,2023,1,3399,SF,8,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3399,1_1_SF_3399_8,1_1_SF_3399_8
1,2023,1,3399,SF,9,1,1.000,0.003,2.500,0.000,0.000,2,1,1_1,1_1_SF_3399,1_1_SF_3399_9,1_1_SF_3399_9
1,2023,1,3400,SF,2,1,1.000,3.400,3400.000,0.000,0.000,2,1,1_1,1_1_SF_3400,1_1_SF_3400_2,1_1_SF_3400_2
1,2023,1,3400,SF,3,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3400,1_1_SF_3400_3,1_1_SF_3400_3
1,2023,1,3400,SF,11,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3400,1_1_SF_3400_11,1_1_SF_3400_11
1,2023,1,3400,SF,12,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3400,1_1_SF_3400_12,1_1_SF_3400_12
1,2023,1,3400,SF,13,1,1.000,0.005,5.000,0.000,0.000,2,1,1_1,1_1_SF_3400,1_1_SF_3400_13,1_1_SF_3400_13
1,2023,1,3401,SF,2,1,1.000,4.300,4300.000,0.000,0.000,2,1,1_1,1_1_SF_3401,1_1_SF_3401_2,1_1_SF_3401_2
1,2023,1,3401,SF,3,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3401,1_1_SF_3401_3,1_1_SF_3401_3
1,2023,1,3401,SF,8,1,1.000,0.048,48.000,0.000,0.000,2,1,1_1,1_1_SF_3401,1_1_SF_3401_8,1_1_SF_3401_8
1,2023,1,3401,SF,9,1,1.000,0.052,52.000,0.000,0.000,2,1,1_1,1_1_SF_3401,1_1_SF_3401_9,1_1_SF_3401_9
1,2023,1,3401,SF,10,1,1.000,0.005,5.000,0.000,0.000,2,1,1_1,1_1_SF_3401,1_1_SF_3401_10,1_1_SF_3401_10
1,2023,1,3390,SF,1,1,1.000,0.117,285.000,0.000,0.000,2,1,1_1,1_1_SF_3390,1_1_SF_3390_1,1_1_SF_3390_1
1,2023,1,3404,SF,1,1,1.000,0.072,72.000,0.000,0.000,2,1,1_1,1_1_SF_3404,1_1_SF_3404_1,1_1_SF_3404_1
1,2023,1,3406,SF,1,1,1.000,0.017,17.000,0.000,0.000,2,1,1_1,1_1_SF_3406,1_1_SF_3406_1,1_1_SF_3406_1
1,2023,1,3410,SF,3,1,1.000,1.500,1500.000,0.000,0.000,2,1,1_1,1_1_SF_3410,1_1_SF_3410_3,1_1_SF_3410_3
1,2023,1,3409,SF,1,1,1.000,0.033,33.000,0.000,0.000,2,1,1_1,1_1_SF_3409,1_1_SF_3409_1,1_1_SF_3409_1
1,2023,1,3481,SF,7,1,1.000,0.080,80.000,0.000,0.000,2,1,1_1,1_1_SF_3481,1_1_SF_3481_7,1_1_SF_3481_7
1,2023,1,3408,EF,1,1,1.000,0.000,28140.000,0.000,0.000,2,1,1_1,1_1_EF_3408,1_1_EF_3408_1,1_1_EF_3408_1
1,2023,1,3410,SF,10,1,1.000,0.050,50.000,0.000,0.000,2,1,1_1,1_1_SF_3410,1_1_SF_3410_10,1_1_SF_3410_10
