moneda_ref,moneda,fecha_inicio,valor_c,valor_v,tipo,moneda_id,name
4,1,1996-05-12,20.000000,20.000000,2,1,4_1_1996-05-12
1,1,1996-05-12,1.000000,1.000000,2,1,1_1_1996-05-12
2,2,1996-05-12,1.000000,1.000000,2,2,2_2_1996-05-12
4,4,1996-05-12,1.000000,1.000000,2,4,4_4_1996-05-12
1,4,1996-05-12,0.050000,0.050000,1,4,1_4_1996-05-12
1,2,1996-05-12,0.009000,0.009000,1,2,1_2_1996-05-12
2,1,1996-05-12,120.000000,120.000000,1,1,2_1_1996-05-12
1,3,1996-05-12,12.000000,12.000000,1,3,1_3_1996-05-12
3,1,1996-05-12,0.120000,0.120000,1,1,3_1_1996-05-12
4,1,1996-05-12,20.000000,20.000000,1,1,4_1_1996-05-12
1,1,1996-05-12,1.000000,1.000000,1,1,1_1_1996-05-12
2,2,1996-05-12,1.000000,1.000000,1,2,2_2_1996-05-12
4,4,1996-05-12,1.000000,1.000000,1,4,4_4_1996-05-12
1,5,1996-05-12,0.012500,0.012500,1,5,1_5_1996-05-12
1,5,1996-05-12,0.012500,0.012500,2,5,1_5_1996-05-12
1,4,1996-12-31,0.050000,0.050000,1,4,1_4_1996-12-31
1,2,1996-12-31,0.008300,0.008300,1,2,1_2_1996-12-31
2,1,1996-12-31,120.000000,120.000000,1,1,2_1_1996-12-31
1,3,1996-12-31,12.000000,12.000000,1,3,1_3_1996-12-31
3,1,1996-12-31,0.120000,0.120000,1,1,3_1_1996-12-31
4,1,1996-12-31,20.000000,20.000000,1,1,4_1_1996-12-31
1,1,1996-12-31,1.000000,1.000000,1,1,1_1_1996-12-31
2,2,1996-12-31,1.000000,1.000000,1,2,2_2_1996-12-31
4,4,1996-12-31,1.000000,1.000000,1,4,4_4_1996-12-31
1,5,1996-12-31,0.012500,0.012500,1,5,1_5_1996-12-31
1,4,1996-06-28,0.050000,0.060000,2,4,1_4_1996-06-28
1,2,1996-06-28,0.009000,0.009000,2,2,1_2_1996-06-28
2,1,1996-06-28,120.000000,120.000000,2,1,2_1_1996-06-28
1,3,1996-06-28,12.000000,12.000000,2,3,1_3_1996-06-28
3,1,1996-06-28,0.120000,0.120000,2,1,3_1_1996-06-28
4,1,1996-06-28,20.000000,20.000000,2,1,4_1_1996-06-28
1,1,1996-06-28,1.000000,1.000000,2,1,1_1_1996-06-28
2,2,1996-06-28,1.000000,1.000000,2,2,2_2_1996-06-28
4,4,1996-06-28,1.000000,1.000000,2,4,4_4_1996-06-28
1,5,1996-12-31,0.013000,0.012400,2,5,1_5_1996-12-31
6,1,1998-10-08,167.853000,167.853000,1,1,6_1_1998-10-08
1,1,1997-12-31,1.000000,1.000000,1,1,1_1_1997-12-31
1,1,1997-01-17,1.000000,1.000000,1,1,1_1_1997-01-17
1,1,1998-12-31,1.000000,1.000000,2,1,1_1_1998-12-31
6,1,1998-10-08,167.853000,167.853000,2,1,6_1_1998-10-08
1,6,1998-10-08,0.005958,0.005957,2,6,1_6_1998-10-08
1,6,1998-10-08,0.005957,0.005957,1,6,1_6_1998-10-08
9,1,1998-12-31,168.000000,168.000000,2,1,9_1_1998-12-31
1,9,1998-12-31,168.000000,168.000000,2,9,1_9_1998-12-31
1,1,1998-12-31,1.000000,1.000000,1,1,1_1_1998-12-31
9,1,1998-12-31,168.000000,168.000000,1,1,9_1_1998-12-31
1,9,1998-12-31,168.000000,168.000000,1,9,1_9_1998-12-31
1,2,1999-05-05,0.006329,0.006329,2,2,1_2_1999-05-05
2,1,1999-05-05,157.983000,157.983000,2,1,2_1_1999-05-05
1,2,1999-12-31,0.006400,0.006430,1,2,1_2_1999-12-31
2,1,1999-12-31,155.530000,155.530000,1,1,2_1_1999-12-31
1,2,1999-12-31,0.006400,0.006430,2,2,1_2_1999-12-31
1,2,2000-12-31,0.006400,0.006400,1,2,1_2_2000-12-31
2,1,2000-12-31,155.530000,155.530000,1,1,2_1_2000-12-31
1,1,2000-12-31,1.000000,1.000000,1,1,1_1_2000-12-31
1,5,2000-12-31,0.011800,0.011800,1,5,1_5_2000-12-31
9,1,2000-12-31,166.386000,166.386000,1,1,9_1_2000-12-31
1,9,2000-12-31,166.386000,166.386000,1,9,1_9_2000-12-31
1,5,1999-07-01,0.008507,0.008507,2,5,1_5_1999-07-01
5,1,1999-07-01,85.071800,85.071800,2,1,5_1_1999-07-01
1,1,1999-01-01,1.000000,1.000000,2,1,1_1_1999-01-01
1,5,1999-07-01,0.008507,0.008507,1,5,1_5_1999-07-01
5,1,1999-07-01,85.071800,85.071800,1,1,5_1_1999-07-01
7,1,1999-05-13,253.000000,253.000000,2,1,7_1_1999-05-13
2,1,1999-12-31,155.530000,155.530000,2,1,2_1_1999-12-31
1,2,2002-01-01,0.005600,0.005600,2,2,1_2_2002-01-01
7,1,2000-12-31,257.144000,257.144000,1,1,7_1_2000-12-31
1,7,2000-12-31,0.003900,0.003900,1,7,1_7_2000-12-31
1,7,1999-05-13,0.003952,0.003952,2,7,1_7_1999-05-13
2,1,2002-01-01,179.882000,179.882000,2,1,2_1_2002-01-01
7,1,1999-05-13,253.000000,253.000000,1,1,7_1_1999-05-13
1,3,2002-01-01,12.000000,12.000000,2,3,1_3_2002-01-01
1,1,1999-12-31,1.000000,1.000000,1,1,1_1_1999-12-31
1,5,1999-12-31,0.011800,0.011755,1,5,1_5_1999-12-31
1,2,1999-05-15,0.006340,0.006340,2,2,1_2_1999-05-15
1,7,1999-05-13,0.003952,0.003952,1,7,1_7_1999-05-13
2,1,1999-05-15,157.372900,157.372900,2,1,2_1_1999-05-15
9,1,1999-01-01,166.386000,166.386000,2,1,9_1_1999-01-01
1,9,1999-01-01,0.006010,0.006010,2,9,1_9_1999-01-01
1,2,1999-05-05,0.006329,0.006329,1,2,1_2_1999-05-05
2,1,1999-05-05,157.983000,157.983000,1,1,2_1_1999-05-05
7,1,1999-05-15,251.545700,251.545700,2,1,7_1_1999-05-15
1,7,1999-05-15,0.003975,0.003975,2,7,1_7_1999-05-15
1,2,1999-06-02,0.006340,0.006340,1,2,1_2_1999-06-02
2,1,1999-06-02,157.372900,157.372900,1,1,2_1_1999-06-02
7,1,1999-06-02,251.545700,251.545700,1,1,7_1_1999-06-02
1,7,1999-06-02,0.003975,0.003975,1,7,1_7_1999-06-02
1,2,1999-05-15,0.006340,0.006340,1,2,1_2_1999-05-15
2,1,1999-05-15,157.372900,157.372900,1,1,2_1_1999-05-15
7,1,1999-05-15,251.545700,251.545700,1,1,7_1_1999-05-15
1,7,1999-05-15,0.003975,0.003975,1,7,1_7_1999-05-15
1,2,1999-06-02,0.006340,0.006340,2,2,1_2_1999-06-02
2,1,1999-06-02,157.372900,157.372900,2,1,2_1_1999-06-02
7,1,1999-06-02,251.545700,251.545700,2,1,7_1_1999-06-02
1,7,1999-06-02,0.003975,0.003975,2,7,1_7_1999-06-02
9,1,1999-12-31,166.386000,166.386000,1,1,9_1_1999-12-31
1,9,1999-12-31,166.386000,166.386000,1,9,1_9_1999-12-31
7,1,1999-12-31,257.144000,257.144000,1,1,7_1_1999-12-31
1,7,1999-12-31,0.003900,0.003889,1,7,1_7_1999-12-31
1,1,1999-12-31,1.000000,1.000000,2,1,1_1_1999-12-31
1,5,1999-12-31,0.011800,0.011755,2,5,1_5_1999-12-31
9,1,1999-12-31,166.386000,166.386000,2,1,9_1_1999-12-31
1,9,1999-12-31,166.383000,166.386000,2,9,1_9_1999-12-31
7,1,1999-12-31,257.144000,257.144000,2,1,7_1_1999-12-31
1,7,1999-12-31,0.003900,0.003889,2,7,1_7_1999-12-31
5,1,1999-12-31,85.071800,85.071810,1,1,5_1_1999-12-31
5,1,1999-12-31,85.071800,85.071810,2,1,5_1_1999-12-31
5,1,2000-12-31,85.071800,85.071800,1,1,5_1_2000-12-31
1,2,2000-12-31,0.006400,0.006400,2,2,1_2_2000-12-31
2,1,2000-12-31,155.530000,155.530000,2,1,2_1_2000-12-31
1,1,2000-12-31,1.000000,1.000000,2,1,1_1_2000-12-31
1,5,2000-12-31,0.011800,0.011800,2,5,1_5_2000-12-31
9,1,2000-12-31,166.386000,166.386000,2,1,9_1_2000-12-31
1,9,2000-12-31,166.386000,166.386000,2,9,1_9_2000-12-31
7,1,2000-12-31,257.144000,257.144000,2,1,7_1_2000-12-31
1,7,2000-12-31,0.003900,0.003900,2,7,1_7_2000-12-31
5,1,2000-12-31,85.071800,85.071800,2,1,5_1_2000-12-31
1,1,1999-01-01,1.000000,1.000000,1,1,1_1_1999-01-01
9,1,1999-01-01,166.386000,166.386000,1,1,9_1_1999-01-01
1,9,1999-01-01,0.006010,0.006010,1,9,1_9_1999-01-01
1,2,2001-12-31,0.005600,0.005550,1,2,1_2_2001-12-31
2,1,2001-12-31,179.882000,179.882000,1,1,2_1_2001-12-31
1,3,2001-12-31,12.000000,12.000000,1,3,1_3_2001-12-31
3,1,2001-12-31,0.120000,0.120000,1,1,3_1_2001-12-31
4,1,2001-12-31,20.000000,20.000000,1,1,4_1_2001-12-31
1,1,2001-12-31,1.000000,1.000000,1,1,1_1_2001-12-31
1,5,2001-12-31,0.011800,0.011750,1,5,1_5_2001-12-31
9,1,2003-12-31,166.386000,166.386000,2,1,9_1_2003-12-31
1,2,2001-12-31,0.005600,0.005600,2,2,1_2_2001-12-31
7,1,2001-04-25,0.003700,0.003700,2,1,7_1_2001-04-25
1,7,2001-04-25,268.278000,268.278000,2,7,1_7_2001-04-25
7,1,2001-04-25,268.278000,268.278000,1,1,7_1_2001-04-25
1,7,2001-04-25,0.003700,0.003700,1,7,1_7_2001-04-25
7,1,2001-10-01,248.716000,248.716000,2,1,7_1_2001-10-01
1,7,2001-10-01,0.004000,0.004000,2,7,1_7_2001-10-01
9,1,2001-12-31,166.386000,166.386000,1,1,9_1_2001-12-31
1,9,2001-12-31,166.386000,166.386000,1,9,1_9_2001-12-31
1,9,2003-12-31,166.386000,166.386000,2,9,1_9_2003-12-31
9,7,2003-12-31,0.612300,0.612300,2,7,9_7_2003-12-31
1,2,2001-10-31,0.006400,0.006400,2,2,1_2_2001-10-31
2,1,2001-10-31,156.082000,156.082000,2,1,2_1_2001-10-31
1,1,2002-12-31,1.000000,1.000000,2,1,1_1_2002-12-31
9,1,2002-12-31,166.386000,166.386000,2,1,9_1_2002-12-31
1,9,2002-12-31,166.386000,166.386000,2,9,1_9_2002-12-31
9,7,2002-12-31,0.612261,0.612261,2,7,9_7_2002-12-31
9,2,2002-12-31,0.897387,0.897387,2,2,9_2_2002-12-31
9,4,2002-12-31,6.559570,6.559570,2,4,9_4_2002-12-31
9,5,2002-12-31,1.955830,1.955830,2,5,9_5_2002-12-31
9,3,2002-12-31,1936.270000,1936.270000,2,3,9_3_2002-12-31
3,1,2002-01-01,0.120000,0.120000,2,1,3_1_2002-01-01
4,1,2002-01-01,20.000000,20.000000,2,1,4_1_2002-01-01
1,1,2002-01-01,1.000000,1.000000,2,1,1_1_2002-01-01
1,5,2002-01-01,0.011800,0.011800,2,5,1_5_2002-01-01
1,5,2001-10-31,0.011750,0.011750,2,5,1_5_2001-10-31
7,1,2001-10-31,248.716000,248.716000,2,1,7_1_2001-10-31
1,7,2001-10-31,0.004000,0.004000,2,7,1_7_2001-10-31
5,1,2001-10-31,85.072000,85.072000,2,1,5_1_2001-10-31
2,1,2001-12-31,179.882000,179.882000,2,1,2_1_2001-12-31
1,3,2001-12-31,12.000000,12.000000,2,3,1_3_2001-12-31
9,2,2003-12-31,0.897400,0.897400,2,2,9_2_2003-12-31
2,9,2003-12-31,0.897400,0.897400,2,9,2_9_2003-12-31
7,9,2003-12-31,0.612300,0.612300,2,9,7_9_2003-12-31
9,9,2003-12-31,1.000000,1.000000,2,9,9_9_2003-12-31
3,1,2001-12-31,0.120000,0.120000,2,1,3_1_2001-12-31
4,1,2001-12-31,20.000000,20.000000,2,1,4_1_2001-12-31
1,1,2001-12-31,1.000000,1.000000,2,1,1_1_2001-12-31
1,5,2001-12-31,0.011800,0.011800,2,5,1_5_2001-12-31
9,1,2001-12-31,166.386000,166.386000,2,1,9_1_2001-12-31
7,1,2001-12-31,268.623000,268.263000,1,1,7_1_2001-12-31
1,7,2001-12-31,0.003700,0.003700,1,7,1_7_2001-12-31
5,1,2001-12-31,85.071800,85.071800,1,1,5_1_2001-12-31
9,2,2003-12-31,0.897400,0.897400,1,2,9_2_2003-12-31
2,9,2002-12-31,0.897387,0.897387,2,9,2_9_2002-12-31
5,9,2002-12-31,1.955830,1.955830,2,9,5_9_2002-12-31
7,9,2002-12-31,0.612261,0.612261,2,9,7_9_2002-12-31
2,9,2003-12-31,0.897400,0.897400,1,9,2_9_2003-12-31
7,9,2003-12-31,0.612300,0.612300,1,9,7_9_2003-12-31
9,9,2003-12-31,1.000000,1.000000,1,9,9_9_2003-12-31
1,9,2004-01-01,166.386000,166.386000,1,9,1_9_2004-01-01
9,1,2004-01-01,166.386000,166.386000,2,1,9_1_2004-01-01
3,9,2002-12-31,1936.270000,1936.270000,2,9,3_9_2002-12-31
9,7,2001-12-31,0.612261,0.612261,1,7,9_7_2001-12-31
9,2,2001-12-31,0.897387,0.897387,1,2,9_2_2001-12-31
9,4,2001-12-31,6.559570,6.559570,1,4,9_4_2001-12-31
9,5,2001-12-31,1.955830,1.955830,1,5,9_5_2001-12-31
9,3,2001-12-31,1936.270000,1936.270000,1,3,9_3_2001-12-31
9,1,2002-01-01,166.386000,166.386000,2,1,9_1_2002-01-01
1,9,2001-12-31,166.386000,166.386000,2,9,1_9_2001-12-31
7,1,2001-12-31,268.623000,268.623000,2,1,7_1_2001-12-31
1,7,2001-12-31,0.003700,0.003700,2,7,1_7_2001-12-31
5,1,2001-12-31,85.071800,85.071800,2,1,5_1_2001-12-31
9,7,2001-12-31,0.612261,0.612261,2,7,9_7_2001-12-31
9,2,2001-12-31,0.897387,0.897387,2,2,9_2_2001-12-31
9,4,2001-12-31,6.559570,6.559570,2,4,9_4_2001-12-31
9,5,2001-12-31,1.955830,1.955830,2,5,9_5_2001-12-31
9,3,2001-12-31,1936.270000,1936.270000,2,3,9_3_2001-12-31
4,9,2002-12-31,6.559570,6.559570,2,9,4_9_2002-12-31
1,9,2002-01-01,166.386000,166.386000,2,9,1_9_2002-01-01
7,1,2002-01-01,268.623000,268.623000,2,1,7_1_2002-01-01
1,7,2002-01-01,0.003700,0.003700,2,7,1_7_2002-01-01
5,1,2002-01-01,85.071800,85.071800,2,1,5_1_2002-01-01
9,7,2002-01-01,0.612300,0.612300,2,7,9_7_2002-01-01
9,2,2002-01-01,0.897400,0.897400,2,2,9_2_2002-01-01
9,4,2002-01-01,6.559600,6.559600,2,4,9_4_2002-01-01
9,5,2002-01-01,1.955800,1.955800,2,5,9_5_2002-01-01
9,3,2002-01-01,1936.270000,1936.270000,2,3,9_3_2002-01-01
2,9,2002-01-01,0.897400,0.897400,2,9,2_9_2002-01-01
5,9,2002-01-01,1.955800,1.955800,2,9,5_9_2002-01-01
7,9,2002-01-01,0.612300,0.612300,2,9,7_9_2002-01-01
3,9,2002-01-01,1936.270000,1936.270000,2,9,3_9_2002-01-01
4,9,2002-01-01,6.559600,6.559600,2,9,4_9_2002-01-01
2,9,2001-12-31,0.897387,0.897387,2,9,2_9_2001-12-31
5,9,2001-12-31,1.955830,1.955830,2,9,5_9_2001-12-31
7,9,2001-12-31,0.612261,0.612261,2,9,7_9_2001-12-31
3,9,2001-12-31,1936.270000,1936.270000,2,9,3_9_2001-12-31
4,9,2001-12-31,6.559570,6.559570,2,9,4_9_2001-12-31
9,1,2004-12-31,166.386000,166.386000,2,1,9_1_2004-12-31
1,9,2004-12-31,166.386000,166.386000,2,9,1_9_2004-12-31
9,1,2004-01-01,166.386000,166.386000,1,1,9_1_2004-01-01
9,1,2003-12-31,166.386000,166.386000,1,1,9_1_2003-12-31
1,9,2003-12-31,166.386000,166.386000,1,9,1_9_2003-12-31
9,7,2003-12-31,0.612300,0.612300,1,7,9_7_2003-12-31
1,1,2002-12-31,1.000000,1.000000,1,1,1_1_2002-12-31
9,1,2002-12-31,166.386000,166.386000,1,1,9_1_2002-12-31
1,9,2002-12-31,166.386000,166.386000,1,9,1_9_2002-12-31
9,7,2002-12-31,0.612261,0.612261,1,7,9_7_2002-12-31
9,2,2002-12-31,0.897387,0.897387,1,2,9_2_2002-12-31
9,4,2002-12-31,6.559570,6.559570,1,4,9_4_2002-12-31
9,5,2002-12-31,1.955830,1.955830,1,5,9_5_2002-12-31
9,3,2002-12-31,1936.270000,1936.270000,1,3,9_3_2002-12-31
2,9,2002-12-31,0.897387,0.897387,1,9,2_9_2002-12-31
5,9,2002-12-31,1.955830,1.955830,1,9,5_9_2002-12-31
7,9,2002-12-31,0.612261,0.612261,1,9,7_9_2002-12-31
3,9,2002-12-31,1936.270000,1936.270000,1,9,3_9_2002-12-31
4,9,2002-12-31,6.559570,6.559570,1,9,4_9_2002-12-31
1,9,2004-01-01,166.386000,166.386000,2,9,1_9_2004-01-01
9,1,2004-12-31,166.386000,166.386000,1,1,9_1_2004-12-31
1,9,2004-12-31,166.386000,166.386000,1,9,1_9_2004-12-31
1,1,2005-01-01,1.000000,1.000000,2,1,1_1_2005-01-01
9,1,2005-01-01,166.386000,166.386000,2,1,9_1_2005-01-01
1,9,2005-01-01,166.386000,166.386000,2,9,1_9_2005-01-01
1,1,2005-01-01,1.000000,1.000000,1,1,1_1_2005-01-01
9,1,2005-01-01,166.386000,166.386000,1,1,9_1_2005-01-01
1,9,2005-01-01,166.386000,166.386000,1,9,1_9_2005-01-01
9,1,2005-12-31,1.000000,1.000000,2,1,9_1_2005-12-31
1,9,2005-12-31,1.000000,1.000000,2,9,1_9_2005-12-31
9,1,2005-12-31,1.000000,1.000000,1,1,9_1_2005-12-31
1,9,2005-12-31,1.000000,1.000000,1,9,1_9_2005-12-31
9,2,2010-11-15,0.735290,0.735290,1,2,9_2_2010-11-15
2,9,2010-11-15,1.360000,1.360000,1,9,2_9_2010-11-15
9,2,2011-06-09,1.450000,0.000000,1,2,9_2_2011-06-09
