empresa,codigo,clv_art,precio_std_1,fecha_std_1,precio_std_2,precio_std_3,precio_std_4,precio_u_entrada,moneda,cambio,cambio_euro,tipo_iva,variante,empresa_id,codigo_id,moneda_id,name
1,02/10253,,,,,,,292.47400,9,1.000000,,1,STAND,1,1_02/10253,9,1_02/10253_STAND
1,12/512808,,,,,,,68.38000,9,1.000000,,1,STAND,1,1_12/512808,9,1_12/512808_STAND
1,12/513009,,,,,,,68.76000,9,1.000000,,1,STAND,1,1_12/513009,9,1_12/513009_STAND
1,PR/0617/0132,,,,,,,,,,,1,STAND,1,1_PR/0617/0132,,1_PR/0617/0132_STAND
1,12/513012,,,,,,,85.25000,9,1.000000,,1,STAND,1,1_12/513012,9,1_12/513012_STAND
1,12/513013,,,,,,,70.54500,9,1.000000,,1,STAND,1,1_12/513013,9,1_12/513013_STAND
1,12/5130171,,,,,,,85.05300,9,1.000000,,1,STAND,1,1_12/5130171,9,1_12/5130171_STAND
1,12/513512,,,,,,,85.24000,9,1.000000,,1,STAND,1,1_12/513512,9,1_12/513512_STAND
1,12/51707,,,,,,,11058.00000,1,1.000000,,1,STAND,1,1_12/51707,1,1_12/51707_STAND
1,12/51830A,,138.00000,,,,,110.40000,9,1.000000,,1,STAND,1,1_12/51830A,9,1_12/51830A_STAND
1,PR/1244/0011-A,,,,,,,,,,,1,STAND,1,1_PR/1244/0011-A,,1_PR/1244/0011-A_STAND
1,12/51830BR,,,,,,,52.00000,9,1.000000,,1,STAND,1,1_12/51830BR,9,1_12/51830BR_STAND
1,04/00102,,,,,,,,,,,1,STAND,1,1_04/00102,,1_04/00102_STAND
1,12/51833B09,,129.00000,,,,,103.20000,9,1.000000,,1,STAND,1,1_12/51833B09,9,1_12/51833B09_STAND
1,12/51850,,,,,,,275.00000,9,1.000000,,1,STAND,1,1_12/51850,9,1_12/51850_STAND
1,12/5215046,,,,,,,58.06400,9,1.000000,,1,STAND,1,1_12/5215046,9,1_12/5215046_STAND
1,02/07646,,,,,,,,,,,1,STAND,1,1_02/07646,,1_02/07646_STAND
1,12/521506,,,,,,,9376.50000,1,1.000000,,1,STAND,1,1_12/521506,1,1_12/521506_STAND
1,12/52200571,,,,,,,56.85700,9,1.000000,,1,STAND,1,1_12/52200571,9,1_12/52200571_STAND
1,12/5222061,,,,,,,56.85800,9,1.000000,,1,STAND,1,1_12/5222061,9,1_12/5222061_STAND
1,12/5222061R,,,,,,,40.70000,9,1.000000,,1,STAND,1,1_12/5222061R,9,1_12/5222061R_STAND
1,02/120300003,,,,,,,25.32800,9,1.000000,,1,STAND,1,1_02/120300003,9,1_02/120300003_STAND
1,PR/1489/0003,,,,,,,,,,,1,STAND,1,1_PR/1489/0003,,1_PR/1489/0003_STAND
1,03/00126,,,,,,,,,,,1,STAND,1,1_03/00126,,1_03/00126_STAND
1,02/08018,,,,,,,,,,,1,STAND,1,1_02/08018,,1_02/08018_STAND
1,12/5230093,,,,,,,113.50500,9,1.000000,,1,STAND,1,1_12/5230093,9,1_12/5230093_STAND
1,12/5230093R,,,,,,,68.34000,9,1.000000,,1,STAND,1,1_12/5230093R,9,1_12/5230093R_STAND
1,12/5230103,,,,,,,62.70000,9,1.000000,,1,STAND,1,1_12/5230103,9,1_12/5230103_STAND
1,12/5230111,,,,,,,90.34000,9,1.000000,,1,STAND,1,1_12/5230111,9,1_12/5230111_STAND
1,12/52830,,,,,,,23920.00000,1,1.000000,,1,STAND,1,1_12/52830,1,1_12/52830_STAND
1,12/530093,,,,,,,15133.66700,1,1.000000,,1,STAND,1,1_12/530093,1,1_12/530093_STAND
1,12/5305034,,,,,,,165.30000,9,1.000000,,1,STAND,1,1_12/5305034,9,1_12/5305034_STAND
1,12/5310046,,,,,,,205.75000,9,1.000000,,1,STAND,1,1_12/5310046,9,1_12/5310046_STAND
1,12/531006,,,,,,,215.48000,9,1.000000,,1,STAND,1,1_12/531006,9,1_12/531006_STAND
1,PR/BIOM/00001,,,,,,,,,,,1,STAND,1,1_PR/BIOM/00001,,1_PR/BIOM/00001_STAND
1,12/5315084,,,,,,,216.02000,9,1.000000,,1,STAND,1,1_12/5315084,9,1_12/5315084_STAND
1,12/531508R,,,,,,,178.41000,9,1.000000,,1,STAND,1,1_12/531508R,9,1_12/531508R_STAND
1,12/5317094,,,,,,,36195.00000,1,1.000000,,1,STAND,1,1_12/5317094,1,1_12/5317094_STAND
1,12/54000,,,,,,,26120.00000,1,1.000000,,1,STAND,1,1_12/54000,1,1_12/54000_STAND
1,12/541005,,,,,,,55.74000,9,1.000000,,1,STAND,1,1_12/541005,9,1_12/541005_STAND
1,12/54106,,,,,,,0.00000,,0.000000,,1,STAND,1,1_12/54106,,1_12/54106_STAND
1,12/541507,,,,,,,8483.50000,1,1.000000,,1,STAND,1,1_12/541507,1,1_12/541507_STAND
1,12/54158,,,,,,,31293.00000,1,1.000000,,1,STAND,1,1_12/54158,1,1_12/54158_STAND
1,12/54177,,,,,,,0.00000,,0.000000,,1,STAND,1,1_12/54177,,1_12/54177_STAND
1,12/542007,,,,,,,74.23300,9,1.000000,,1,STAND,1,1_12/542007,9,1_12/542007_STAND
1,PR/0837/0018,,,,,,,,,,,1,STAND,1,1_PR/0837/0018,,1_PR/0837/0018_STAND
1,12/54200701,,40.00000,,,,,25.30800,9,1.000000,,1,STAND,1,1_12/54200701,9,1_12/54200701_STAND
1,PR/1811/0002-A,,,,,,,,,,,1,STAND,1,1_PR/1811/0002-A,,1_PR/1811/0002-A_STAND
1,12/54250101,,,,,,,10763.50000,1,1.000000,,1,STAND,1,1_12/54250101,1,1_12/54250101_STAND
1,AUJOR 18.7.97,,,,,,,,,,,1,STAND,1,1_AUJOR 18.7.97,,1_AUJOR 18.7.97_STAND
1,PR/0048/0019-A,,,,,,,,,,,1,STAND,1,1_PR/0048/0019-A,,1_PR/0048/0019-A_STAND
1,12/40000,,,,,,,12810.00000,1,1.000000,,1,STAND,1,1_12/40000,1,1_12/40000_STAND
1,12/55000,,,,,,,12960.00000,1,1.000000,,1,STAND,1,1_12/55000,1,1_12/55000_STAND
1,12/55259,,,,,,,11780.00000,1,1.000000,,1,STAND,1,1_12/55259,1,1_12/55259_STAND
1,12/560208,,,,,,,10977.00000,1,1.000000,,1,STAND,1,1_12/560208,1,1_12/560208_STAND
1,12/5615061,,,,,,,62.38000,9,1.000000,,1,STAND,1,1_12/5615061,9,1_12/5615061_STAND
1,02/03828,,,,,,,,,,,1,STAND,1,1_02/03828,,1_02/03828_STAND
1,12/562508,,,,,,,71.40200,9,1.000000,,1,STAND,1,1_12/562508,9,1_12/562508_STAND
1,12/5628091,,,,,,,12103.00000,1,1.000000,,1,STAND,1,1_12/5628091,1,1_12/5628091_STAND
1,12/60000,,,,,,,12.20000,1,1.000000,,1,STAND,1,1_12/60000,1,1_12/60000_STAND
1,12/60001,,,,,,,0.00000,,0.000000,,1,STAND,1,1_12/60001,,1_12/60001_STAND
1,12/60001M,,3.00510,,,,,330.00000,1,1.000000,,1,STAND,1,1_12/60001M,1,1_12/60001M_STAND
1,12/60002,,,,,,,2500.00000,1,1.000000,,1,STAND,1,1_12/60002,1,1_12/60002_STAND
1,12/60003,,0.18030,,,,,29.20000,1,1.000000,,1,STAND,1,1_12/60003,1,1_12/60003_STAND
1,01/07199,,,,,,,0.00000,,0.000000,,1,STAND,1,1_01/07199,,1_01/07199_STAND
1,12/60004,,0.07210,,,,,11.40000,1,1.000000,,1,STAND,1,1_12/60004,1,1_12/60004_STAND
1,12/60005,,0.03610,,,,,5.70000,1,1.000000,,1,STAND,1,1_12/60005,1,1_12/60005_STAND
1,12/60130,,22.17740,,,,,3480.00000,1,1.000000,,1,STAND,1,1_12/60130,1,1_12/60130_STAND
1,12/60146,,22.17740,,,,,3690.00000,1,1.000000,,1,STAND,1,1_12/60146,1,1_12/60146_STAND
1,12/615020,,,,,,,15.66500,9,1.000000,,1,STAND,1,1_12/615020,9,1_12/615020_STAND
1,PR/ASBE/0001,,,,,,,,,,,1,STAND,1,1_PR/ASBE/0001,,1_PR/ASBE/0001_STAND
1,12/6221001,,,,,,,53.14200,9,1.000000,,1,STAND,1,1_12/6221001,9,1_12/6221001_STAND
1,12/625100,,,,,,,53.14300,9,1.000000,,1,STAND,1,1_12/625100,9,1_12/625100_STAND
1,12/630030,,,,,,,18.79200,9,1.000000,,1,STAND,1,1_12/630030,9,1_12/630030_STAND
1,12/630075,,,,,,,5244.00000,1,1.000000,,1,STAND,1,1_12/630075,1,1_12/630075_STAND
1,12/630120,,,,,,,74.14800,9,1.000000,,1,STAND,1,1_12/630120,9,1_12/630120_STAND
1,10/00129,,,,,,,,,,,1,STAND,1,1_10/00129,,1_10/00129_STAND
1,12/630130,,35.12920,,,,,82.85000,9,1.000000,,1,STAND,1,1_12/630130,9,1_12/630130_STAND
1,02/11520,,,,,,,,,,,1,STAND,1,1_02/11520,,1_02/11520_STAND
1,12/32007,,,,,,,9633.00000,1,1.000000,,1,STAND,1,1_12/32007,1,1_12/32007_STAND
1,12/32008,,,,,,,11448.00000,1,1.000000,,1,STAND,1,1_12/32008,1,1_12/32008_STAND
1,12/32009,,,,,,,11370.00000,1,1.000000,,1,STAND,1,1_12/32009,1,1_12/32009_STAND
1,12/32010,,,,,,,12270.00000,1,1.000000,,1,STAND,1,1_12/32010,1,1_12/32010_STAND
1,PR/1144/0025,,,,,,,,,,,1,STAND,1,1_PR/1144/0025,,1_PR/1144/0025_STAND
1,12/331004,,,,,,,34.12300,9,1.000000,,1,STAND,1,1_12/331004,9,1_12/331004_STAND
1,PR/0048/0014,,,,,,,,,,,1,STAND,1,1_PR/0048/0014,,1_PR/0048/0014_STAND
1,04/147800002,,,,,,,19.18800,9,1.000000,,1,STAND,1,1_04/147800002,9,1_04/147800002_STAND
1,PR/HONI/0001,,,,,,,,,,,1,STAND,1,1_PR/HONI/0001,,1_PR/HONI/0001_STAND
1,12/331505,,,,,,,4850.00000,1,1.000000,,1,STAND,1,1_12/331505,1,1_12/331505_STAND
1,12/3315091,,,,,,,6810.00000,1,1.000000,,1,STAND,1,1_12/3315091,1,1_12/3315091_STAND
1,02/07614,,,,,,,,,,,1,STAND,1,1_02/07614,,1_02/07614_STAND
1,PR/LUKR/0002,,,,,,,,,,,1,STAND,1,1_PR/LUKR/0002,,1_PR/LUKR/0002_STAND
1,PR/0617/0285,,,,,,,,,,,1,STAND,1,1_PR/0617/0285,,1_PR/0617/0285_STAND
1,ELBASA,,,,,,,,,,,1,STAND,1,1_ELBASA,,1_ELBASA_STAND
1,12/332008,,,,,,,49.93000,9,1.000000,,1,STAND,1,1_12/332008,9,1_12/332008_STAND
1,12/332008R,,,,,,,30.27000,9,1.000000,,1,STAND,1,1_12/332008R,9,1_12/332008R_STAND
1,PR/GUIN/0003,,,,,,,,,,,1,STAND,1,1_PR/GUIN/0003,,1_PR/GUIN/0003_STAND
1,PR/1557/0039,,,,,,,,,,,1,STAND,1,1_PR/1557/0039,,1_PR/1557/0039_STAND
1,12/3330111,,,,,,,61.01000,9,1.000000,,1,STAND,1,1_12/3330111,9,1_12/3330111_STAND
1,PR/0013/0040,,,,,,,,,,,1,STAND,1,1_PR/0013/0040,,1_PR/0013/0040_STAND
1,PR/1877/0001,,,,,,,,,,,1,STAND,1,1_PR/1877/0001,,1_PR/1877/0001_STAND
1,12/3330141,,,,,,,83.44000,9,1.000000,,1,STAND,1,1_12/3330141,9,1_12/3330141_STAND
1,12/3622190,,,,,,,268.23300,9,1.000000,,1,STAND,1,1_12/3622190,9,1_12/3622190_STAND
1,12/3622190R,,,,,,,221.32100,9,1.000000,,1,STAND,1,1_12/3622190R,9,1_12/3622190R_STAND
1,12/371005,,,,,,,5464.33300,1,1.000000,,1,STAND,1,1_12/371005,1,1_12/371005_STAND
1,12/372008,,,,,,,62.18000,9,1.000000,,1,STAND,1,1_12/372008,9,1_12/372008_STAND
1,12/372010,,,,,,,69.01000,9,1.000000,,1,STAND,1,1_12/372010,9,1_12/372010_STAND
1,12/4000,,,,,,,10490.00000,1,1.000000,,1,STAND,1,1_12/4000,1,1_12/4000_STAND
1,12/4020081,,,,,,,13946.00000,1,1.000000,,1,STAND,1,1_12/4020081,1,1_12/4020081_STAND
1,PR/0267/0061,,0.44000,,,,,,,,,1,STAND,1,1_PR/0267/0061,,1_PR/0267/0061_STAND
1,02/07615,,,,,,,,,,,1,STAND,1,1_02/07615,,1_02/07615_STAND
1,02/02077,,,,,,,0.00000,,0.000000,,1,STAND,1,1_02/02077,,1_02/02077_STAND
1,02/06975,,,,,,,,,,,1,STAND,1,1_02/06975,,1_02/06975_STAND
1,PR/RAMA/0003,,,,,,,,,,,1,STAND,1,1_PR/RAMA/0003,,1_PR/RAMA/0003_STAND
1,12/403101,,,,,,,13190.00000,1,1.000000,,1,STAND,1,1_12/403101,1,1_12/403101_STAND
1,12/40404,,,,,,,12322.00000,1,1.000000,,1,STAND,1,1_12/40404,1,1_12/40404_STAND
1,02/07674,,,,,,,,,,,1,STAND,1,1_02/07674,,1_02/07674_STAND
1,12/40804,,,,,,,10270.00000,1,1.000000,,1,STAND,1,1_12/40804,1,1_12/40804_STAND
1,02/7673,,,,,,,,,,,1,STAND,1,1_02/7673,,1_02/7673_STAND
1,12/41207,,,,,,,13718.00000,1,1.000000,,1,STAND,1,1_12/41207,1,1_12/41207_STAND
1,12/415061,,,,,,,14212.00000,1,1.000000,,1,STAND,1,1_12/415061,1,1_12/415061_STAND
1,12/415081,,,,,,,11050.00000,1,1.000000,,1,STAND,1,1_12/415081,1,1_12/415081_STAND
1,12/41807,,,,,,,10940.00000,1,1.000000,,1,STAND,1,1_12/41807,1,1_12/41807_STAND
1,12/42007,,,,,,,14544.66700,1,1.000000,,1,STAND,1,1_12/42007,1,1_12/42007_STAND
1,ALOXID 3,,,,,,,,,,,1,STAND,1,1_ALOXID 3,,1_ALOXID 3_STAND
1,ALOXID 2,,,,,,,,,,,1,STAND,1,1_ALOXID 2,,1_ALOXID 2_STAND
1,ALOXID 4,,,,,,,,,,,1,STAND,1,1_ALOXID 4,,1_ALOXID 4_STAND
1,ALOXID 5,,,,,,,,,,,1,STAND,1,1_ALOXID 5,,1_ALOXID 5_STAND
1,PR/PRES/0001,,,,,,,,,,,1,STAND,1,1_PR/PRES/0001,,1_PR/PRES/0001_STAND
1,ALOXID 6,,,,,,,,,,,1,STAND,1,1_ALOXID 6,,1_ALOXID 6_STAND
1,12/420710,,,,,,,114.00000,9,1.000000,,1,STAND,1,1_12/420710,9,1_12/420710_STAND
1,12/4207101,,,,,,,17518.00000,1,1.000000,,1,STAND,1,1_12/4207101,1,1_12/4207101_STAND
1,04/21135,,,,,,,,,,,1,STAND,1,1_04/21135,,1_04/21135_STAND
1,12/420805,,,,,,,104.99300,9,1.000000,,1,STAND,1,1_12/420805,9,1_12/420805_STAND
1,12/420806,,,,,,,113.40000,9,1.000000,,1,STAND,1,1_12/420806,9,1_12/420806_STAND
1,03/2433070,,,,,,,27.15300,9,1.000000,,1,STAND,1,1_03/2433070,9,1_03/2433070_STAND
1,12/4210061,,,,,,,84.27000,9,1.000000,,1,STAND,1,1_12/4210061,9,1_12/4210061_STAND
1,PR/1669/0021,,,,,,,,,,,1,STAND,1,1_PR/1669/0021,,1_PR/1669/0021_STAND
1,12/42150501,,,,,,,30.59000,9,1.000000,,1,STAND,1,1_12/42150501,9,1_12/42150501_STAND
1,PR/0677/002-A,,,,,,,,,,,1,STAND,1,1_PR/0677/002-A,,1_PR/0677/002-A_STAND
1,04/168300001,,,,,,,1.39000,9,1.000000,,1,STAND,1,1_04/168300001,9,1_04/168300001_STAND
1,53/90400,,13.00000,,,,,690.00000,1,1.000000,,1,STAND,1,1_53/90400,1,1_53/90400_STAND
1,12/421508,,,,,,,117.54500,9,1.000000,,1,STAND,1,1_12/421508,9,1_12/421508_STAND
1,12/421707,,,,,,,110.07000,9,1.000000,,1,STAND,1,1_12/421707,9,1_12/421707_STAND
1,PR/0617/0281,,,,,,,,,,,1,STAND,1,1_PR/0617/0281,,1_PR/0617/0281_STAND
1,12/4220071R,,,,,,,39.03000,9,1.000000,,1,STAND,1,1_12/4220071R,9,1_12/4220071R_STAND
1,PR/0076/0004,,,,,,,,,,,1,STAND,1,1_PR/0076/0004,,1_PR/0076/0004_STAND
1,12/4220081,,,,,,,124.41000,9,1.000000,,1,STAND,1,1_12/4220081,9,1_12/4220081_STAND
1,PR/0617/0269,,,,,,,,,,,1,STAND,1,1_PR/0617/0269,,1_PR/0617/0269_STAND
1,PR/1557/0040,,,,,,,,,,,1,STAND,1,1_PR/1557/0040,,1_PR/1557/0040_STAND
1,PR/1286/0024,,,,,,,,,,,1,STAND,1,1_PR/1286/0024,,1_PR/1286/0024_STAND
1,12/422008101,,37.00000,,,,,33.73500,9,1.000000,,1,STAND,1,1_12/422008101,9,1_12/422008101_STAND
1,PR/1477/0003,,,,,,,,,,,1,STAND,1,1_PR/1477/0003,,1_PR/1477/0003_STAND
1,PR/0194/0002,,,,,,,,,,,1,STAND,1,1_PR/0194/0002,,1_PR/0194/0002_STAND
1,02/02076,,,,,,,,,,,1,STAND,1,1_02/02076,,1_02/02076_STAND
1,PR/0970/0005,,,,,,,,,,,1,STAND,1,1_PR/0970/0005,,1_PR/0970/0005_STAND
1,PR/0895/0002,,,,,,,,,,,1,STAND,1,1_PR/0895/0002,,1_PR/0895/0002_STAND
1,12/423010,,,,,,,145.25700,9,1.000000,,1,STAND,1,1_12/423010,9,1_12/423010_STAND
1,10/00141,,,,,,,,,,,1,STAND,1,1_10/00141,,1_10/00141_STAND
1,10/00137,,,,,,,,,,,1,STAND,1,1_10/00137,,1_10/00137_STAND
1,PR/0194/0003,,,,,,,,,,,1,STAND,1,1_PR/0194/0003,,1_PR/0194/0003_STAND
1,12/42301201,,41.00000,,,,,38.76000,9,1.000000,,1,STAND,1,1_12/42301201,9,1_12/42301201_STAND
1,02/10009,,,,,,,301.85200,9,1.000000,,1,STAND,1,1_02/10009,9,1_02/10009_STAND
1,02/03838,,,,,,,,,,,1,STAND,1,1_02/03838,,1_02/03838_STAND
1,12/425081,,,,,,,14420.00000,1,1.000000,,1,STAND,1,1_12/425081,1,1_12/425081_STAND
1,12/425082,,,,,,,14687.00000,1,1.000000,,1,STAND,1,1_12/425082,1,1_12/425082_STAND
1,12/42809,,,,,,,12440.00000,1,1.000000,,1,STAND,1,1_12/42809,1,1_12/42809_STAND
1,01/07608A,,,,,,,163.83900,9,1.000000,,1,STAND,1,1_01/07608A,9,1_01/07608A_STAND
1,70/11004,,6.00000,,,,,0.00000,,0.000000,,1,STAND,1,1_70/11004,,1_70/11004_STAND
1,PR/0085/0006,,,,,,,,,,,1,STAND,1,1_PR/0085/0006,,1_PR/0085/0006_STAND
1,12/50001,,,,,,,6480.00000,1,1.000000,,1,STAND,1,1_12/50001,1,1_12/50001_STAND
1,PR/1047/0018,,,,,,,,,,,1,STAND,1,1_PR/1047/0018,,1_PR/1047/0018_STAND
1,12/422509R,,,,,,,44.99000,9,1.000000,,1,STAND,1,1_12/422509R,9,1_12/422509R_STAND
1,12/50005,,,,,,,6032.00000,1,1.000000,,1,STAND,1,1_12/50005,1,1_12/50005_STAND
1,10/00133,,,,,,,,,,,1,STAND,1,1_10/00133,,1_10/00133_STAND
1,10/00131,,,,,,,,,,,1,STAND,1,1_10/00131,,1_10/00131_STAND
1,12/50006,,33.00000,,,,,31.20000,9,1.000000,,1,STAND,1,1_12/50006,9,1_12/50006_STAND
1,12/50006A,,,,,,,57.60000,9,1.000000,,1,STAND,1,1_12/50006A,9,1_12/50006A_STAND
1,02/06970,,,,,,,,,,,1,STAND,1,1_02/06970,,1_02/06970_STAND
1,02/07618,,,,,,,,,,,1,STAND,1,1_02/07618,,1_02/07618_STAND
1,12/50009,,,,,,,34.40000,9,1.000000,,1,STAND,1,1_12/50009,9,1_12/50009_STAND
1,PR/1439/0012,,,,,,,,,,,1,STAND,1,1_PR/1439/0012,,1_PR/1439/0012_STAND
1,PR/1669/0025,,,,,,,,,,,1,STAND,1,1_PR/1669/0025,,1_PR/1669/0025_STAND
1,PR/1264/0002,,,,,,,,,,,1,STAND,1,1_PR/1264/0002,,1_PR/1264/0002_STAND
1,PR/GUIN/0002,,,,,,,,,,,1,STAND,1,1_PR/GUIN/0002,,1_PR/GUIN/0002_STAND
1,12/50010,,50.00000,,,,,41.60000,9,1.000000,,1,STAND,1,1_12/50010,9,1_12/50010_STAND
1,12/069000001R,,,,,,,119.00000,9,1.000000,,1,STAND,1,1_12/069000001R,9,1_12/069000001R_STAND
1,12/5008035,,,,,,,91.54000,9,1.000000,,1,STAND,1,1_12/5008035,9,1_12/5008035_STAND
1,12/50100,,,,,,,10000.00000,1,1.000000,,1,STAND,1,1_12/50100,1,1_12/50100_STAND
1,12/00407M,,7.51270,,,,,1226.00000,1,1.000000,,1,STAND,1,1_12/00407M,1,1_12/00407M_STAND
1,PR/0532/0014,,,,,,,,,,,1,STAND,1,1_PR/0532/0014,,1_PR/0532/0014_STAND
1,12/50007,,62.00000,,,,,58.40000,9,1.000000,,1,STAND,1,1_12/50007,9,1_12/50007_STAND
1,12/023400001,,,,,,,70.00000,9,1.000000,,1,STAND,1,1_12/023400001,9,1_12/023400001_STAND
1,01/08389,,,,,,,,,,,1,STAND,1,1_01/08389,,1_01/08389_STAND
1,01/08386,,,,,,,,,,,1,STAND,1,1_01/08386,,1_01/08386_STAND
1,01/08387,,,,,,,,,,,1,STAND,1,1_01/08387,,1_01/08387_STAND
1,01/08388,,,,,,,,,,,1,STAND,1,1_01/08388,,1_01/08388_STAND
1,12/061700001,,,,,,,0.00000,,0.000000,,1,STAND,1,1_12/061700001,,1_12/061700001_STAND
1,12/061700001M,,2935.00000,,,,,2935.00000,9,1.000000,,1,STAND,1,1_12/061700001M,9,1_12/061700001M_STAND
1,12/065500001,,,,,,,19.00000,9,1.000000,,1,STAND,1,1_12/065500001,9,1_12/065500001_STAND
1,12/10000,,55.23300,,,,,63.36000,9,1.000000,,1,STAND,1,1_12/10000,9,1_12/10000_STAND
1,12/10001,,55.23300,,,,,9465.00000,1,1.000000,,1,STAND,1,1_12/10001,1,1_12/10001_STAND
1,12/10002,,55.23300,,,,,76.66000,9,1.000000,,1,STAND,1,1_12/10002,9,1_12/10002_STAND
1,12/10003,,59.80070,,,,,79.42000,9,1.000000,,1,STAND,1,1_12/10003,9,1_12/10003_STAND
1,12/10004,,66.11130,,,,,11000.00000,1,1.000000,,1,STAND,1,1_12/10004,1,1_12/10004_STAND
1,12/10005,,66.11130,,,,,155.99000,9,1.000000,,1,STAND,1,1_12/10005,9,1_12/10005_STAND
1,12/10006,,55.23300,,,,,58.60000,9,1.000000,,1,STAND,1,1_12/10006,9,1_12/10006_STAND
1,12/10007,,,,,,,62.45000,9,1.000000,,1,STAND,1,1_12/10007,9,1_12/10007_STAND
1,12/10008,,,,,,,8190.00000,1,1.000000,,1,STAND,1,1_12/10008,1,1_12/10008_STAND
1,12/10009,,,,,,,16892.00000,1,1.000000,,1,STAND,1,1_12/10009,1,1_12/10009_STAND
1,12/10010,,,,,,,8130.00000,1,1.000000,,1,STAND,1,1_12/10010,1,1_12/10010_STAND
1,ATR,,,,,,,,,,,1,STAND,1,1_ATR,,1_ATR_STAND
1,12/10012,,52.58860,,,,,8625.00000,1,1.000000,,1,STAND,1,1_12/10012,1,1_12/10012_STAND
1,12/10014,,,,,,,9750.00000,1,1.000000,,1,STAND,1,1_12/10014,1,1_12/10014_STAND
1,12/10015,,,,,,,9950.00000,1,1.000000,,1,STAND,1,1_12/10015,1,1_12/10015_STAND
1,PR/00013/0027-A,,,,,,,,,,,1,STAND,1,1_PR/00013/0027-A,,1_PR/00013/0027-A_STAND
1,PR/1870/0015,,,,,,,,,,,1,STAND,1,1_PR/1870/0015,,1_PR/1870/0015_STAND
1,12/420504,,,,,,,96.94000,9,1.000000,,1,STAND,1,1_12/420504,9,1_12/420504_STAND
1,PR/1870/0016,,,,,,,,,,,1,STAND,1,1_PR/1870/0016,,1_PR/1870/0016_STAND
1,12/10016,,,,,,,73.78000,9,1.000000,,1,STAND,1,1_12/10016,9,1_12/10016_STAND
1,02/09075,,,,,,,0.00000,,0.000000,,1,STAND,1,1_02/09075,,1_02/09075_STAND
1,12/100181,,,,,,,120.00000,9,1.000000,,1,STAND,1,1_12/100181,9,1_12/100181_STAND
1,01/08397,,,,,,,34448.60300,1,1.000000,,1,STAND,1,1_01/08397,1,1_01/08397_STAND
1,01/08398,,,,,,,58020.45300,1,1.000000,,1,STAND,1,1_01/08398,1,1_01/08398_STAND
1,12/10019,,,,,,,79.55000,9,1.000000,,1,STAND,1,1_12/10019,9,1_12/10019_STAND
1,12/10033,,,,,,,435.51000,9,1.000000,,1,STAND,1,1_12/10033,9,1_12/10033_STAND
1,12/10050,,,,,,,50.85000,9,1.000000,,1,STAND,1,1_12/10050,9,1_12/10050_STAND
1,12/10070,,,,,,,7220.00000,1,1.000000,,1,STAND,1,1_12/10070,1,1_12/10070_STAND
1,12/10090,,,,,,,54.47000,9,1.000000,,1,STAND,1,1_12/10090,9,1_12/10090_STAND
1,12/10090A,,,,,,,116.00000,9,1.000000,,1,STAND,1,1_12/10090A,9,1_12/10090A_STAND
1,12/10100,,81.13660,,,,,93.10000,9,1.000000,,1,STAND,1,1_12/10100,9,1_12/10100_STAND
1,12/10100R,,,,,,,0.00000,1,1.000000,,1,STAND,1,1_12/10100R,1,1_12/10100R_STAND
1,12/10101,,,,,,,14905.00000,1,1.000000,,1,STAND,1,1_12/10101,1,1_12/10101_STAND
1,12/140300001,,,,,,,639.00000,9,1.000000,,1,STAND,1,1_12/140300001,9,1_12/140300001_STAND
1,12/21506,,,,,,,6203.50000,1,1.000000,,1,STAND,1,1_12/21506,1,1_12/21506_STAND
1,PR/1811/0003-A,,,,,,,,,,,1,STAND,1,1_PR/1811/0003-A,,1_PR/1811/0003-A_STAND
1,PR/1557/0041,,,,,,,,,,,1,STAND,1,1_PR/1557/0041,,1_PR/1557/0041_STAND
1,PR/1729/0003,,,,,,,,,,,1,STAND,1,1_PR/1729/0003,,1_PR/1729/0003_STAND
1,12/21509,,,,,,,7900.00000,1,1.000000,,1,STAND,1,1_12/21509,1,1_12/21509_STAND
1,12/25000,,,,,,,7580.00000,1,1.000000,,1,STAND,1,1_12/25000,1,1_12/25000_STAND
1,12/0101106,,,,,,,,,,,1,STAND,1,1_12/0101106,,1_12/0101106_STAND
1,PR/0677/0022-A,,,,,,,,,,,1,STAND,1,1_PR/0677/0022-A,,1_PR/0677/0022-A_STAND
1,PR/1567/0006,,,,,,,,,,,1,STAND,1,1_PR/1567/0006,,1_PR/1567/0006_STAND
1,12/25150801,,25.00000,,,,,23.47500,9,1.000000,,1,STAND,1,1_12/25150801,9,1_12/25150801_STAND
1,12/251509,,,,,,,80.43700,9,1.000000,,1,STAND,1,1_12/251509,9,1_12/251509_STAND
1,PR/1002/0004,,,,,,,,,,,1,STAND,1,1_PR/1002/0004,,1_PR/1002/0004_STAND
1,PR/0048/0045,,,,,,,,,,,1,STAND,1,1_PR/0048/0045,,1_PR/0048/0045_STAND
1,PR/1489/0004,,,,,,,,,,,1,STAND,1,1_PR/1489/0004,,1_PR/1489/0004_STAND
1,12/252509R,,,,,,,44.99000,9,1.000000,,1,STAND,1,1_12/252509R,9,1_12/252509R_STAND
1,12/252514,,,,,,,105.88500,9,1.000000,,1,STAND,1,1_12/252514,9,1_12/252514_STAND
1,12/252810,,,,,,,83.38000,9,1.000000,,1,STAND,1,1_12/252810,9,1_12/252810_STAND
1,12/252810R,,,,,,,60.09700,9,1.000000,,1,STAND,1,1_12/252810R,9,1_12/252810R_STAND
