empresa,subcta,linea_producto,clv_sub,moneda,limite_credito,riesgo_cartera,riesgo_pedidos,fecha_u_compra,pts_no_factura,empresa_id,moneda_id,subcta_id,name
1,4310082,1,,9,0.00000,1560.43000,137.22000,,0.00000,1,9,1_4310082,1_4310082_9
1,4301454,1,,9,0.00000,1560.43000,137.22000,2004-01-27,0.00000,1,9,1_4301454,1_4301454_9
1,4301755,1,,9,2999.00000,1560.43000,137.22000,2015-06-17,0.00000,1,9,1_4301755,1_4301755_9
1,4300290,1,,9,0.00000,1560.43000,137.22000,2005-06-28,0.00000,1,9,1_4300290,1_4300290_9
1,4301860,1,,9,2999.00000,1560.43000,137.22000,2022-05-06,0.00000,1,9,1_4301860,1_4301860_9
1,4100524,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4100524,1_4100524_9
1,4100010,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4100010,1_4100010_9
1,4000100,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4000100,1_4000100_9
1,4100783,1,,9,3000.00000,0.00000,0.00000,,0.00000,1,9,1_4100783,1_4100783_9
1,4100992,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4100992,1_4100992_9
1,4101001,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4101001,1_4101001_9
1,4100995,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4100995,1_4100995_9
1,4101006,1,,9,0.00000,26.62000,0.00000,,0.00000,1,9,1_4101006,1_4101006_9
1,4100998,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4100998,1_4100998_9
1,4301893,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4301893,1_4301893_9
1,4301251,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301251,1_4301251_1
1,4100991,1,,9,0.00000,175.33000,0.00000,,0.00000,1,9,1_4100991,1_4100991_9
1,4000657,1,,0,0.00000,0.00000,0.00000,,0.00000,1,0,1_4000657,1_4000657_0
1,4000664,1,,0,0.00000,0.00000,0.00000,,0.00000,1,0,1_4000664,1_4000664_0
1,4300076,1,,0,0.00000,0.00000,0.00000,,0.00000,1,0,1_4300076,1_4300076_0
1,4310016,1,,0,0.00000,0.00000,0.00000,,0.00000,1,0,1_4310016,1_4310016_0
1,4310012,1,,0,0.00000,0.00000,0.00000,,0.00000,1,0,1_4310012,1_4310012_0
1,4300212,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300212,1_4300212_1
1,4300720,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300720,1_4300720_1
1,4300790,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300790,1_4300790_1
1,4300728,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300728,1_4300728_1
1,4000689,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4000689,1_4000689_9
1,4300019,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300019,1_4300019_1
1,4301054,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301054,1_4301054_1
1,4000549,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4000549,1_4000549_9
1,4301182,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301182,1_4301182_1
1,4000748,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4000748,1_4000748_9
1,4100244,1,,9,0.00000,0.00000,0.00000,,0.00000,1,9,1_4100244,1_4100244_9
1,4300725,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300725,1_4300725_1
1,4300040,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300040,1_4300040_1
1,4301260,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301260,1_4301260_1
1,4301254,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301254,1_4301254_1
1,4301275,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301275,1_4301275_1
1,4301238,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301238,1_4301238_1
1,4300932,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300932,1_4300932_1
1,4300871,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300871,1_4300871_1
1,4301004,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301004,1_4301004_1
1,4300670,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300670,1_4300670_1
1,4300856,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300856,1_4300856_1
1,4301140,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301140,1_4301140_1
1,4301361,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301361,1_4301361_1
1,4301394,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301394,1_4301394_1
1,4300596,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300596,1_4300596_1
1,4301216,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301216,1_4301216_1
1,4301389,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301389,1_4301389_1
1,4301202,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301202,1_4301202_1
1,4301377,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301377,1_4301377_1
1,4301152,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301152,1_4301152_1
1,4301367,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301367,1_4301367_1
1,4301391,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301391,1_4301391_1
1,4301271,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301271,1_4301271_1
1,4301289,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301289,1_4301289_1
1,4301363,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301363,1_4301363_1
1,4300006,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300006,1_4300006_1
1,4301292,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301292,1_4301292_1
1,4301231,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301231,1_4301231_1
1,4300637,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300637,1_4300637_1
1,4301169,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301169,1_4301169_1
1,4301379,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301379,1_4301379_1
1,4300342,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300342,1_4300342_1
1,4301396,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301396,1_4301396_1
1,4301388,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301388,1_4301388_1
1,4301115,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301115,1_4301115_1
1,4301256,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301256,1_4301256_1
1,4301136,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301136,1_4301136_1
1,4300983,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300983,1_4300983_1
1,4300802,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300802,1_4300802_1
1,4301258,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301258,1_4301258_1
1,4302037,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4302037,1_4302037_1
1,4300054,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300054,1_4300054_1
1,4300331,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300331,1_4300331_1
1,4301007,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301007,1_4301007_1
1,4301401,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301401,1_4301401_1
1,4300049,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4300049,1_4300049_1
1,4301265,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301265,1_4301265_1
1,4301405,1,,1,0.00000,0.00000,0.00000,,0.00000,1,1,1_4301405,1_4301405_1
