empresa,ejercicio,tipo_movimiento,pedido,linea_pedido,clv_ped,fecha_servicio,articulo,acumula,cantidad,bultos,cantidad_s,bultos_s,precio,precio_iva,tipo_precio,descuento_1,descuento_2,descuento_3,comision_1,comision_2,comision_3,tipo_iva,variante,iva,recargo_e,precio_coste,pts_kl,aplic_pt_kl,total_linea,total_linea_base,total_linea_euro,moneda,cambio,cambio_euro,almacen,subcta,linea_producto,clv_sub,fecha_documento,presupuesto,linea_presupuesto,triangulado,lote_interno,od_linea,codexpe,campo1,campo2,porcentaje,eur_kg,empresa_id,moneda_id,almacen_id,pedido_id,name
1,2023,PV,23000139,2,,2023-03-10,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-03-01,,,,,2,,,,,,1,9,1_1,1_1_PV_23000139,1_1_PV_23000139_2
1,2023,PC,23000088,1,,,.PANT,1,10.000,0.000,10.000,0.000,19.32000,19.32000,1,25.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,19.32000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000508,1,,2023-02-27,,,,,1,,,,,,1,9,1_1,1_1_PC_23000088,1_1_PC_23000088_1
1,2023,PV,23000140,2,,2023-03-09,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-03-01,,,,,2,,,,,,1,9,1_1,1_1_PV_23000140,1_1_PV_23000140_2
1,2023,PC,23000071,2,,2023-02-28,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000401,1,,2023-02-14,,,,,2,,,,,,1,9,1_1,1_1_PC_23000071,1_1_PC_23000071_2
1,2023,PV,23000100,2,,2023-03-10,..12/70233,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300013,1,,2023-02-13,,,,,3,,,,,,1,9,1_1,1_1_PV_23000100,1_1_PV_23000100_2
1,2023,PC,23000091,2,,2023-03-06,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000719,1,,2023-03-01,,,,,2,,,,,,1,9,1_1,1_1_PC_23000091,1_1_PC_23000091_2
1,2023,PV,23000020,2,,2023-01-30,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301630,1,,2023-01-11,,,,,2,,,,,,1,9,1_1,1_1_PV_23000020,1_1_PV_23000020_2
1,2023,PC,23000015,2,,2023-01-17,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000751,1,,2023-01-10,,,,,2,,,,,,1,9,1_1,1_1_PC_23000015,1_1_PC_23000015_2
1,2023,PV,23000083,2,,2023-02-23,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301507,1,,2023-02-06,,,,,2,,,,,,1,9,1_1,1_1_PV_23000083,1_1_PV_23000083_2
1,2023,PV,23000034,1,,2023-02-08,01/10303,1,1.000,0.000,1.000,0.000,2375.00000,2375.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300013,1,,2023-01-18,,,,,1,,,,,,1,9,1_1,1_1_PV_23000034,1_1_PV_23000034_1
1,2023,PC,23000031,2,,2023-01-26,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000607,1,,2023-01-23,,,,,2,,,,,,1,9,1_1,1_1_PC_23000031,1_1_PC_23000031_2
1,2023,PC,23000088,2,,,.CAMI,1,5.000,0.000,5.000,0.000,4.66000,4.66000,1,25.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,4.66000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000508,1,,2023-02-27,,,,,2,,,,,,1,9,1_1,1_1_PC_23000088,1_1_PC_23000088_2
1,2023,PV,23000002,3,,2023-01-20,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301733,1,,2023-01-02,,,,,3,,,,,,1,9,1_1,1_1_PV_23000002,1_1_PV_23000002_3
1,2023,PV,23000002,4,,2023-01-20,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301733,1,,2023-01-02,,,,,4,,,,,,1,9,1_1,1_1_PV_23000002,1_1_PV_23000002_4
1,2023,PV,23000005,2,,2023-01-16,..03/2321080,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300852,1,,2023-01-03,,,,,2,,,,,,1,9,1_1,1_1_PV_23000005,1_1_PV_23000005_2
1,2023,PC,23000088,3,,,.CAMIL,1,10.000,0.000,10.000,0.000,7.54000,7.54000,1,25.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,7.54000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000508,1,,2023-02-27,,,,,3,,,,,,1,9,1_1,1_1_PC_23000088,1_1_PC_23000088_3
1,2023,PV,23000248,2,,2023-05-11,..12/00104,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300254,1,,2023-04-24,,,,,3,,,,,,1,9,1_1,1_1_PV_23000248,1_1_PV_23000248_2
1,2023,PV,23000042,2,,2023-01-27,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301865,1,,2023-01-19,,,,,2,,,,,,1,9,1_1,1_1_PV_23000042,1_1_PV_23000042_2
1,2023,PC,23000088,4,,,.SUDA,1,7.000,0.000,7.000,0.000,24.08000,24.08000,1,25.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,24.08000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000508,1,,2023-02-27,,,,,4,,,,,,1,9,1_1,1_1_PC_23000088,1_1_PC_23000088_4
1,2023,PC,23000057,2,,2023-02-16,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000479,1,,2023-02-07,,,,,2,,,,,,1,9,1_1,1_1_PC_23000057,1_1_PC_23000057_2
1,2023,PC,23000088,5,,,.SUDAE,1,1.000,0.000,1.000,0.000,27.34000,27.34000,1,25.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,27.34000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000508,1,,2023-02-27,,,,,5,,,,,,1,9,1_1,1_1_PC_23000088,1_1_PC_23000088_5
1,2023,PV,23000042,4,,2023-01-27,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301865,1,,2023-01-19,,,,,4,,,,,,1,9,1_1,1_1_PV_23000042,1_1_PV_23000042_4
1,2023,PC,23000067,2,,2023-02-17,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000664,1,,2023-02-13,,,,,2,,,,,,1,9,1_1,1_1_PC_23000067,1_1_PC_23000067_2
1,2023,PC,23000140,2,,2023-04-13,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000428,1,,2023-04-05,,,,,2,,,,,,1,9,1_1,1_1_PC_23000140,1_1_PC_23000140_2
1,2023,PC,23000140,3,,2023-04-13,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000428,1,,2023-04-05,,,,,3,,,,,,1,9,1_1,1_1_PC_23000140,1_1_PC_23000140_3
1,2023,PV,23000103,2,,2023-02-20,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-02-14,,,,,2,,,,,,1,9,1_1,1_1_PV_23000103,1_1_PV_23000103_2
1,2023,PV,23000154,3,,2023-03-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300160,1,,2023-03-09,,,,,4,,,,,,1,9,1_1,1_1_PV_23000154,1_1_PV_23000154_3
1,2023,PC,23000143,2,,2023-05-10,..03/00311M,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000066,1,,2023-04-13,,,,,2,,,,,,1,9,1_1,1_1_PC_23000143,1_1_PC_23000143_2
1,2023,PV,23000689,3,,2024-01-16,02/10903,1,4.000,0.000,4.000,0.000,123.00000,123.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301851,1,,2023-12-19,,,,,3,,,,,,1,9,1_1,1_1_PV_23000689,1_1_PV_23000689_3
1,2023,PV,23000279,3,,2023-06-08,..03/2231048,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300718,1,,2023-05-10,,,,,3,,,,,,1,9,1_1,1_1_PV_23000279,1_1_PV_23000279_3
1,2023,PV,23000496,2,,2023-10-17,..02/07871,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301851,1,,2023-09-15,,,,,2,,,,,,1,9,1_1,1_1_PV_23000496,1_1_PV_23000496_2
1,2023,PV,23000465,1,,2023-09-08,12/70065,1,5.000,0.000,5.000,0.000,78.05000,78.05000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300619,1,,2023-09-04,,,,,1,,,,,,1,9,1_1,1_1_PV_23000465,1_1_PV_23000465_1
1,2023,PV,23000224,2,,2023-05-17,..03/00311,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300048,1,,2023-04-13,,,,,2,,,,,,1,9,1_1,1_1_PV_23000224,1_1_PV_23000224_2
1,2023,PV,23000024,2,,2023-01-24,..12/422512,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300085,1,,2023-01-12,,,,,2,,,,,,1,9,1_1,1_1_PV_23000024,1_1_PV_23000024_2
1,2023,PV,23000088,2,,2023-03-10,..03/5531070,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300052,1,,2023-02-07,,,,,2,,,,,,1,9,1_1,1_1_PV_23000088,1_1_PV_23000088_2
1,2023,PV,23000380,2,,2023-06-27,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-06-20,,,,,2,,,,,,1,9,1_1,1_1_PV_23000380,1_1_PV_23000380_2
1,2023,PV,23000663,1,,2024-01-10,02/10881A,1,6.000,0.000,6.000,0.000,915.00000,915.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,304.82830,,0,0.00000,0.00000,,9,1.000000,,1,4301244,1,,2023-12-11,,,,,1,,,,,,1,9,1_1,1_1_PV_23000663,1_1_PV_23000663_1
1,2023,PC,23000188,1,,2023-06-01,01/040031010,1,20.000,0.000,20.000,0.000,28.78000,28.78000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,34.00000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000163,1,,2023-05-25,,,,,1,,,,,,1,9,1_1,1_1_PC_23000188,1_1_PC_23000188_1
1,2023,PV,23000233,2,,2023-04-27,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301853,1,,2023-04-17,,,,,2,,,,,,1,9,1_1,1_1_PV_23000233,1_1_PV_23000233_2
1,2023,PV,23000440,1,,2023-09-20,02/10877,1,1.000,0.000,1.000,0.000,1566.00000,1566.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301718,1,,2023-07-26,,,,,1,,,,,,1,9,1_1,1_1_PV_23000440,1_1_PV_23000440_1
1,2023,PV,23000479,1,,2023-09-15,03/1531070,1,1.000,0.000,1.000,0.000,139.05000,139.05000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,39.18142,,0,0.00000,0.00000,,9,1.000000,,1,4300160,1,,2023-09-07,,,,,1,,,,,,1,9,1_1,1_1_PV_23000479,1_1_PV_23000479_1
1,2023,PV,23000081,2,,2023-02-21,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301173,1,,2023-01-27,,,,,2,,,,,,1,9,1_1,1_1_PV_23000081,1_1_PV_23000081_2
1,2023,PV,23000471,1,,2023-09-15,02/10817C01,1,18.000,0.000,18.000,0.000,0.00000,0.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,10.96890,,0,0.00000,0.00000,,9,1.000000,,1,4300617,1,,2023-09-05,,,,,1,,,,,,1,9,1_1,1_1_PV_23000471,1_1_PV_23000471_1
1,2023,PV,23000548,4,,2023-11-10,12/50135,1,1.000,0.000,1.000,0.000,98.70000,98.70000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4300718,1,,2023-10-09,,,,,4,,,,,,1,9,1_1,1_1_PV_23000548,1_1_PV_23000548_4
1,2023,PV,23000233,1,,2023-04-27,55/10063MPA,1,76.000,0.000,76.000,0.000,4.99000,4.99000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,,0,0.00000,0.00000,,9,1.000000,,1,4301853,1,,2023-04-17,,,,,1,,,,,,1,9,1_1,1_1_PV_23000233,1_1_PV_23000233_1
1,2023,PV,23000088,3,,2023-03-10,..03/5531070,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300052,1,,2023-02-07,,,,,3,,,,,,1,9,1_1,1_1_PV_23000088,1_1_PV_23000088_3
1,2023,PC,23000332,1,,2023-11-03,01/040031010,1,10.000,0.000,10.000,0.000,30.32000,30.32000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,28.78000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000163,1,,2023-10-20,,,,,1,,,,,,1,9,1_1,1_1_PC_23000332,1_1_PC_23000332_1
1,2023,PC,23000156,2,,2023-05-05,..12/80934,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000038,1,,2023-04-24,,,,,2,,,,,,1,9,1_1,1_1_PC_23000156,1_1_PC_23000156_2
1,2023,PV,23000114,2,,2023-02-24,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301206,1,,2023-02-21,,,,,2,,,,,,1,9,1_1,1_1_PV_23000114,1_1_PV_23000114_2
1,2023,PC,23000268,2,,2023-08-01,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000607,1,,2023-07-31,,,,,2,,,,,,1,9,1_1,1_1_PC_23000268,1_1_PC_23000268_2
1,2023,PV,23000030,2,,2023-01-23,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-01-16,,,,,2,,,,,,1,9,1_1,1_1_PV_23000030,1_1_PV_23000030_2
1,2023,PV,23000030,3,,2023-01-23,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-01-16,,,,,3,,,,,,1,9,1_1,1_1_PV_23000030,1_1_PV_23000030_3
1,2023,PC,23000328,2,,2023-10-27,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000642,1,,2023-10-18,,,,,2,,,,,,1,9,1_1,1_1_PC_23000328,1_1_PC_23000328_2
1,2023,PC,23000311,3,,2023-10-05,01/047900001,1,1.000,0.000,1.000,0.000,60.00000,60.00000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000479,1,,2023-10-03,,,,,3,,,,,,1,9,1_1,1_1_PC_23000311,1_1_PC_23000311_3
1,2023,PC,23000131,2,,2023-04-20,..03/0040601,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000066,1,,2023-03-29,,,,,2,,,,,,1,9,1_1,1_1_PC_23000131,1_1_PC_23000131_2
1,2023,PV,23000319,2,,2023-06-02,..01/08265,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300228,1,,2023-05-25,,,,,2,,,,,,1,9,1_1,1_1_PV_23000319,1_1_PV_23000319_2
1,2023,PV,23000581,2,,2023-11-08,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-10-25,,,,,2,,,,,,1,9,1_1,1_1_PV_23000581,1_1_PV_23000581_2
1,2023,PC,23000222,2,,2023-07-13,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000728,1,,2023-06-19,,,,,10,,,,,,1,9,1_1,1_1_PC_23000222,1_1_PC_23000222_2
1,2023,PC,23000143,3,,2023-05-10,..03/00311M,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000066,1,,2023-04-13,,,,,3,,,,,,1,9,1_1,1_1_PC_23000143,1_1_PC_23000143_3
1,2023,PV,23000583,2,,2023-11-10,..03/6423120,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300160,1,,2023-10-26,,,,,2,,,,,,1,9,1_1,1_1_PV_23000583,1_1_PV_23000583_2
1,2023,PC,23000080,2,,2023-03-01,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000728,1,,2023-02-22,,,,,4,,,,,,1,9,1_1,1_1_PC_23000080,1_1_PC_23000080_2
1,2023,PC,23000081,1,,2023-02-27,.51/9,1,10.000,0.000,10.000,0.000,4.02000,4.02000,1,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,4.02000,0.00000,0,0.00000,0.00000,,9,1.000000,,1,4000409,1,,2023-02-22,,,,,1,,,,,,1,9,1_1,1_1_PC_23000081,1_1_PC_23000081_1
1,2023,PC,23000072,2,,2023-02-22,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000786,1,,2023-02-15,,,,,2,,,,,,1,9,1_1,1_1_PC_23000072,1_1_PC_23000072_2
1,2023,PV,23000038,2,,2023-01-26,..03/6221065,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300545,1,,2023-01-19,,,,,2,,,,,,1,9,1_1,1_1_PV_23000038,1_1_PV_23000038_2
1,2023,PV,23000565,2,,2023-11-07,..02/10885,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300758,1,,2023-10-17,,,,,2,,,,,,1,9,1_1,1_1_PV_23000565,1_1_PV_23000565_2
1,2023,PV,23000684,3,,2023-12-19,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301286,1,,2023-12-18,,,,,3,,,,,,1,9,1_1,1_1_PV_23000684,1_1_PV_23000684_3
1,2023,PC,23000275,2,,2023-09-25,..03/00377,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000066,1,,2023-09-06,,,,,2,,,,,,1,9,1_1,1_1_PC_23000275,1_1_PC_23000275_2
1,2023,PV,23000099,3,,2023-02-17,55/62510A,1,36.000,0.000,36.000,0.000,19.00000,19.00000,0,0.00,0.00,0.00,0.00,0.00,0.00,1,STAND,21.00,0.00,11.66071,,0,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-02-10,,,,,3,,,,,,1,9,1_1,1_1_PV_23000099,1_1_PV_23000099_3
1,2023,PV,23000195,2,,2023-03-31,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-03-24,,,,,2,,,,,,1,9,1_1,1_1_PV_23000195,1_1_PV_23000195_2
1,2023,PV,23000056,2,,2023-02-03,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301677,1,,2023-01-24,,,,,2,,,,,,1,9,1_1,1_1_PV_23000056,1_1_PV_23000056_2
1,2023,PV,23000100,3,,2023-03-10,..12/70233,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300013,1,,2023-02-13,,,,,4,,,,,,1,9,1_1,1_1_PV_23000100,1_1_PV_23000100_3
1,2023,PV,23000002,2,,2023-01-20,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301733,1,,2023-01-02,,,,,2,,,,,,1,9,1_1,1_1_PV_23000002,1_1_PV_23000002_2
1,2023,PV,23000006,2,,2023-01-13,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300012,1,,2023-01-03,,,,,2,,,,,,1,9,1_1,1_1_PV_23000006,1_1_PV_23000006_2
1,2023,PC,23000160,2,,2023-05-15,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,0.00000,,0.00000,0.00000,,9,1.000000,,1,4000604,1,,2023-05-03,,,,,2,,,,,,1,9,1_1,1_1_PC_23000160,1_1_PC_23000160_2
1,2023,PV,23000099,10,,2023-02-17,..,1,1.000,1.000,1.000,1.000,0.00000,0.00000,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4300357,1,,2023-02-10,,,,,10,,,,,,1,9,1_1,1_1_PV_23000099,1_1_PV_23000099_10
1,2023,PV,23000563,2,,2023-10-19,..12/00111,1,1.000,1.000,1.000,1.000,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,STAND,0.00,0.00,0.00000,,,0.00000,0.00000,,9,1.000000,,1,4301507,1,,2023-10-17,,,,,2,,,,,,1,9,1_1,1_1_PV_23000563,1_1_PV_23000563_2
