empresa,tpv,titulo,tras_contab,tras_tiquet,tras_cobros,agrupar,impresora_1,impresora_2,impresora_3,impresora_4,moneda,empresa_id,name
1,1,GESTION VENTAS,1,0,1,0,1,,,,9,1,1_1
