empresa,ejercicio,documento,tipo_doc,almacen,orden,c1,c2,c3,facturado,empresa_id,almacen_id,documento_id,name
1,2023,23000038,PC,1,2,,,,0,1,1_1,1_1_PC_23000038_2,1_1_PC_23000038_2
1,2023,23000038,PC,1,3,,,,0,1,1_1,1_1_PC_23000038_3,1_1_PC_23000038_3
1,2023,23000038,PC,1,4,,,,0,1,1_1,1_1_PC_23000038_4,1_1_PC_23000038_4
1,2023,23000038,PC,1,5,,,,0,1,1_1,1_1_PC_23000038_5,1_1_PC_23000038_5
1,2023,23000038,PC,1,6,,,,0,1,1_1,1_1_PC_23000038_6,1_1_PC_23000038_6
1,2023,23000049,PC,1,10,,,,0,1,1_1,1_1_PC_23000049_10,1_1_PC_23000049_10
1,2023,23000049,PC,1,11,,,,0,1,1_1,1_1_PC_23000049_11,1_1_PC_23000049_11
1,2023,23000051,PC,1,1,,,,0,1,1_1,1_1_PC_23000051_1,1_1_PC_23000051_1
1,2023,23000064,PC,1,1,,,,0,1,1_1,1_1_PC_23000064_1,1_1_PC_23000064_1
1,2023,23000064,PC,1,2,,,,0,1,1_1,1_1_PC_23000064_2,1_1_PC_23000064_2
1,2023,23000064,PC,1,3,,,,0,1,1_1,1_1_PC_23000064_3,1_1_PC_23000064_3
1,2023,23000064,PC,1,4,,,,0,1,1_1,1_1_PC_23000064_4,1_1_PC_23000064_4
1,2023,23000064,PC,1,5,,,,0,1,1_1,1_1_PC_23000064_5,1_1_PC_23000064_5
1,2023,23000064,PC,1,6,,,,0,1,1_1,1_1_PC_23000064_6,1_1_PC_23000064_6
1,2023,23000064,PC,1,7,,,,0,1,1_1,1_1_PC_23000064_7,1_1_PC_23000064_7
1,2023,23000065,PC,1,1,,,,0,1,1_1,1_1_PC_23000065_1,1_1_PC_23000065_1
1,2023,23000065,PC,1,2,,,,0,1,1_1,1_1_PC_23000065_2,1_1_PC_23000065_2
1,2023,23000065,PC,1,3,,,,0,1,1_1,1_1_PC_23000065_3,1_1_PC_23000065_3
1,2023,23000067,PC,1,2,,,,0,1,1_1,1_1_PC_23000067_2,1_1_PC_23000067_2
1,2023,23000057,PC,1,1,,,,0,1,1_1,1_1_PC_23000057_1,1_1_PC_23000057_1
1,2023,23000057,PC,1,2,,,,0,1,1_1,1_1_PC_23000057_2,1_1_PC_23000057_2
1,2023,23000057,PC,1,3,,,,0,1,1_1,1_1_PC_23000057_3,1_1_PC_23000057_3
1,2023,23000116,PC,1,2,,,,0,1,1_1,1_1_PC_23000116_2,1_1_PC_23000116_2
1,2023,23000069,PC,1,1,,,,0,1,1_1,1_1_PC_23000069_1,1_1_PC_23000069_1
1,2023,23000029,PC,1,1,,,,0,1,1_1,1_1_PC_23000029_1,1_1_PC_23000029_1
1,2023,23000070,PC,1,1,,,,0,1,1_1,1_1_PC_23000070_1,1_1_PC_23000070_1
1,2023,23000072,PC,1,1,,,,0,1,1_1,1_1_PC_23000072_1,1_1_PC_23000072_1
1,2023,23000072,PC,1,2,,,,0,1,1_1,1_1_PC_23000072_2,1_1_PC_23000072_2
1,2023,23000072,PC,1,3,,,,0,1,1_1,1_1_PC_23000072_3,1_1_PC_23000072_3
1,2023,23000072,PC,1,4,,,,0,1,1_1,1_1_PC_23000072_4,1_1_PC_23000072_4
1,2023,23000056,PC,1,1,,,,0,1,1_1,1_1_PC_23000056_1,1_1_PC_23000056_1
1,2023,23000056,PC,1,2,,,,0,1,1_1,1_1_PC_23000056_2,1_1_PC_23000056_2
1,2023,23000056,PC,1,3,,,,0,1,1_1,1_1_PC_23000056_3,1_1_PC_23000056_3
1,2023,23000056,PC,1,4,,,,0,1,1_1,1_1_PC_23000056_4,1_1_PC_23000056_4
1,2023,23000056,PC,1,5,,,,0,1,1_1,1_1_PC_23000056_5,1_1_PC_23000056_5
1,2023,23000073,PC,1,1,,,,0,1,1_1,1_1_PC_23000073_1,1_1_PC_23000073_1
1,2023,23000073,PC,1,2,,,,0,1,1_1,1_1_PC_23000073_2,1_1_PC_23000073_2
1,2023,23000116,PC,1,3,,,,0,1,1_1,1_1_PC_23000116_3,1_1_PC_23000116_3
1,2023,23000117,PC,1,1,,,,0,1,1_1,1_1_PC_23000117_1,1_1_PC_23000117_1
1,2023,23000094,PC,1,2,,,,0,1,1_1,1_1_PC_23000094_2,1_1_PC_23000094_2
1,2023,23000075,PC,1,1,,,,0,1,1_1,1_1_PC_23000075_1,1_1_PC_23000075_1
1,2023,23000076,PC,1,1,,,,0,1,1_1,1_1_PC_23000076_1,1_1_PC_23000076_1
1,2023,23000076,PC,1,2,,,,0,1,1_1,1_1_PC_23000076_2,1_1_PC_23000076_2
1,2023,23000077,PC,1,1,,,,0,1,1_1,1_1_PC_23000077_1,1_1_PC_23000077_1
1,2023,23000077,PC,1,2,,,,0,1,1_1,1_1_PC_23000077_2,1_1_PC_23000077_2
1,2023,23000055,PC,1,1,,,,0,1,1_1,1_1_PC_23000055_1,1_1_PC_23000055_1
1,2023,23000055,PC,1,2,,,,0,1,1_1,1_1_PC_23000055_2,1_1_PC_23000055_2
1,2023,23000055,PC,1,3,,,,0,1,1_1,1_1_PC_23000055_3,1_1_PC_23000055_3
1,2023,23000055,PC,1,4,,,,0,1,1_1,1_1_PC_23000055_4,1_1_PC_23000055_4
