codigo,marca,matricula,chofer,fecha_alta,fecha_baja,km_inicio,fecha_ult_itv,fecha_prox_itv,fecha_ult_matp,fecha_prox_matp,name
10,RENAULT,B5058LK,1,1994-10-11,,10256,1925-10-12,1996-10-12,1994-10-10,1995-10-10,10
