empresa,ejercicio,almacen,fecha_sf,fecha_ef,documento_sf,documento_ef,lote,subcta_c,subcta_s,pedido,linea_pedido,articulo,cantidad_sf,cantidad_ef,observaciones,n_traspaso,estado,of_original,empresa_id,almacen_id,ejercicio_id,name
1,2023,1,2023-02-13,2023-02-14,3272,3272,,4300357,,23000099,,02/09847,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3272
1,2023,1,2023-01-25,2023-01-31,3198,3198,,4300357,,23000058,,01/10318,16.000,16.000,,,1,,1,1_1,1_2023,1_2023_1_3198
1,2023,1,2023-01-25,2023-01-31,3200,3200,,4300357,,23000058,,02/10855,25.000,25.000,,,1,,1,1_1,1_2023,1_2023_1_3200
1,2023,1,2023-01-25,2023-01-31,3201,3201,,4300357,,23000058,,02/10856,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3201
1,2023,1,2023-01-30,2023-02-08,3213,3213,,4300617,,23000065,,02/10018B03,1546.000,1546.000,,,1,,1,1_1,1_2023,1_2023_1_3213
1,2023,1,2023-01-25,2023-01-31,3202,3202,,4300357,,23000058,,01/10319,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3202
1,2023,1,2023-01-30,2023-02-09,3211,3211,,4300617,,23000065,,02/10018B,10.000,10.000,,,1,,1,1_1,1_2023,1_2023_1_3211
1,2023,1,2023-01-30,2023-02-08,3212,3212,,4300617,,23000065,,02/10018B02,1534.000,1534.000,,,1,,1,1_1,1_2023,1_2023_1_3212
1,2023,1,2023-02-09,2023-02-15,3267,3267,,4301522,,23000092,,04/34202,142.000,142.000,,,1,,1,1_1,1_2023,1_2023_1_3267
1,2023,1,2023-02-06,2023-02-08,3252,3252,,4301816,,23000084,,02/10858,15.000,15.000,,,1,,1,1_1,1_2023,1_2023_1_3252
1,2023,1,2023-02-03,2023-02-09,3245,3245,,4301557,,23000080,,02/09857AR,7.000,7.000,,,1,,1,1_1,1_2023,1_2023_1_3245
1,2023,1,2023-01-30,2023-01-31,3209,3209,,4309999,,0,,02/10624,127.000,127.000,,,1,,1,1_1,1_2023,1_2023_1_3209
1,2023,1,2023-01-12,2023-02-06,3147,3147,,4301630,,23000020,,01/10314A,3.000,3.000,,,1,,1,1_1,1_2023,1_2023_1_3147
1,2023,1,2023-01-30,2023-01-31,3210,3210,,4309999,,0,,02/10278,101.000,101.000,,,1,,1,1_1,1_2023,1_2023_1_3210
1,2023,1,2023-02-09,2023-02-09,3265,3265,,4301505,,23000085,,02/10857,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3265
1,2023,1,2023-02-01,2023-02-13,3233,3233,,4300617,,0,,02/10166B,67.000,67.000,,,1,,1,1_1,1_2023,1_2023_1_3233
1,2023,1,2023-02-09,2023-02-09,3268,3268,,4300145,,23000098,,55/32506MP,10.250,10.250,,,1,,1,1_1,1_2023,1_2023_1_3268
1,2023,1,2023-02-13,2023-02-14,3273,3273,,4300357,,23000099,,02/09847A,12.000,12.000,,,1,,1,1_1,1_2023,1_2023_1_3273
1,2023,1,2023-01-19,2023-01-31,3179,3179,,4300267,,0,,02/07878,288.000,288.000,,,1,,1,1_1,1_2023,1_2023_1_3179
1,2023,1,2023-01-19,2023-01-31,3180,3180,,4300267,,0,,02/07879A,32.000,32.000,,,1,,1,1_1,1_2023,1_2023_1_3180
1,2023,1,2023-01-19,2023-01-31,3181,3181,,4300267,,0,,02/07880A,32.000,32.000,,,1,,1,1_1,1_2023,1_2023_1_3181
1,2023,1,2023-02-03,2023-02-21,3243,3243,,4300267,,0,,02/07879A,16.000,16.000,,,1,,1,1_1,1_2023,1_2023_1_3243
1,2023,1,2023-02-02,2023-02-06,3238,3238,,4300357,,0,,01/09700,22.000,22.000,,,1,,1,1_1,1_2023,1_2023_1_3238
1,2023,1,2023-01-27,2023-02-13,3205,3205,,4301857,,23000063,,01/10317,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3205
1,2023,1,2023-02-02,2023-02-06,3239,3239,,4300357,,0,,01/09691,17.000,17.000,,,1,,1,1_1,1_2023,1_2023_1_3239
1,2023,1,2023-01-30,2023-02-16,3216,3216,,4300617,,23000065,,02/1059303,70.000,70.000,,,1,,1,1_1,1_2023,1_2023_1_3216
1,2023,1,2023-01-30,2023-02-16,3215,3215,,4300617,,23000065,,02/10593,10.000,10.000,,,1,,1,1_1,1_2023,1_2023_1_3215
1,2023,1,2023-02-01,2023-02-16,3237,3237,,4300871,,23000074,,11/11009,607.000,607.000,,,1,,1,1_1,1_2023,1_2023_1_3237
1,2023,1,2023-02-03,2023-02-20,3241,3241,,4300267,,0,,02/08686,8226.000,8226.000,,,1,,1,1_1,1_2023,1_2023_1_3241
1,2023,1,2023-02-13,2023-02-20,3271,3271,,4300357,,23000099,,01/09700,17.000,17.000,,,1,,1,1_1,1_2023,1_2023_1_3271
1,2023,1,2023-02-08,2023-02-16,3263,3263,,4301862,,23000089,,02/10859,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3263
1,2023,1,2023-02-03,2023-02-08,3249,3249,,4301557,,23000080,,02/10093R,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3249
1,2023,1,2023-02-03,2023-02-08,3246,3246,,4301557,,23000080,,02/10046ER,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3246
1,2023,1,2023-02-03,2023-02-21,3244,3244,,4300267,,0,,02/07880A,16.000,16.000,,,1,,1,1_1,1_2023,1_2023_1_3244
1,2023,1,2023-02-03,2023-02-08,3247,3247,,4301557,,23000080,,02/10521AR,9.000,9.000,,,1,,1,1_1,1_2023,1_2023_1_3247
1,2023,1,2023-01-01,2023-01-17,3070,3070,,4300267,,22000651,,02/0900201,36.000,36.000,,,1,,1,1_1,1_2023,1_2023_1_3070
1,2023,1,2023-02-03,2023-02-08,3250,3250,,4301557,,23000080,,02/10384R,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3250
1,2023,1,2023-02-06,2023-02-21,3255,3255,,4301557,,23000086,,02/10384,50.000,50.000,,,1,,1,1_1,1_2023,1_2023_1_3255
1,2023,1,2023-02-14,2023-02-16,3275,3275,,4300012,,23000103,,03/10000,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3275
1,2023,1,2023-02-22,2023-02-24,3293,3293,,4301764,,23000116,,10/00369,5.000,5.000,,,1,,1,1_1,1_2023,1_2023_1_3293
1,2023,1,2023-02-16,2023-02-20,3277,3277,,4300617,,23000109,,02/08437,131.000,131.000,,,1,,1,1_1,1_2023,1_2023_1_3277
1,2023,1,2023-02-22,2023-02-28,3296,3296,,4301848,,23000111,,01/10327,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3296
1,2023,1,2023-02-22,2023-02-28,3295,3295,,4300240,,23000119,,04/024000203,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3295
1,2023,1,2023-02-03,2023-02-08,3248,3248,,4301557,,23000080,,02/09991AR,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3248
1,2023,1,2023-02-03,2023-02-08,3251,3251,,4301557,,23000080,,02/10722R,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3251
1,2023,1,2023-01-30,2023-02-14,3217,3217,,4300617,,23000065,,02/1059301,130.000,130.000,,,1,,1,1_1,1_2023,1_2023_1_3217
1,2023,1,2023-02-06,2023-02-14,3256,3256,,4301557,,23000086,,02/1038401,10903.000,10903.000,,,1,,1,1_1,1_2023,1_2023_1_3256
1,2023,1,2023-03-08,2023-03-09,3338,3338,,4300012,,23000148,,03/10000,5.000,5.000,,,1,,1,1_1,1_2023,1_2023_1_3338
1,2023,1,2023-01-30,2023-03-09,3226,3226,,4300617,,23000065,,02/1069902,77.000,77.000,,,1,,1,1_1,1_2023,1_2023_1_3226
1,2023,1,2023-02-07,2023-02-14,3262,3262,,4301862,,23000089,,02/10846R,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3262
1,2023,1,2023-01-30,2023-02-16,3219,3219,,4300617,,23000065,,02/1062703,70.000,70.000,,,1,,1,1_1,1_2023,1_2023_1_3219
1,2023,1,2023-02-06,2023-02-16,3258,3258,,4301557,,23000086,,02/0973801,122.000,122.000,,,1,,1,1_1,1_2023,1_2023_1_3258
1,2023,1,2023-03-07,2023-03-20,3332,3332,,4300267,,23000150,,02/08689,16227.000,16227.000,,,1,,1,1_1,1_2023,1_2023_1_3332
1,2023,1,2023-02-06,2023-02-16,3259,3259,,4301557,,23000086,,02/0973802,182.000,182.000,,,1,,1,1_1,1_2023,1_2023_1_3259
1,2023,1,2023-02-22,2023-02-27,3298,3298,,4301723,,23000123,,02/10228,87.000,87.000,,,1,,1,1_1,1_2023,1_2023_1_3298
1,2023,1,2023-02-16,2023-02-16,3282,3282,,4301206,,23000108,,02/120600003,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3282
1,2023,1,2023-01-30,2023-03-10,3225,3225,,4300617,,23000065,,02/10699,11.000,11.000,,,1,,1,1_1,1_2023,1_2023_1_3225
1,2023,1,2023-02-16,2023-02-16,3283,3283,,4300617,,23000109,,55/00161MP,25.000,25.000,,,1,,1,1_1,1_2023,1_2023_1_3283
1,2023,1,2023-03-02,2023-03-07,3326,3326,,4301768,,23000144,,02/10861R,4.000,4.000,,,1,,1,1_1,1_2023,1_2023_1_3326
1,2023,1,2023-02-16,2023-02-16,3284,3284,,4300617,,23000109,,55/00101MP,20.000,20.000,,,1,,1,1_1,1_2023,1_2023_1_3284
1,2023,1,2023-03-29,2023-04-03,3398,3398,,4309999,,0,,10/09510,120.000,120.000,,,1,,1,1_1,1_2023,1_2023_1_3398
1,2023,1,2023-02-21,2023-02-22,3290,3290,,4301173,,23000115,,02/1057801,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3290
1,2023,1,2023-03-09,2023-03-20,3339,3339,,4300254,,23000153,,01/10241C,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3339
1,2023,1,2023-02-16,2023-02-21,3278,3278,,4300617,,23000109,,02/09701A02,276.000,276.000,,,1,,1,1_1,1_2023,1_2023_1_3278
1,2023,1,2023-02-21,2023-02-28,3289,3289,,4301848,,23000111,,01/10326,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3289
1,2023,1,2023-02-16,2023-02-21,3279,3279,,4300617,,23000109,,02/09701A03,277.000,277.000,,,1,,1,1_1,1_2023,1_2023_1_3279
1,2023,1,2023-02-21,2023-02-23,3288,3288,,4301206,,23000114,,02/120600003,71.000,71.000,,,1,,1,1_1,1_2023,1_2023_1_3288
1,2023,1,2023-02-16,2023-02-21,3280,3280,,4300617,,23000109,,02/09701A01,201.000,201.000,,,1,,1,1_1,1_2023,1_2023_1_3280
1,2023,1,2023-03-07,2023-03-21,3329,3329,,4300267,,23000150,,02/08097,288.000,288.000,,,1,,1,1_1,1_2023,1_2023_1_3329
1,2023,1,2023-02-06,2023-02-24,3253,3253,,4301557,,23000086,,02/10521A,30.000,30.000,,,1,,1,1_1,1_2023,1_2023_1_3253
1,2023,1,2023-03-07,2023-03-21,3330,3330,,4300267,,23000150,,02/08098A,32.000,32.000,,,1,,1,1_1,1_2023,1_2023_1_3330
1,2023,1,2023-03-17,2023-04-05,3359,3359,,4300871,,23000166,,11/11006,377.000,377.000,,,1,,1,1_1,1_2023,1_2023_1_3359
1,2023,1,2023-03-07,2023-03-21,3331,3331,,4300267,,23000150,,02/08099A,32.000,32.000,,,1,,1,1_1,1_2023,1_2023_1_3331
1,2023,1,2023-02-23,2023-02-24,3300,3300,,4301779,,23000124,,04/177900002D,83.000,83.000,,,1,,1,1_1,1_2023,1_2023_1_3300
1,2023,1,2023-03-01,2023-03-06,3320,3320,,4300758,,23000133,,03/0013001,37.000,37.000,,,1,,1,1_1,1_2023,1_2023_1_3320
1,2023,1,2023-02-24,2023-02-24,3303,3303,,4301682,,23000125,,02/10815R,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3303
1,2023,1,2023-02-22,2023-02-28,3291,3291,,4300617,,0,,02/1081702,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3291
1,2023,1,2023-03-17,2023-03-28,3361,3361,,4300617,,23000177,,02/107030201,356.000,356.000,,,1,,1,1_1,1_2023,1_2023_1_3361
1,2023,1,2023-02-22,2023-03-07,3294,3294,,4301030,,23000118,,01/09606,5.000,5.000,,,1,,1,1_1,1_2023,1_2023_1_3294
1,2023,1,2023-05-09,2023-05-18,3484,3484,,4309999,,0,,10/01050,175.000,175.000,,,1,,1,1_1,1_2023,1_2023_1_3484
1,2023,1,2023-03-01,2023-03-06,3319,3319,,4300267,,23000138,,02/08709,157.000,157.000,,,1,,1,1_1,1_2023,1_2023_1_3319
1,2023,1,2023-03-27,2023-05-08,3392,3392,,4300013,,23000199,,01/10152,5.000,5.000,,,1,,1,1_1,1_2023,1_2023_1_3392
1,2023,1,2023-02-28,2023-02-28,3310,3310,,4309999,,0,,.ABC03,4.000,4.000,,,1,,1,1_1,1_2023,1_2023_1_3310
1,2023,1,2023-02-22,2023-03-02,3292,3292,,4300617,,23000117,,02/10817B,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3292
1,2023,1,2023-02-28,2023-02-28,3311,3311,,4309999,,0,,04/99999,7.851,7.851,,,1,,1,1_1,1_2023,1_2023_1_3311
1,2023,1,2023-03-03,2023-03-06,3325,3325,,4300753,,23000147,,04/00752,952.000,952.000,,,1,,1,1_1,1_2023,1_2023_1_3325
1,2023,1,2023-06-19,2023-09-14,3614,3614,,4300267,,23000368,,02/07878,144.000,144.000,,,1,,1,1_1,1_2023,1_2023_1_3614
1,2023,1,2023-02-07,2023-03-06,3260,3260,,4300052,,23000088,,03/5531070,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3260
1,2023,1,2023-03-29,2023-04-05,3395,3395,,4300837,,23000201,,02/10704,218.000,218.000,,,1,,1,1_1,1_2023,1_2023_1_3395
1,2023,1,2023-02-28,2023-03-06,3309,3309,,4300758,,23000133,,03/00130,15.000,15.000,,,1,,1,1_1,1_2023,1_2023_1_3309
1,2023,1,2023-03-31,2023-04-03,3405,3405,,4301609,,23000206,,04/1609100050I,300.000,300.000,,,1,,1,1_1,1_2023,1_2023_1_3405
1,2023,1,2023-03-01,2023-03-06,3321,3321,,4300012,,23000139,,03/10000,12.000,12.000,,,1,,1,1_1,1_2023,1_2023_1_3321
1,2023,1,2023-03-29,2023-04-05,3396,3396,,4300837,,23000201,,02/10676,214.000,214.000,,,1,,1,1_1,1_2023,1_2023_1_3396
1,2023,1,2023-01-19,2023-03-02,3185,3185,,4301797,,23000044,,01/10304R,10.000,10.000,,,1,,1,1_1,1_2023,1_2023_1_3185
1,2023,1,2023-02-09,2023-03-01,3266,3266,,4301505,,23000085,,02/10860,20.000,20.000,,,1,,1,1_1,1_2023,1_2023_1_3266
1,2023,1,2023-02-20,2023-03-01,3286,3286,,4300210,,23000112,,01/09621,4.000,4.000,,,1,,1,1_1,1_2023,1_2023_1_3286
1,2023,1,2023-02-07,2023-03-02,3261,3261,,4300052,,23000088,,13/10108,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3261
1,2023,1,2023-02-20,2023-03-01,3287,3287,,4300210,,23000112,,01/09611R,10.000,10.000,,,1,,1,1_1,1_2023,1_2023_1_3287
1,2023,1,2023-02-28,2023-03-24,3308,3308,,4300758,,23000133,,03/00205,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3308
1,2023,1,2023-03-17,2023-04-19,3364,3364,,4309999,,0,,13/10022,24.000,24.000,,,1,,1,1_1,1_2023,1_2023_1_3364
1,2023,1,2023-02-24,2023-03-01,3305,3305,,4301621,,23000128,,02/10476R,7.000,7.000,,,1,,1,1_1,1_2023,1_2023_1_3305
1,2023,1,2023-03-01,2023-03-02,3322,3322,,4300357,,23000141,,01/09700,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3322
1,2023,1,2023-03-14,2023-03-16,3354,3354,,4300012,,23000168,,03/10000,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3354
1,2023,1,2023-02-28,2023-03-09,3307,3307,,4301856,,23000130,,01/10262A,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3307
1,2023,1,2023-03-01,2023-03-02,3323,3323,,4300357,,23000141,,01/09700A,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3323
1,2023,1,2023-03-13,2023-03-16,3351,3351,,4301866,,23000163,,03/00462,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3351
1,2023,1,2023-03-01,2023-03-02,3324,3324,,4300357,,23000141,,01/09691,26.000,26.000,,,1,,1,1_1,1_2023,1_2023_1_3324
1,2023,1,2023-03-01,2023-03-14,3318,3318,,4300267,,23000138,,10/90003,32.000,32.000,,,1,,1,1_1,1_2023,1_2023_1_3318
1,2023,1,2023-03-07,2023-03-09,3327,3327,,4300617,,0,,02/09552,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3327
1,2023,1,2023-01-30,2023-03-08,3227,3227,,4300617,,23000065,,02/1069901,150.000,150.000,,,1,,1,1_1,1_2023,1_2023_1_3227
1,2023,1,2023-01-30,2023-03-09,3222,3222,,4300617,,23000065,,02/10021,10.000,10.000,,,1,,1,1_1,1_2023,1_2023_1_3222
1,2023,1,2023-03-01,2023-03-08,3315,3315,,4300267,,23000137,,02/08686,8008.000,8008.000,,,1,,1,1_1,1_2023,1_2023_1_3315
1,2023,1,2023-03-15,2023-03-16,3356,3356,,4302013,,23000172,,03/1533080,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3356
1,2023,1,2023-02-24,2023-03-01,3304,3304,,4301621,,23000128,,02/10629R,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3304
1,2023,1,2023-02-20,2023-03-08,3285,3285,,4309999,,0,,UP.066,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3285
1,2023,1,2023-03-07,2023-03-09,3328,3328,,4301286,,0,,03/1431060A,5.000,5.000,,,1,,1,1_1,1_2023,1_2023_1_3328
1,2023,1,2023-03-01,2023-03-08,3312,3312,,4300267,,23000137,,02/07878,144.000,144.000,,,1,,1,1_1,1_2023,1_2023_1_3312
1,2023,1,2023-03-15,2023-03-16,3357,3357,,4302013,,23000172,,03/1331060,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3357
1,2023,1,2023-03-01,2023-03-08,3313,3313,,4300267,,23000137,,02/07879A,16.000,16.000,,,1,,1,1_1,1_2023,1_2023_1_3313
1,2023,1,2023-03-20,2023-03-23,3375,3375,,4301609,,23000184,,04/1609075050,503.000,503.000,,,1,,1,1_1,1_2023,1_2023_1_3375
1,2023,1,2023-03-01,2023-03-08,3314,3314,,4300267,,23000137,,02/07880A,16.000,16.000,,,1,,1,1_1,1_2023,1_2023_1_3314
1,2023,1,2023-03-14,2023-03-14,3353,3353,,4300357,,23000169,,01/09700A,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3353
1,2023,1,2023-01-30,2023-03-15,3223,3223,,4300617,,23000065,,02/1002102,3127.000,3127.000,,,1,,1,1_1,1_2023,1_2023_1_3223
1,2023,1,2023-03-09,2023-03-09,3337,3337,,4300012,,23000149,,03/10004,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3337
1,2023,1,2023-03-14,2023-03-14,3352,3352,,4300357,,23000169,,01/09700,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3352
1,2023,1,2023-03-09,2023-03-09,3341,3341,,4300160,,23000154,,04/016000001,4.000,4.000,,,1,,1,1_1,1_2023,1_2023_1_3341
1,2023,1,2023-03-01,2023-03-14,3317,3317,,4300267,,23000138,,02/0900201,36.000,36.000,,,1,,1,1_1,1_2023,1_2023_1_3317
1,2023,1,2023-03-17,2023-03-24,3362,3362,,4300012,,23000179,,03/10005,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3362
1,2023,1,2023-01-30,2023-03-15,3224,3224,,4300617,,23000065,,02/1002101,6120.000,6120.000,,,1,,1,1_1,1_2023,1_2023_1_3224
1,2023,1,2023-03-17,2023-03-24,3363,3363,,4300718,,23000180,,03/2431055,5.000,5.000,,,1,,1,1_1,1_2023,1_2023_1_3363
1,2023,1,2023-03-20,2023-03-24,3368,3368,,4301784,,23000183,,03/1531085,4.000,4.000,,,1,,1,1_1,1_2023,1_2023_1_3368
1,2023,1,2023-03-14,2023-03-23,3355,3355,,4301024,,23000170,,01/10299R,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3355
1,2023,1,2023-02-23,2023-03-20,3301,3301,,4301723,,23000123,,01/09876C,54.000,54.000,,,1,,1,1_1,1_2023,1_2023_1_3301
1,2023,1,2023-03-20,2023-03-24,3365,3365,,4300240,,23000181,,04/024000042,120.000,120.000,,,1,,1,1_1,1_2023,1_2023_1_3365
1,2023,1,2023-03-10,2023-03-24,3346,3346,,4301489,,23000159,,12/90030,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3346
1,2023,1,2023-03-15,2023-03-24,3358,3358,,4300012,,23000174,,03/10004,5.000,5.000,,,1,,1,1_1,1_2023,1_2023_1_3358
1,2023,1,2023-04-13,2023-04-21,3432,3432,,4301505,,23000226,,02/10863,8.000,8.000,,,1,,1,1_1,1_2023,1_2023_1_3432
1,2023,1,2023-03-01,2023-03-27,3316,3316,,4300267,,23000138,,02/09002,32.000,32.000,,,1,,1,1_1,1_2023,1_2023_1_3316
1,2023,1,2023-03-13,2023-03-24,3349,3349,,4301682,,23000162,,02/10850,20.000,20.000,,,1,,1,1_1,1_2023,1_2023_1_3349
1,2023,1,2023-05-29,2023-06-05,3548,3548,,4300837,,23000324,,02/10333AR,18.000,18.000,,,1,,1,1_1,1_2023,1_2023_1_3548
1,2023,1,2023-05-12,2023-05-15,3503,3503,,4301868,,23000288,,02/10688,3.000,3.000,,,1,,1,1_1,1_2023,1_2023_1_3503
1,2023,1,2023-03-09,2023-04-04,3342,3342,,4301680,,23000155,,02/09734,13.000,13.000,,,1,,1,1_1,1_2023,1_2023_1_3342
1,2023,1,2023-04-05,2023-04-05,3414,3414,,4309999,,0,,11/11009,37.000,37.000,,,1,,1,1_1,1_2023,1_2023_1_3414
1,2023,1,2023-04-12,2023-04-19,3428,3428,,4300240,,23000221,,04/024000031,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3428
1,2023,1,2023-03-20,2023-03-23,3372,3372,,4301609,,23000164,,04/1609100100,50.000,50.000,,,1,,1,1_1,1_2023,1_2023_1_3372
1,2023,1,2023-04-03,2023-04-13,3411,3411,,4300267,,23000211,,55/40301MPA,800.000,800.000,,,1,,1,1_1,1_2023,1_2023_1_3411
1,2023,1,2023-03-17,2023-03-28,3360,3360,,4300617,,23000177,,02/1070308,20.000,20.000,,,1,,1,1_1,1_2023,1_2023_1_3360
1,2023,1,2023-05-16,2023-05-19,3523,3523,,4300012,,23000298,,03/10000,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3523
1,2023,1,2023-03-20,2023-03-23,3373,3373,,4301609,,23000164,,04/1609025025,234.000,234.000,,,1,,1,1_1,1_2023,1_2023_1_3373
1,2023,1,2023-03-24,2023-03-28,3386,3386,,4300012,,23000195,,03/10000,4.000,4.000,,,1,,1,1_1,1_2023,1_2023_1_3386
1,2023,1,2023-03-20,2023-03-23,3374,3374,,4301609,,23000184,,04/1609050050,512.000,512.000,,,1,,1,1_1,1_2023,1_2023_1_3374
1,2023,1,2023-03-31,2023-03-31,3402,3402,,4309999,,0,,02/10624,150.000,150.000,,,1,,1,1_1,1_2023,1_2023_1_3402
1,2023,1,2023-03-20,2023-03-23,3376,3376,,4301609,,23000184,,04/1609100050,500.000,500.000,,,1,,1,1_1,1_2023,1_2023_1_3376
1,2023,1,2023-03-20,2023-03-23,3377,3377,,4301609,,23000184,,04/1609150050,208.000,208.000,,,1,,1,1_1,1_2023,1_2023_1_3377
1,2023,1,2023-03-24,2023-03-28,3387,3387,,4300012,,23000195,,03/10000,10.000,10.000,,,1,,1,1_1,1_2023,1_2023_1_3387
1,2023,1,2023-03-20,2023-03-23,3378,3378,,4301609,,23000184,,04/1609325100,60.000,60.000,,,1,,1,1_1,1_2023,1_2023_1_3378
1,2023,1,2023-03-21,2023-03-30,3379,3379,,4301854,,23000188,,02/10862,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3379
1,2023,1,2023-03-10,2023-03-28,3344,3344,,4301789,,23000157,,04/178900001,609.000,609.000,,,1,,1,1_1,1_2023,1_2023_1_3344
1,2023,1,2023-03-23,2023-03-23,3384,3384,,4301723,,23000123,,02/10191A01,20.000,20.000,,,1,,1,1_1,1_2023,1_2023_1_3384
1,2023,1,2023-02-23,2023-03-23,3302,3302,,4301723,,23000123,,02/10191B,10.000,10.000,,,1,,1,1_1,1_2023,1_2023_1_3302
1,2023,1,2023-03-30,2023-04-11,3400,3400,,4300712,,23000205,,03/00440,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3400
1,2023,1,2023-03-20,2023-03-23,3369,3369,,4301609,,23000164,,04/1609100050I,299.000,299.000,,,1,,1,1_1,1_2023,1_2023_1_3369
1,2023,1,2023-03-27,2023-03-30,3390,3390,,4300837,,23000198,,02/07870AR,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3390
1,2023,1,2023-03-20,2023-03-23,3370,3370,,4301609,,23000164,,04/1609175050I,107.000,107.000,,,1,,1,1_1,1_2023,1_2023_1_3370
1,2023,1,2023-03-20,2023-03-23,3371,3371,,4301609,,23000164,,04/1609075025I,208.000,208.000,,,1,,1,1_1,1_2023,1_2023_1_3371
1,2023,1,2023-05-02,2023-05-05,3473,3473,,4300617,,23000263,,02/1081703,130.000,130.000,,,1,,1,1_1,1_2023,1_2023_1_3473
1,2023,1,2023-03-10,2023-03-23,3347,3347,,4300619,,23000160,,01/10328,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3347
1,2023,1,2023-03-10,2023-03-28,3345,3345,,4301789,,23000157,,04/178900002,206.000,206.000,,,1,,1,1_1,1_2023,1_2023_1_3345
1,2023,1,2023-03-10,2023-03-23,3348,3348,,4300619,,23000160,,01/10329,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3348
1,2023,1,2023-03-27,2023-03-30,3391,3391,,4300837,,23000198,,02/07530BR,3.000,3.000,,,1,,1,1_1,1_2023,1_2023_1_3391
1,2023,1,2023-03-23,2023-03-30,3383,3383,,4300677,,23000192,,01/10330,6.000,6.000,,,1,,1,1_1,1_2023,1_2023_1_3383
1,2023,1,2023-02-13,2023-03-28,3274,3274,,4300013,,23000101,,01/10152,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3274
1,2023,1,2023-03-29,2023-04-05,3393,3393,,4300837,,23000201,,02/07530B,20.000,20.000,,,1,,1,1_1,1_2023,1_2023_1_3393
1,2023,1,2023-03-30,2023-04-11,3401,3401,,4300712,,23000205,,03/00435,1.000,1.000,,,1,,1,1_1,1_2023,1_2023_1_3401
1,2023,1,2023-03-31,2023-03-31,3407,3407,,4309999,,0,,.ABC03,98.000,98.000,,,1,,1,1_1,1_2023,1_2023_1_3407
1,2023,1,2023-04-12,2023-04-18,3430,3430,,4301682,,23000222,,03/00458A,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3430
1,2023,1,2023-04-13,2023-04-18,3435,3435,,4300754,,23000225,,03/2421085A,2.000,2.000,,,1,,1,1_1,1_2023,1_2023_1_3435
1,2023,1,2023-03-31,2023-03-31,3408,3408,,4309999,,0,,04/99999,28.140,28.140,,,1,,1,1_1,1_2023,1_2023_1_3408
