empresa,codigo,descripcion_1,descripcion_2,v_int,v_dec1,v_dec2,v_char,parametro,empresa_id,name
19,1273,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV ( PRESUPUESTOS VENTA ) ****,0 - desactivado                         1 - activado,,,,,0,19,19_1273
1,1274,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV  ( PEDIDOS DE VENTA ) ****,0 - desactivado                         1 - activado,,,,,0,1,1_1274
19,1274,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV  ( PEDIDOS DE VENTA ) ****,0 - desactivado                         1 - activado,,,,,0,19,19_1274
1,1275,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV ( ALBARANES DE VENTA ) ***,0 - desactivado                         1 - activado,,,,,0,1,1_1275
19,1275,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV ( ALBARANES DE VENTA ) ***,0 - desactivado                         1 - activado,,,,,0,19,19_1275
1,1276,******* CONTROL VENEDOR PP *************      *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada vendedor1 obligatorio.,,,,,0,1,1_1276
19,1276,******* CONTROL VENEDOR PP *************      *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada vendedor1 obligatorio.,,,,,0,19,19_1276
1,1277,******** CONTROL VENEDOR SV  ***********     *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada vendedor1 obligatorio.,,,,,0,1,1_1277
19,1277,******** CONTROL VENEDOR SV  ***********     *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada vendedor1 obligatorio.,,,,,0,19,19_1277
1,1278,******** OBRAS ( PRESUPUESTOS ) ********       *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,1,1_1278
19,1278,******** OBRAS ( PRESUPUESTOS ) ********       *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,19,19_1278
1,1279,********** OBRAS ( PEDIDOS ) ***********       *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,1,1_1279
19,1279,********** OBRAS ( PEDIDOS ) ***********       *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,19,19_1279
1,1280,********* OBRAS ( ALBARANES ) **********        *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,1,1_1280
19,1280,********* OBRAS ( ALBARANES ) **********        *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,19,19_1280
1,1281,*** PERMITE VENTA EN CLIENTES CON REISGO EXCEDIDO Y/O FICHA CERRADA ( TPV ) ****,0 - Desactivado                         1 - Activado,,,,IM,0,1,1_1281
19,1281,*** PERMITE VENTA EN CLIENTES CON REISGO EXCEDIDO Y/O FICHA CERRADA ( TPV ) ****,0 - Desactivado                         1 - Activado,,,,IM,0,19,19_1281
1,1282,****** MEDIDAS MULTIPLES VENTAS ******** ****** CONTROL CAMPONB ******,0 - Permite la entrada en el campo.     1 - No permite la entrada.,,,,,0,1,1_1282
19,1282,****** MEDIDAS MULTIPLES VENTAS ******** ****** CONTROL CAMPONB ******,0 - Permite la entrada en el campo.     1 - No permite la entrada.,,,,,0,19,19_1282
1,1283,** FIJOS EN MEDIDAS MULTIPLES ( TPV ) **,0 - Desactivado                         1 - Activado,,,,,0,1,1_1283
19,1283,** FIJOS EN MEDIDAS MULTIPLES ( TPV ) **,0 - Desactivado                         1 - Activado,,,,,0,19,19_1283
1,1284,***** GRABAR DOCUMENTO PEDIR AGENCIA DE TRANSPORTE Y PORTES ( PEDIDOS ) *******,0 - Desactivado                         1 - Activado,,,,,0,1,1_1284
19,1284,***** GRABAR DOCUMENTO PEDIR AGENCIA DE TRANSPORTE Y PORTES ( PEDIDOS ) *******,0 - Desactivado                         1 - Activado,,,,,0,19,19_1284
1,1285,***** EMPRESA ALTERNATIVA ( TPV ) ******,0 - Permitir cualquier Forma de Pago.   1 - Obligatorio Forma de Pago Contado.,,,,,0,1,1_1285
19,1285,***** EMPRESA ALTERNATIVA ( TPV ) ******,0 - Permitir cualquier Forma de Pago.   1 - Obligatorio Forma de Pago Contado.,,,,,0,19,19_1285
19,1063,*** NO SE USA ***,,,,,,0,19,19_1063
19,170,RESERVADO,,,,,,,19,19_170
19,1287,******** CLIENTE IVA REDUCIDO  *********    *** ABIR PANTALLA IVA ***,0 - Desactivado                         1 - Activado,,,,,0,19,19_1287
1,1289,****** CONTROL ENTREGAS A CUENTA *******ANTES DE BUSCAR EL CONTADOR DE FACTURAS,0 - Desactivado                         1 - Activado,,,,,0,1,1_1289
19,1289,****** CONTROL ENTREGAS A CUENTA *******ANTES DE BUSCAR EL CONTADOR DE FACTURAS,0 - Desactivado                         1 - Activado,,,,,0,19,19_1289
1,1290,***** FORMA DE PAGO TIPO CONTADO  ******   **** ENTREGAS A CUENTA ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,0,1,1_1290
19,1290,***** FORMA DE PAGO TIPO CONTADO  ******   **** ENTREGAS A CUENTA ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,0,19,19_1290
1,20003,"Control existencia n£mero documento de Proveedor: '0' No, '1' Si",,,,,,1,1,1_20003
19,20003,"Control existencia n£mero documento de Proveedor: '0' No, '1' Si",,,,,,1,19,19_20003
1,20001,"Tipo Control bloqueo subcuenta en Cartera de Pagos: '0' Ninguno, '1' No permite",pasar si está bloqueado.,,,,,0,1,1_20001
19,20001,"Tipo Control bloqueo subcuenta en Cartera de Pagos: '0' Ninguno, '1' No permite",pasar si está bloqueado.,,,,,0,19,19_20001
1,20002,"Tipo Control bloqueo subcuenta en Cartera de Cobros: '0' Ninguno, '1' No permite",pasar si está bloqueado.,,,,,0,1,1_20002
19,20002,"Tipo Control bloqueo subcuenta en Cartera de Cobros: '0' Ninguno, '1' No permite",pasar si está bloqueado.,,,,,0,19,19_20002
19,20000,Marca la longitud máxima para las subcuentas contables. El parámetro tiene que,estar activado e indicar la longitud en el campo 'integer'. Máximo 10.,7,,,,1,19,19_20000
999,297,****** EQUIVALENCIAS POR EMPRESA *******,0 - Std.                                1 - Equivalencias por empresa.,,,,,0,999,999_297
1,20004,"Modificaci¢n de vencimientos en Facturasde Servicios: '0' No, '1' Si",,,,,,1,1,1_20004
19,20004,"Modificaci¢n de vencimientos en Facturasde Servicios: '0' No, '1' Si",,,,,,1,19,19_20004
1,20005,FACTURAS DE SERVICIOS. Descripciones de los apuntes del asiento de la factura.,'0' Una única para el asiento. '1' La pide para cada subuenta de detalle.,,,,,0,1,1_20005
19,20005,FACTURAS DE SERVICIOS. Descripciones de los apuntes del asiento de la factura.,'0' Una única para el asiento. '1' La pide para cada subuenta de detalle.,,,,,0,19,19_20005
1,20006,FACTURAS DE SERVICIOS. Origen registro IVA para subcuentas compras y gastos.,'0' Prefijadas por programa. '1' Permite la introducción manual.,,,,,0,1,1_20006
19,1224,***** USO EXCLUSIVO TPV **************** ** FORMAS PAGO POR ALMACEN **,0 - Formas pago Std. por cliente        1 - Formas pago por cliente y almacen,,,,,0,19,19_1224
1,1225,** OBSERVACIONES POR CLIENTE Y TIPO ***       ** USO EXCLUSIVO TPV *****,0 - Observaciones Std. por cliente      1 - Observaciones cliente y tipo almacen,,,,,0,1,1_1225
19,1225,** OBSERVACIONES POR CLIENTE Y TIPO ***       ** USO EXCLUSIVO TPV *****,0 - Observaciones Std. por cliente      1 - Observaciones cliente y tipo almacen,,,,,0,19,19_1225
1,1226,******* CANALES ( TPV ) ****************0 - No trabaja con canales.,1 - Trabaja con canales y la  pide.     2 - Trabaja con canales.Asig. automatica,,,,,0,1,1_1226
19,1226,******* CANALES ( TPV ) ****************0 - No trabaja con canales.,1 - Trabaja con canales y la  pide.     2 - Trabaja con canales.Asig. automatica,,,,,0,19,19_1226
1,1234,********** OBRAS - TPV *****************,0  - No trabaja con obras               1  - Trabaja con obras,,,,,0,1,1_1234
19,1234,********** OBRAS - TPV *****************,0  - No trabaja con obras               1  - Trabaja con obras,,,,,0,19,19_1234
1,1237,****** CONTROL ARTICULOS  ( TPV )  *****,0 -  Consulta Articulos  ( Stock ).     1 -  Consulta Articulos  ( Medidas ).,,,,,0,1,1_1237
19,1237,****** CONTROL ARTICULOS  ( TPV )  *****,0 -  Consulta Articulos  ( Stock ).     1 -  Consulta Articulos  ( Medidas ).,,,,,0,19,19_1237
1,1240,********** TPV VENTA *************0 - Desactivado.,1 - Los datos del campo clv_ven_1 cuando se trata de una modificacion se borran.,,,,,0,1,1_1240
19,1240,********** TPV VENTA *************0 - Desactivado.,1 - Los datos del campo clv_ven_1 cuando se trata de una modificacion se borran.,,,,,0,19,19_1240
1,1241,******* BLOQUEO LINEAS -- TPV  *********0 - La linia bloqueada no se puede modif,icar.                                   1 - Se puede modificar.,,,,,0,1,1_1241
19,1241,******* BLOQUEO LINEAS -- TPV  *********0 - La linia bloqueada no se puede modif,icar.                                   1 - Se puede modificar.,,,,,0,19,19_1241
1,1242,***** ACTIVACION MINIMOS TPV ***********,0 - Minimos Desactivados.               1 - Minimos Activados.,,,,,0,1,1_1242
19,1242,***** ACTIVACION MINIMOS TPV ***********,0 - Minimos Desactivados.               1 - Minimos Activados.,,,,,0,19,19_1242
1,1245,******** CENTROS ( TPV ) ***************0 - Selecciona las subcta. de traspaso a,cont. por articulos.                    1 - Subcta. traspaso por familia.,,,,,0,1,1_1245
19,1245,******** CENTROS ( TPV ) ***************0 - Selecciona las subcta. de traspaso a,cont. por articulos.                    1 - Subcta. traspaso por familia.,,,,,0,19,19_1245
1,1250,*******  CANALES ( TPV ) ***************0 - No pide usuario al introducir canal.,1 - Pide usuario.                       ( Junto al parametro 1226 ),,,,,0,1,1_1250
19,1250,*******  CANALES ( TPV ) ***************0 - No pide usuario al introducir canal.,1 - Pide usuario.                       ( Junto al parametro 1226 ),,,,,0,19,19_1250
1,1257,*** ARTICULOS DE CONSUMO - PROMOCIONES *        USO EXCLUSIVO TPV,0 - No trabaja con articulos de consumo.1 - Trabaja con articulos de consumo.,,,,,0,1,1_1257
19,1257,*** ARTICULOS DE CONSUMO - PROMOCIONES *        USO EXCLUSIVO TPV,0 - No trabaja con articulos de consumo.1 - Trabaja con articulos de consumo.,,,,,0,19,19_1257
1,1258,***** OFERTAS POR OBRAS ( TPV ) ********,0 - No trabaja con ofertas por obras.   1 - Trabaja con ofertas por obras.,,,,,0,1,1_1258
19,1258,***** OFERTAS POR OBRAS ( TPV ) ********,0 - No trabaja con ofertas por obras.   1 - Trabaja con ofertas por obras.,,,,,0,19,19_1258
1,1259,********* ENTREGAS A CUENTA  **********,0 - No asigna entregas a cuenta.        1 - Asigna entregas a cuenta.,,,,,0,1,1_1259
19,1259,********* ENTREGAS A CUENTA  **********,0 - No asigna entregas a cuenta.        1 - Asigna entregas a cuenta.,,,,,0,19,19_1259
1,1260,*********** ABONOS TPV  ****************0 - No utiliza abonos para saldar Factu.,1 - Utiliza abonos para saldar facturas.Activar junto con el parametro 261.,,,,,0,1,1_1260
19,1260,*********** ABONOS TPV  ****************0 - No utiliza abonos para saldar Factu.,1 - Utiliza abonos para saldar facturas.Activar junto con el parametro 261.,,,,,0,19,19_1260
1,1261,************ NO SE UTILIZA *************,     Se utiliza el parametro 261,,,,,0,1,1_1261
19,1261,************ NO SE UTILIZA *************,     Se utiliza el parametro 261,,,,,0,19,19_1261
1,1262,******  VENTAS EN ESPERA ( TPV ) *******,0 -  Desactivado                        1 -  Activado    ( F11 ),,,,,0,1,1_1262
19,1262,******  VENTAS EN ESPERA ( TPV ) *******,0 -  Desactivado                        1 -  Activado    ( F11 ),,,,,0,19,19_1262
1,1263,********** USO EXCLUSIVO TPV  **********,0 - TPV tiene cajon.                    1 - TPV no tiene cajon.,,,,,0,1,1_1263
19,1263,********** USO EXCLUSIVO TPV  **********,0 - TPV tiene cajon.                    1 - TPV no tiene cajon.,,,,,0,19,19_1263
1,1264,**********  USO EXCLUSIVO TPV **********0 - Permite modificar forma de pago cont,ado .                                   1 - No Permite modificarlo.,,,,,0,1,1_1264
19,1264,**********  USO EXCLUSIVO TPV **********0 - Permite modificar forma de pago cont,ado .                                   1 - No Permite modificarlo.,,,,,0,19,19_1264
1,1265,********** USO EXCLUSIVO TPV **********   0 - Permite introducir precio a cero., 1 - No Permite,,,,,0,1,1_1265
19,1265,********** USO EXCLUSIVO TPV **********   0 - Permite introducir precio a cero., 1 - No Permite,,,,,0,19,19_1265
1,1266,*********** USO EXCLUSIVO TPV **********0 - Funcionamiento std.,"1 - Articulos ""."" asistente para calcular el precio neto.",,,,,0,1,1_1266
19,1266,*********** USO EXCLUSIVO TPV **********0 - Funcionamiento std.,"1 - Articulos ""."" asistente para calcular el precio neto.",,,,,0,19,19_1266
1,1268,***       TARJETAS CLIENTE          ****   ***** PEDIDOS DE VENTA ( TPV ) *****,0 - Desactivado                         1 - Activado,,,,,0,1,1_1268
19,1268,***       TARJETAS CLIENTE          ****   ***** PEDIDOS DE VENTA ( TPV ) *****,0 - Desactivado                         1 - Activado,,,,,0,19,19_1268
1,1269,********  TARJETAS CLIENTE  ************    *** PRESUPUESTOS ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,0,1,1_1269
19,1269,********  TARJETAS CLIENTE  ************    *** PRESUPUESTOS ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,0,19,19_1269
1,1270,******** TARJETAS CLIENTE **************    ***  ALBARANES  ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,0,1,1_1270
19,1270,******** TARJETAS CLIENTE **************    ***  ALBARANES  ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,0,19,19_1270
1,1273,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV ( PRESUPUESTOS VENTA ) ****,0 - desactivado                         1 - activado,,,,,0,1,1_1273
1,1076,*ENTRADA FRACC. CODIGO ARTICULO  TPV-SV*'0' Entrada Normal Codigo Articulo.,'1' Entrada Fraccionada Codigo Articulo.,,,,,0,1,1_1076
19,1076,*ENTRADA FRACC. CODIGO ARTICULO  TPV-SV*'0' Entrada Normal Codigo Articulo.,'1' Entrada Fraccionada Codigo Articulo.,,,,,0,19,19_1076
1,1077,*CONTROL EXISTENCIA PEDIDO EN ALBARANES*'0' No Abrir la Ventana - Fijo = No.,'1' No Abrir la Ventana - Fijo = Si.    '2' Abrir la Ventana.,,,,,0,1,1_1077
19,1077,*CONTROL EXISTENCIA PEDIDO EN ALBARANES*'0' No Abrir la Ventana - Fijo = No.,'1' No Abrir la Ventana - Fijo = Si.    '2' Abrir la Ventana.,,,,,0,19,19_1077
1,1078,*VER ASIENTO DESPUES DE GENERAR FACTURA*'0' No Abrir la Ventana - Fijo = No.,'1' No Abrir la Ventana - Fijo = Si.    '2' Abrir la Ventana.,,,,,0,1,1_1078
19,1078,*VER ASIENTO DESPUES DE GENERAR FACTURA*'0' No Abrir la Ventana - Fijo = No.,'1' No Abrir la Ventana - Fijo = Si.    '2' Abrir la Ventana.,,,,,0,19,19_1078
1,1079,**F5 ARTICULOS LINEAS DOCUMENTO TPV-PP**'0' No Muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,1,1_1079
19,1079,**F5 ARTICULOS LINEAS DOCUMENTO TPV-PP**'0' No Muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,19,19_1079
1,1080,**F5 ARTICULOS LINEAS DOCUMENTO TPV-PV**'0' No muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,1,1_1080
19,1080,**F5 ARTICULOS LINEAS DOCUMENTO TPV-PV**'0' No muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,19,19_1080
1,1081,**F5 ARTICULOS LINEAS DOCUMENTO TPV-SV**'0' No muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,1,1_1081
19,1081,**F5 ARTICULOS LINEAS DOCUMENTO TPV-SV**'0' No muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,19,19_1081
1,1154,*** GENERACION LINEA AUTOMATICA  TPV ***'0' Opcion Desactivada,'1' Opcion Activada,,,,,0,1,1_1154
19,1154,*** GENERACION LINEA AUTOMATICA  TPV ***'0' Opcion Desactivada,'1' Opcion Activada,,,,,0,19,19_1154
1,1159,*** TARIFA POR MATRIZ DE ARTICULOS ***     ******* TPV *******,0 - Desactivado                         1 - Activado,4,,,En Codigo integer va el numero de caracter que corta el articulo para matriz.,0,1,1_1159
19,1159,*** TARIFA POR MATRIZ DE ARTICULOS ***     ******* TPV *******,0 - Desactivado                         1 - Activado,4,,,En Codigo integer va el numero de caracter que corta el articulo para matriz.,0,19,19_1159
1,1160,****** CONTROL VENEDOR EN PV  **********     *** EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada venedor1 obligatorio.,,,,,0,1,1_1160
19,1160,****** CONTROL VENEDOR EN PV  **********     *** EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada venedor1 obligatorio.,,,,,0,19,19_1160
1,1161,0 - Calaix conectat impressora tiquets  1 - Calaix conectat PC.,,,,,,0,1,1_1161
19,1161,0 - Calaix conectat impressora tiquets  1 - Calaix conectat PC.,,,,,,0,19,19_1161
1,1162,RESERVADO,,,,,,,1,1_1162
19,1162,RESERVADO,,,,,,,19,19_1162
1,1163,RESERVADO,,,,,,,1,1_1163
19,1163,RESERVADO,,,,,,,19,19_1163
1,1164,RESERVADO,,,,,,,1,1_1164
19,1164,RESERVADO,,,,,,,19,19_1164
1,1166,EXPEDIENTE - TPV                        0 - No trabaja con expedientes,1 - Trabaja con expedientes,,,,,0,1,1_1166
19,1166,EXPEDIENTE - TPV                        0 - No trabaja con expedientes,1 - Trabaja con expedientes,,,,,0,19,19_1166
1,1167,0 - Funcionamiento normal               1 - Precio en tarifas a nivel de miles y, utilizacion en ventas a nivel de unidad(junto con la clave del articulo),,,,,0,1,1_1167
19,1167,0 - Funcionamiento normal               1 - Precio en tarifas a nivel de miles y, utilizacion en ventas a nivel de unidad(junto con la clave del articulo),,,,,0,19,19_1167
1,1168,********  PRESUPUESTOS TPV  ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,1,1_1168
19,1168,********  PRESUPUESTOS TPV  ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,19,19_1168
1,1169,**************  PEDIDOS TPV ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,1,1_1169
1,1064,*** NO SE USA ***,,,,,,0,1,1_1064
19,1064,*** NO SE USA ***,,,,,,0,19,19_1064
19,1169,**************  PEDIDOS TPV ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,19,19_1169
1,1170,************  ALBARANES TPV ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,1,1_1170
19,1170,************  ALBARANES TPV ************0- NO pide observaciones linia .,1- Pide observaciones linia. 2 - No pideobservaciones pero se cargan y se graban,,,, ,1,19,19_1170
1,1171,EXCLUSIVO TPV                           0 - No abre el cajon en cobros.,1 - Abre el cajon en cobros.,,,,,0,1,1_1171
19,1171,EXCLUSIVO TPV                           0 - No abre el cajon en cobros.,1 - Abre el cajon en cobros.,,,,,0,19,19_1171
1,1172, APLICAR IMPUESTO RESIDUOS CARNICOS          *******  TPV ********,0 - Desactivado                         1 - Activado,,,,,0,1,1_1172
19,1172, APLICAR IMPUESTO RESIDUOS CARNICOS          *******  TPV ********,0 - Desactivado                         1 - Activado,,,,,0,19,19_1172
1,1211,** TARIFAS CLIENTE ** EXCLUSIVO TPV  ***0 - Tarifa Std. por cliente,1 - Tarifa por cliente y almacen,,,,,0,1,1_1211
19,1211,** TARIFAS CLIENTE ** EXCLUSIVO TPV  ***0 - Tarifa Std. por cliente,1 - Tarifa por cliente y almacen,,,,,0,19,19_1211
1,1215,*** CONTROL DESGLOSE DEL IVA INCLUIDO **Solo valido si NO traspasan contabilidad,0 Desglosa el IVA incluido para Contab. 1 NO desglosa el IVA.,,,,,0,1,1_1215
19,1215,*** CONTROL DESGLOSE DEL IVA INCLUIDO **Solo valido si NO traspasan contabilidad,0 Desglosa el IVA incluido para Contab. 1 NO desglosa el IVA.,,,,,0,19,19_1215
1,1217,********** EXCLUSIVO TPV ***************0 - Iva incluido deja traspasar a contab,ilidad. 1 - Iva incluido no traspasa a contabilidad.,,,,,0,1,1_1217
19,1217,********** EXCLUSIVO TPV ***************0 - Iva incluido deja traspasar a contab,ilidad. 1 - Iva incluido no traspasa a contabilidad.,,,,,0,19,19_1217
1,1223,******** USO EXCLUSIVO TPV ************* ** RUTAS REPARTO - DATOS REPARTO **,0 - Rutas reparto Std.. por cliente     1 - Rutas reparto por cliente y almacen.,,,,,0,1,1_1223
19,1223,******** USO EXCLUSIVO TPV ************* ** RUTAS REPARTO - DATOS REPARTO **,0 - Rutas reparto Std.. por cliente     1 - Rutas reparto por cliente y almacen.,,,,,0,19,19_1223
1,1224,***** USO EXCLUSIVO TPV **************** ** FORMAS PAGO POR ALMACEN **,0 - Formas pago Std. por cliente        1 - Formas pago por cliente y almacen,,,,,0,1,1_1224
1,1037,Pedidos VENTA.                          1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,1,1_1037
19,1037,Pedidos VENTA.                          1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,19,19_1037
1,1038,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""PEDIDOS PENDIENTES SERVIR"".         0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,1,1_1038
19,1038,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""PEDIDOS PENDIENTES SERVIR"".         0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,19,19_1038
1,1040,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,1,1_1040
19,1040,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,19,19_1040
1,1041,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""ALBARANES PENDIENTES FACTURAR"".     0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,1,1_1041
19,1041,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""ALBARANES PENDIENTES FACTURAR"".     0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,19,19_1041
1,1043,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,1,1_1043
19,1043,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,19,19_1043
1,1050,"1) Cuando calcula la cantidad con las medidas, estas son divididas por el valor",que haya en Codigo integer.             0) Calcula normal.,1000,,,*** USO EXCLUSIVO T.P.V. ***,1,1,1_1050
19,1050,"1) Cuando calcula la cantidad con las medidas, estas son divididas por el valor",que haya en Codigo integer.             0) Calcula normal.,1000,,,*** USO EXCLUSIVO T.P.V. ***,1,19,19_1050
1,1051,1 -> No se puede modificar el precio y       los dtos si proviene de Oferta.,0 -> No hace nada.,,,,*** USO EXCLUSIVO T.P.V. ***,1,1,1_1051
19,1051,1 -> No se puede modificar el precio y       los dtos si proviene de Oferta.,0 -> No hace nada.,,,,*** USO EXCLUSIVO T.P.V. ***,1,19,19_1051
1,1052,Restos en Presupuestos:                 Param = 0 --> NUNCA DEJA EL RESTO.,Param = 1 --> SIEMPRE DEJA EL RESTO.    Param = 2 --> PREGUNTA SI LO DEJA O NO.,,,,*** USO EXCLUSIVO T.P.V. ***,0,1,1_1052
19,1052,Restos en Presupuestos:                 Param = 0 --> NUNCA DEJA EL RESTO.,Param = 1 --> SIEMPRE DEJA EL RESTO.    Param = 2 --> PREGUNTA SI LO DEJA O NO.,,,,*** USO EXCLUSIVO T.P.V. ***,0,19,19_1052
1,1053,*** NO SE USA ***,,,,,,0,1,1_1053
19,1053,*** NO SE USA ***,,,,,,0,19,19_1053
1,1054,Accion de la segunda impresora :         0 : Se utiliza para tiquets con cajon, 1 : Se utiliza para facturas            2 : Se utiliza para tiquets SIN cajon,,,,,1,1,1_1054
19,1054,Accion de la segunda impresora :         0 : Se utiliza para tiquets con cajon, 1 : Se utiliza para facturas            2 : Se utiliza para tiquets SIN cajon,,,,,1,19,19_1054
1,1055,Precio y descuentos de linea (VENTAS)   0 --> STANDARD,1 --> Combinacion Oferta/Categoria,,,,*** USO EXCLUSIVO T.P.V. ***,0,1,1_1055
19,1055,Precio y descuentos de linea (VENTAS)   0 --> STANDARD,1 --> Combinacion Oferta/Categoria,,,,*** USO EXCLUSIVO T.P.V. ***,0,19,19_1055
1,1057,*** NO SE USA ***,,,,,,0,1,1_1057
19,1057,*** NO SE USA ***,,,,,,0,19,19_1057
1,1058,*** NO SE USA ***,,,,,,0,1,1_1058
19,1058,*** NO SE USA ***,,,,,,0,19,19_1058
1,1059,*** NO SE USA ***,,,,,,0,1,1_1059
19,1059,*** NO SE USA ***,,,,,,0,19,19_1059
1,1060,*** NO SE USA ***,,,,,,0,1,1_1060
19,1060,*** NO SE USA ***,,,,,,0,19,19_1060
1,1061,*** NO SE USA ***,,,,,,0,1,1_1061
19,1061,*** NO SE USA ***,,,,,,0,19,19_1061
1,1065,*** NO SE USA ***,,,,,,0,1,1_1065
1,1066,*** NO SE USA ***,,,,,,0,1,1_1066
19,1066,*** NO SE USA ***,,,,,,0,19,19_1066
1,1067,*** NO SE USA ***,,,,,,0,1,1_1067
19,1067,*** NO SE USA ***,,,,,,0,19,19_1067
1,1068,*** NO SE USA ***,,,,,,0,1,1_1068
19,1068,*** NO SE USA ***,,,,,,0,19,19_1068
1,1070,Control de Riesgo por linea:            0 -> NO se realiza el control.,1 -> AVISA si se sobrepasa el riesgo.   2 -> AVISA y pide Password (al grabar).,,,,*** USO EXCLUSIVO T.P.V. ***,0,1,1_1070
19,1070,Control de Riesgo por linea:            0 -> NO se realiza el control.,1 -> AVISA si se sobrepasa el riesgo.   2 -> AVISA y pide Password (al grabar).,,,,*** USO EXCLUSIVO T.P.V. ***,0,19,19_1070
1,1071,Control Precio minimo.                  0 -> NO se realiza el control.,1 -> AVISA si el precio es menor             que precio coste o margen fijado.,,,,*** USO EXCLUSIVO T.P.V. ***,0,1,1_1071
19,1071,Control Precio minimo.                  0 -> NO se realiza el control.,1 -> AVISA si el precio es menor             que precio coste o margen fijado.,,,,*** USO EXCLUSIVO T.P.V. ***,0,19,19_1071
1,1073,BAJA PEDIDO CON CANTIDADES SERVIDAS-TPV '0' - Baja Normal del Pedido.,'1' - Opcion Eliminar o Liquidar Pedido.,,,,,0,1,1_1073
