empresa,codigo,descripcion_1,descripcion_2,v_int,v_dec1,v_dec2,v_char,parametro,empresa_id,name
999,1259,********* ENTREGAS A CUENTA  **********,0 - No asigna entregas a cuenta.        1 - Asigna entregas a cuenta.,,,,,0,999,999_1259
999,1260,*********** ABONOS TPV  ****************0 - No utiliza abonos para saldar Factu.,1 - Utiliza abonos para saldar facturas.Activar junto con el parametro 261.,,,,,0,999,999_1260
999,1261,************ NO SE UTILIZA *************,     Se utiliza el parametro 261,,,,,0,999,999_1261
999,1262,******  VENTAS EN ESPERA ( TPV ) *******,0 -  Desactivado                        1 -  Activado    ( F11 ),,,,,0,999,999_1262
999,1264,**********  USO EXCLUSIVO TPV **********0 - Permite modificar forma de pago cont,ado .                                   1 - No Permite modificarlo.,,,,,0,999,999_1264
999,1265,********** USO EXCLUSIVO TPV **********   0 - Permite introducir precio a cero., 1 - No Permite,,,,,0,999,999_1265
999,1266,*********** USO EXCLUSIVO TPV **********0 - Funcionamiento std.,"1 - Articulos ""."" asistente para calcular el precio neto.",,,,,0,999,999_1266
999,1268,***       TARJETAS CLIENTE          ****   ***** PEDIDOS DE VENTA ( TPV ) *****,0 - Desactivado                         1 - Activado,,,,,1,999,999_1268
999,1269,********  TARJETAS CLIENTE  ************    *** PRESUPUESTOS ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,1,999,999_1269
999,1270,******** TARJETAS CLIENTE **************    ***  ALBARANES  ( TPV ) ***,0 - Desactivado                         1 - Activado,,,,,1,999,999_1270
999,1273,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV ( PRESUPUESTOS VENTA ) ****,0 - desactivado                         1 - activado,,,,,0,999,999_1273
999,1274,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV  ( PEDIDOS DE VENTA ) ****,0 - desactivado                         1 - activado,,,,,0,999,999_1274
999,1275,*** OBLIGATORIO CAMPO REFERENCIA CAB. **  **** TPV ( ALBARANES DE VENTA ) ***,0 - desactivado                         1 - activado,,,,,0,999,999_1275
999,1276,******* CONTROL VENEDOR PP *************      *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada vendedor1 obligatorio.,,,,,0,999,999_1276
999,1277,******** CONTROL VENEDOR SV  ***********     *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada vendedor1 obligatorio.,,,,,0,999,999_1277
999,1278,******** OBRAS ( PRESUPUESTOS ) ********       *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,999,999_1278
999,1279,********** OBRAS ( PEDIDOS ) ***********       *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,999,999_1279
999,1280,********* OBRAS ( ALBARANES ) **********        *** USO EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada obra obligatoria.,,,,,0,999,999_1280
999,1281,*** PERMITE VENTA EN CLIENTES CON REISGO EXCEDIDO Y/O FICHA CERRADA ( TPV ) ****,0 - Desactivado                         1 - Activado,,,,IM,0,999,999_1281
999,1282,****** MEDIDAS MULTIPLES VENTAS ******** ****** CONTROL CAMPONB ******,0 - Permite la entrada en el campo.     1 - No permite la entrada.,,,,,0,999,999_1282
999,1283,** FIJOS EN MEDIDAS MULTIPLES ( TPV ) **,0 - Desactivado                         1 - Activado,,,,,0,999,999_1283
999,1284,***** GRABAR DOCUMENTO PEDIR AGENCIA DE TRANSPORTE Y PORTES ( PEDIDOS ) *******,0 - Desactivado                         1 - Activado,,,,,0,999,999_1284
999,1019,1. Avisara cuando un Cliente no tiene   Ofertas ni descuentos por Categoria para,un Articulo.                            0. No avisara,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1019
999,1021,"Calculo Precios Iva Incluido :          0-No calcula, esta entrado en la Tarifa.",1-Al precio le suma el Iva.,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1021
999,1025,`1` Abrir ventana mostrando precios         (Lineas de VENTAS).,`0` NO abrir la ventana.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1025
999,1029,Tratamiento Vendedores en el T.P.V.     `1`--> Trabaja con el vendedor del T.P.V,`2`--> Trabaja con los vendodres de la         ficha del cliente.,,,,*** USO EXCLUSIVO T.P.V. ***,2,999,999_1029
999,1031,TPV :                                    `0` Trabaja con el menu de operaciones, `1` Entra directamente al documento.,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1031
999,1032,Presupuestos VENTA.                     1: Abre automaticamente la ventana de,"   ""PRESUPUESTOS PENDIENTES"".           0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1032
999,1034,Presupuestos VENTA.                     1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1034
999,1035,Pedidos VENTA.                          1: Abre automaticamente la ventana de,"   ""PEDIDOS/PRESUPUESTOS PENDIENTES"".   0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1035
999,1037,Pedidos VENTA.                          1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1037
999,1038,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""PEDIDOS PENDIENTES SERVIR"".         0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1038
999,1040,Albaranes VENTA.                        1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1040
999,1041,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""ALBARANES PENDIENTES FACTURAR"".     0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1041
999,1043,Facturas VENTA.                         1: Abre automaticamente la ventana de,"   ""VENDEDORES"".                        0: No abre la ventana automaticamente.",,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1043
999,1050,"1) Cuando calcula la cantidad con las medidas, estas son divididas por el valor",que haya en Codigo integer.             0) Calcula normal.,1000,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1050
999,1051,1 -> No se puede modificar el precio y       los dtos si proviene de Oferta.,0 -> No hace nada.,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1051
999,1052,Restos en Presupuestos:                 Param = 0 --> NUNCA DEJA EL RESTO.,Param = 1 --> SIEMPRE DEJA EL RESTO.    Param = 2 --> PREGUNTA SI LO DEJA O NO.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1052
999,1053,*** NO SE USA ***,,,,,,0,999,999_1053
999,1054,Accion de la segunda impresora :         0 : Se utiliza para tiquets con cajon, 1 : Se utiliza para facturas            2 : Se utiliza para tiquets SIN cajon,,,,,1,999,999_1054
999,1055,Precio y descuentos de linea (VENTAS)   0 --> STANDARD,1 --> Combinacion Oferta/Categoria,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1055
999,1056,"Ventana ""Permitir Facturar Agrupado ...""0 -> Abre la ventana (STANDARD)","1 -> NO abre la ventana. Fijo=""SI""      2 -> NO abre la ventana. Fijo=""NO""",,,,,0,999,999_1056
999,1057,*** NO SE USA ***,,,,,,0,999,999_1057
999,1058,*** NO SE USA ***,,,,,,0,999,999_1058
999,1059,*** NO SE USA ***,,,,,,0,999,999_1059
999,1060,*** NO SE USA ***,,,,,,0,999,999_1060
999,1061,*** NO SE USA ***,,,,,,0,999,999_1061
999,1062,*** NO SE USA ***,,,,,,0,999,999_1062
999,1063,*** NO SE USA ***,,,,,,0,999,999_1063
999,1064,*** NO SE USA ***,,,,,,0,999,999_1064
999,1065,*** NO SE USA ***,,,,,,0,999,999_1065
999,1066,*** NO SE USA ***,,,,,,0,999,999_1066
999,1067,*** NO SE USA ***,,,,,,0,999,999_1067
999,1070,Control de Riesgo por linea:            0 -> NO se realiza el control.,1 -> AVISA si se sobrepasa el riesgo.   2 -> AVISA y pide Password (al grabar).,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1070
999,1071,Control Precio minimo.                  0 -> NO se realiza el control.,1 -> AVISA si el precio es menor             que precio coste o margen fijado.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1071
999,1072,Confirmar la impresion:                 0 -> NO se pide confirmacion.,1 -> Se pedira confirmacion.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1072
999,1073,BAJA PEDIDO CON CANTIDADES SERVIDAS-TPV '0' - Baja Normal del Pedido.,'1' - Opcion Eliminar o Liquidar Pedido.,,,,,0,999,999_1073
999,1074,*ENTRADA FRACC. CODIGO ARTICULO  TPV-PP*'0' Entrada Normal Codigo Articulo.,'1' Entrada Fraccionada Codigo Articulo.,,,,,0,999,999_1074
999,1075,*ENTRADA FRACC. CODIGO ARTICULO  TPV-PV*'0' Entrada Normal Codigo Articulo.,'1' Entrada Fraccionada Codigo Articulo.,,,,,0,999,999_1075
999,1076,*ENTRADA FRACC. CODIGO ARTICULO  TPV-SV*'0' Entrada Normal Codigo Articulo.,'1' Entrada Fraccionada Codigo Articulo.,,,,,0,999,999_1076
999,1077,*CONTROL EXISTENCIA PEDIDO EN ALBARANES*'0' No Abrir la Ventana - Fijo = No.,'1' No Abrir la Ventana - Fijo = Si.    '2' Abrir la Ventana.,,,,,0,999,999_1077
999,1078,*VER ASIENTO DESPUES DE GENERAR FACTURA*'0' No Abrir la Ventana - Fijo = No.,'1' No Abrir la Ventana - Fijo = Si.    '2' Abrir la Ventana.,,,,,0,999,999_1078
999,1079,**F5 ARTICULOS LINEAS DOCUMENTO TPV-PP**'0' No Muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,999,999_1079
999,1080,**F5 ARTICULOS LINEAS DOCUMENTO TPV-PV**'0' No muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,999,999_1080
999,1081,**F5 ARTICULOS LINEAS DOCUMENTO TPV-SV**'0' No muestra Artic. con Ficha Cerrada.,'1' Muestra Articulo  con Ficha Cerrada.,,,,,0,999,999_1081
999,1154,*** GENERACION LINEA AUTOMATICA  TPV ***'0' Opcion Desactivada,'1' Opcion Activada,,,,,0,999,999_1154
999,1159,*** TARIFA POR MATRIZ DE ARTICULOS ***     ******* TPV *******,0 - Desactivado                         1 - Activado,4,,,En Codigo integer va el numero de caracter que corta el articulo para matriz.,0,999,999_1159
999,1160,****** CONTROL VENEDOR EN PV  **********     *** EXCLUSIVO TPV ***,0 - Std.                                1 - Entrada venedor1 obligatorio.,,,,,0,999,999_1160
999,1161,0 - Calaix conectat impressora tiquets  1 - Calaix conectat PC.,,,,,,0,999,999_1161
999,1162,RESERVADO,,,,,,,999,999_1162
999,1163,RESERVADO,,,,,,,999,999_1163
999,1164,RESERVADO,,,,,,,999,999_1164
999,1166,EXPEDIENTE - TPV                        0 - No trabaja con expedientes,1 - Trabaja con expedientes,,,,,0,999,999_1166
1,303,** FUNCIONAMIENTO MINIMO ( COMPRAS ) ** 0 - Preguntar minimo o cantidad.,1 - Utilizar el minimo.                 2 - Utilizar la cantidad introducida.,,,,,0,1,1_303
19,303,** FUNCIONAMIENTO MINIMO ( COMPRAS ) ** 0 - Preguntar minimo o cantidad.,1 - Utilizar el minimo.                 2 - Utilizar la cantidad introducida.,,,,,0,19,19_303
999,303,** FUNCIONAMIENTO MINIMO ( COMPRAS ) ** 0 - Preguntar minimo o cantidad.,1 - Utilizar el minimo.                 2 - Utilizar la cantidad introducida.,,,,,0,999,999_303
1,304,** FUNCIONAMIENTO MAXIMO ( COMPRAS ) ** 0 - Preguntar.,1 - Maximo anterior al introducido.     2 - Maximo Superior. 3 - Cantidad.,,,,,0,1,1_304
19,304,** FUNCIONAMIENTO MAXIMO ( COMPRAS ) ** 0 - Preguntar.,1 - Maximo anterior al introducido.     2 - Maximo Superior. 3 - Cantidad.,,,,,0,19,19_304
999,304,** FUNCIONAMIENTO MAXIMO ( COMPRAS ) ** 0 - Preguntar.,1 - Maximo anterior al introducido.     2 - Maximo Superior. 3 - Cantidad.,,,,,0,999,999_304
1,305,*ENTRADA OBLIGATORIA DE LOTES ( PV ) ***,0 - Obligatorio la introduccion del lote1 - No obligatorio.,,,,,0,1,1_305
19,305,*ENTRADA OBLIGATORIA DE LOTES ( PV ) ***,0 - Obligatorio la introduccion del lote1 - No obligatorio.,,,,,0,19,19_305
999,305,*ENTRADA OBLIGATORIA DE LOTES ( PV ) ***,0 - Obligatorio la introduccion del lote1 - No obligatorio.,,,,,0,999,999_305
1,307,** FUNCIONAMIENTO MAXIMO ( VENTAS ) **  0 - Preguntar.,1 - Maximo anterior al introducido.     2 - Maximo Superior. 3 - Cantidad.,,,,,0,1,1_307
19,307,** FUNCIONAMIENTO MAXIMO ( VENTAS ) **  0 - Preguntar.,1 - Maximo anterior al introducido.     2 - Maximo Superior. 3 - Cantidad.,,,,,0,19,19_307
999,307,** FUNCIONAMIENTO MAXIMO ( VENTAS ) **  0 - Preguntar.,1 - Maximo anterior al introducido.     2 - Maximo Superior. 3 - Cantidad.,,,,,0,999,999_307
1,306,** FUNCIONAMIENTO MINIMO ( VENTAS ) **  0 - Preguntar minimo o cantidad.,1 - Utilizar el minimo.                 2 - Utilizar la cantidad introducida.,,,,,0,1,1_306
19,306,** FUNCIONAMIENTO MINIMO ( VENTAS ) **  0 - Preguntar minimo o cantidad.,1 - Utilizar el minimo.                 2 - Utilizar la cantidad introducida.,,,,,0,19,19_306
999,306,** FUNCIONAMIENTO MINIMO ( VENTAS ) **  0 - Preguntar minimo o cantidad.,1 - Utilizar el minimo.                 2 - Utilizar la cantidad introducida.,,,,,0,999,999_306
1,308,** MAXIMOS ( RELACIONADO CON EL 304 ) ** * Permite modificar el maximo posterior, i anterior * ( COMPRAS )               0 - Desactivado  1 - Activado.,,,,,0,1,1_308
19,308,** MAXIMOS ( RELACIONADO CON EL 304 ) ** * Permite modificar el maximo posterior, i anterior * ( COMPRAS )               0 - Desactivado  1 - Activado.,,,,,0,19,19_308
999,308,** MAXIMOS ( RELACIONADO CON EL 304 ) ** * Permite modificar el maximo posterior, i anterior * ( COMPRAS )               0 - Desactivado  1 - Activado.,,,,,0,999,999_308
1,309,** MAXIMOS ( RELACIONADO CON EL 307 ) ** * Permite modificar el maximo posterior, i anterior * ( VENTAS )               0 - Desactivado  1 - Activado.,,,,,0,1,1_309
19,309,** MAXIMOS ( RELACIONADO CON EL 307 ) ** * Permite modificar el maximo posterior, i anterior * ( VENTAS )               0 - Desactivado  1 - Activado.,,,,,0,19,19_309
999,309,** MAXIMOS ( RELACIONADO CON EL 307 ) ** * Permite modificar el maximo posterior, i anterior * ( VENTAS )               0 - Desactivado  1 - Activado.,,,,,0,999,999_309
1,310,** MINIMOS ( RELACIONADO CON EL 304 ) ** * Permite modificar el minimo posterior, i anterior * ( COMPRAS )               0 - Desactivado  1 - Activado.,,,,,0,1,1_310
19,310,** MINIMOS ( RELACIONADO CON EL 304 ) ** * Permite modificar el minimo posterior, i anterior * ( COMPRAS )               0 - Desactivado  1 - Activado.,,,,,0,19,19_310
999,310,** MINIMOS ( RELACIONADO CON EL 304 ) ** * Permite modificar el minimo posterior, i anterior * ( COMPRAS )               0 - Desactivado  1 - Activado.,,,,,0,999,999_310
1,311,** MINIMOS ( RELACIONADO CON EL 306 ) ** * Permite modificar el minimo posterior, i anterior * ( VENTAS )               0 - Desactivado  1 - Activado.,,,,,0,1,1_311
1,1062,*** NO SE USA ***,,,,,,0,1,1_1062
19,1065,*** NO SE USA ***,,,,,,0,19,19_1065
19,311,** MINIMOS ( RELACIONADO CON EL 306 ) ** * Permite modificar el minimo posterior, i anterior * ( VENTAS )               0 - Desactivado  1 - Activado.,,,,,0,19,19_311
999,311,** MINIMOS ( RELACIONADO CON EL 306 ) ** * Permite modificar el minimo posterior, i anterior * ( VENTAS )               0 - Desactivado  1 - Activado.,,,,,0,999,999_311
1,312,******** UBICACION ( VENTAS ) ********* 0 - La ubicacion es modificable.,1 - La ubicacion no es modificable.,,,,,1,1,1_312
19,312,******** UBICACION ( VENTAS ) ********* 0 - La ubicacion es modificable.,1 - La ubicacion no es modificable.,,,,,1,19,19_312
999,312,******** UBICACION ( VENTAS ) ********* 0 - La ubicacion es modificable.,1 - La ubicacion no es modificable.,,,,,1,999,999_312
999,1001,Presupuestos y Pedidos de VENTA :       `1` - Pide Fecha de servicio.,`0` - No pide Fecha de Servicio.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1001
999,1003,"1 Permite modificar el I.V.A. de la lineas en presupuestos, pedidos, albaranes y",facturas de compra y de venta. 0 No permite modificar el I.V.A.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1003
999,1005,1 Numera el ristro de I.V.A. en la creación de facturas de compra y venta y en a,puntes contables. 0 El registro de I.V.A. se numera al listar,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1005
999,1007,1 Pide el número de bultos de envio en albaranes y facturas de venta. 0 No pide,el número de bultos,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1007
999,1008,0 El cálculo de vencimientos considera los meses naturales. 1 Considera los mese,s de treinta dias.,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1008
999,1009,1 Un contador de pedidos venta único para todos los almacenes.,0 Un contador de pedidos venta para cada almacén.,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1009
999,1010,1 Un contador de presup. venta único para todos los almacenes.,0 Un contador de presup. venta para cada almacén.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1010
999,1011,1 Un contador de albaranes venta único para todos los almacenes.,0 Un contador de albaranes venta para cada almacén.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1011
999,1012,1 Un contador de facturas venta único para todos los almacenes.,0 Un contador de facturas venta para cada almacén.,,,,*** USO EXCLUSIVO T.P.V. ***,0,999,999_1012
999,1014,"1 Si el importe de las facturas no supersa el valor contenido en ""v_dec1"" genera",un solo recibo. 0 genera recibos en función de la condiciones del cliente,,10000.000000,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1014
999,1015,En las pantallas e impresión de documentos de compras y ventas aplica el número,"de decimales contenido en el campo ""parametro""",,,,*** USO EXCLUSIVO T.P.V. ***,3,999,999_1015
999,1017,0 : Empresa no trabaja con medidas.     1 : Empresa trabaja con medidas.,NOTA : Fabricacion tiene otro parametro,,,,*** USO EXCLUSIVO T.P.V. ***,1,999,999_1017
999,271,*** OBLIGATORIO CAMPO REFERENCIA CAB. **    **** PEDIDOS DE COMPRA ****,0 - desactivado                         1 - activado,,,,,0,999,999_271
999,272,*** OBLIGATORIO CAMPO REFERENCIA CAB. **   **** ALBARANES DE COMPRA ****,0 - desactivado                         1 - activado,,,,,0,999,999_272
999,273,*** OBLIGATORIO CAMPO REFERENCIA CAB. **   **** PEDIDOS DE VENTA  ****,0 - desactivado                         1 - activado,,,,,0,999,999_273
999,274,*** OBLIGATORIO CAMPO REFERENCIA CAB. **   **** PRESUPUESTOS DE VENTA ****,0 - desactivado                         1 - activado,,,,,0,999,999_274
999,275,*** OBLIGATORIO CAMPO REFERENCIA CAB. ** **** ALBARANES DE VENTA (SV) ****,0 - desactivado                         1 - activado,,,,,0,999,999_275
999,277,******   CONTROL VENDEDOR  ( SV ) ******0 - Desactivado funcionamiento normal.,1 - Es obligatorio introducir el vendedor uno.,,,,,0,999,999_277
999,278,***** CONTROL UNIDADES REPOSICION ******   *****  PEDIDOS DE COMPRA *****,0 - Desactivado                         1 - Activado,,,,,0,999,999_278
999,279,** PEDIR VENDEDOR ( FACT. AGRUPADA )  **         ***  VENTAS ***,0 - Desactivado                         1 - Activado,,,,,0,999,999_279
999,280,******* CONTROL DOCUMENTO PROVEEDOR ****   ****   EN CONTABILIDAD ***,0 - Desactivado                         1 - Activado,,,,,0,999,999_280
999,281,****** CONTROL INSERTA REGISTROS *******    ******  INSERTA TABLA S1601 ******,0 - Desactivado                         1 - Activado,,,,,0,999,999_281
999,282,****** MEDIDAS MULTIPLES VENTAS ********    ****** CONTROL CAMPO NB ******,0 - Permite la entrada en el campo      1 - No Permite la entrada.,,,,,0,999,999_282
999,283,****** FIJOS EN MEDIDAS MULTIPLES ******,0 - Desactivado                         1 - Activado,,,,,0,999,999_283
999,284,*************  COMPRAS  ****************0 - No Controlar,1 - Controlar que el almacen del Proveedor sea el de trabajo.,,,,,0,999,999_284
999,287,******** CLIENTE IVA REDUCIDO  *********   ******* ABIR PANTALLA IVA ********,0 - Desactivado                         1 - Activado,,,,,0,999,999_287
999,288,***** ACTIVACION MINIMOS COMPRAS *******,0 - Minimos Desactivados.               1 - Minimos Activados.,,,,,0,999,999_288
999,289,****** CONTROL ENTREGAS A CUENTA ******* ANTES DE BUSCAR EL CONTADOR DE FACTURAS,0 - Desactivado                         1 - Activado,,,,,0,999,999_289
999,290,***** FORMA DE PAGO TIPO CONTADO *******  ****  ENTREGAS A CUENTA ( GESTION ) **,0 - Desactivado                         1 - Activado,,,,,0,999,999_290
999,291,***** ACUMULA M0319 PER LOTE COMPRA **** ** ACTIVAR JUNTAMENT AMB EL PAR. 73 **,0 - Desactivado                         1 - Activado,,,,,0,999,999_291
1,292,*********** LOTE INTERNO  *************** ENTRADA OBLIGATORIA FECHA CADUCIDAD *,0 - No se permite la entrada de la fecha1 - Se permite la entrada de la fecha.,,,,,0,1,1_292
19,292,*********** LOTE INTERNO  *************** ENTRADA OBLIGATORIA FECHA CADUCIDAD *,0 - No se permite la entrada de la fecha1 - Se permite la entrada de la fecha.,,,,,0,19,19_292
999,292,*********** LOTE INTERNO  *************** ENTRADA OBLIGATORIA FECHA CADUCIDAD *,0 - No se permite la entrada de la fecha1 - Se permite la entrada de la fecha.,,,,,0,999,999_292
1,293,CONTROL CANTIDAD MAXIMA ARMARIOS,(Valor en campo decimal 1),,2500.000000,,,0,1,1_293
19,293,CONTROL CANTIDAD MAXIMA ARMARIOS,(Valor en campo decimal 1),,2500.000000,,,0,19,19_293
999,293,CONTROL CANTIDAD MAXIMA ARMARIOS,(Valor en campo decimal 1),,2500.000000,,,0,999,999_293
1,294,1 Pide el centro de coste en las lineas de factura de compra y en apuntes contab,les. 0 No pide el centro de coste. 2 Igual que 1 y en apuntes pide P_SD(aecoc).,,,,,0,1,1_294
19,294,1 Pide el centro de coste en las lineas de factura de compra y en apuntes contab,les. 0 No pide el centro de coste. 2 Igual que 1 y en apuntes pide P_SD(aecoc).,,,,,0,19,19_294
999,294,1 Pide el centro de coste en las lineas de factura de compra y en apuntes contab,les. 0 No pide el centro de coste. 2 Igual que 1 y en apuntes pide P_SD(aecoc).,,,,,0,999,999_294
999,205,*** CENTRO COSTE*USUARIO EN CONTAB. ***, 0 - Desactivado                         1 - Activado,,,,,0,999,999_205
1,295,*** CENTRO COSTE*USUARIO EN CONTAB. ***   ** FACTURES DE SERVICIO VENTAS **,0 - Desactivado                         1 - Activado,,,,,0,1,1_295
19,295,*** CENTRO COSTE*USUARIO EN CONTAB. ***   ** FACTURES DE SERVICIO VENTAS **,0 - Desactivado                         1 - Activado,,,,,0,19,19_295
999,295,*** CENTRO COSTE*USUARIO EN CONTAB. ***   ** FACTURES DE SERVICIO VENTAS **,0 - Desactivado                         1 - Activado,,,,,0,999,999_295
1,296,* CONTADOR ESPECIAL FACTURAS SERVICIO *,0 - Utiliza el de Contador de Ventas.   1 - Contador Aparte.,,,,,0,1,1_296
19,296,* CONTADOR ESPECIAL FACTURAS SERVICIO *,0 - Utiliza el de Contador de Ventas.   1 - Contador Aparte.,,,,,0,19,19_296
999,296,* CONTADOR ESPECIAL FACTURAS SERVICIO *,0 - Utiliza el de Contador de Ventas.   1 - Contador Aparte.,,,,,0,999,999_296
1,298,***** MASCO ( AUMENTO DE PRECIO  ) *****     *** PEDIDOS DE VENTA ***,0 - Desactivado                         1 - Activado,,,,,0,1,1_298
19,298,***** MASCO ( AUMENTO DE PRECIO  ) *****     *** PEDIDOS DE VENTA ***,0 - Desactivado                         1 - Activado,,,,,0,19,19_298
999,298,***** MASCO ( AUMENTO DE PRECIO  ) *****     *** PEDIDOS DE VENTA ***,0 - Desactivado                         1 - Activado,,,,,0,999,999_298
1,299,**** FACTURACION DIRECTA ALBARAN *******0 - Desactivado.,1 - Si es facturacion diaria pasa a albaran.,,,,,0,1,1_299
19,299,**** FACTURACION DIRECTA ALBARAN *******0 - Desactivado.,1 - Si es facturacion diaria pasa a albaran.,,,,,0,19,19_299
1,300,** ASIGNACIONES LOTES PEDIDOS COMPRAS **,0 - Desactivado.                        1 - Activado.,,,,,1,1,1_300
19,300,** ASIGNACIONES LOTES PEDIDOS COMPRAS **,0 - Desactivado.                        1 - Activado.,,,,,1,19,19_300
999,300,** ASIGNACIONES LOTES PEDIDOS COMPRAS **,0 - Desactivado.                        1 - Activado.,,,,,1,999,999_300
1,301,********* RECALCULO TABLA TOTALES ******0 - Desactivado,1 - Facturacion agrupada de compra se utiliza por diferentes almacenes.,,,,,0,1,1_301
19,301,********* RECALCULO TABLA TOTALES ******0 - Desactivado,1 - Facturacion agrupada de compra se utiliza por diferentes almacenes.,,,,,0,19,19_301
999,301,********* RECALCULO TABLA TOTALES ******0 - Desactivado,1 - Facturacion agrupada de compra se utiliza por diferentes almacenes.,,,,,0,999,999_301
1,302,********** LOTES ( COMPRAS ) ***********0 - La ubicacion es modificable.,1 - La ubicacion no es modificable.,,,,,0,1,1_302
19,302,********** LOTES ( COMPRAS ) ***********0 - La ubicacion es modificable.,1 - La ubicacion no es modificable.,,,,,0,19,19_302
999,302,********** LOTES ( COMPRAS ) ***********0 - La ubicacion es modificable.,1 - La ubicacion no es modificable.,,,,,0,999,999_302
999,225,*** OBSERVACIONES POR CLIENTE Y TIPO ***      *******  POR ALMACEN *******,0 - Observaciones Std. por cliente.     1 - Observaciones cliente y tipo almacen,,,,,0,999,999_225
999,226,*********  MANT. CLIENTES   ************0 - Mant. clientes standard,1 - Mant. clientes por almacen          2 - Pregunta ( cargar std. o almacen ),,,,,0,999,999_226
999,227,******  MANT.  PROVEEDORES *************0 - Mant. proveedores std.,1 - Mant. proveedores por almacen.      2 - Pregunta std. o almacen.,,,,,0,999,999_227
999,228,******* TARIFAS POR ALMACEN ************    ***** COMPRAS ***********,0 - Tarifa std. por proveedor           1 - Tarifa std. por proveedor y almacen,,,,,0,999,999_228
999,229,****** FORMAS DE PAGO POR ALMACEN ******    *******  COMPRAS  *******,0 - Forma pago std. por proveedor       1 - Forma pago std. por almacen y prove.,,,,,0,999,999_229
999,230,** OBSERVACIONES PROVEE. POR ALMACEN ***      ******* COMPRAS ************,0 - Observaciones proveedor std.        1 - Obser. proveedor prove. y almacen.,,,,,0,999,999_230
999,231,*******  COMISIONES  ( VENTAS ) ********,0 - Comisiones por categoria            1 - Comisiones por subcta. vendedor,,,,,0,999,999_231
999,232,*****  CANALES ( VENTAS ) ******        0 - No trabaja con canales,1 - Trabaja con canales y se pide.      2 - Trabaja con canales.Asig. automatica,,,,,0,999,999_232
999,233,****** CANALES ( Compras ) *************0 - No trabaja con canal.,1 - Trabaja con canales y la pide.      2 - Trabaja con canales.Asig. automatica,,,,,0,999,999_233
999,234,******** OBRAS - ( VENTAS ) ************,0  -  No trabaja con obras              1  -  Trabaja con obras,,,,,0,999,999_234
999,235,***** AGRUPADA VENTAS ( VXXXX15 ) ******,0 - No actualiza tabla vxxxx15.         1 - Actualiza tabla vxxxx15.,,,,,0,999,999_235
