empresa,ejercicio,asiento,orden,fecha_entrada,fecha_contable,usuario,subcta,importe_debe,debe_base,debe_euro,importe_haber,haber_base,haber_euro,tipo,moneda,cambio,cambio_euro,fecha_valor,concepto,descripcion_1,descripcion_2,documento,subcta_contrap,impreso,fecha_impreso,asiento_definitivo,orden_definitivo,diario,procedencia,estado,centro,p_s,p_sd,triangulado,iden,empresa_id,ejercicio_id,subcta_id,moneda_id,subcta_contrap_id,name
1,2023,23002832,78,2024-02-16,2023-12-31,inagasa1,5720000,0.00000,0.00000,,377495.90000,377495.90000,,H,9,1.000000,,2023-12-31,61,Cierre,,,,S,,23002829,78,0,612,,,,,,,1,1_2023,1_5720000,9,1_5720000,1_23002832_78
1,2023,23000657,2,2023-03-28,2023-03-27,inagasa1,5720000,512.01000,512.01000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,41,Remesa n/fra,23000088,,430,S,,23000657,2,0,300,,,,,,O,1,1_2023,1_5720000,9,1_5720000,1_23000657_2
19,2023,23000018,1,2023-04-12,2023-03-20,inagasa1,4400004,63.68000,63.68000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra.I 0000006926,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000018_1
1,2023,23000667,1,2023-03-28,2023-03-27,inagasa1,4000314,0.00000,0.00000,,1437.48000,1437.48000,,H,9,1.000000,,2023-03-27,21,Su factura,2023-A/30232,23000196,,,,23000667,1,0,210,,,,,,,1,1_2023,1_4000314,9,1_4000314,1_23000667_1
19,2023,23000019,1,2023-04-12,2023-03-28,inagasa1,4400003,175.00000,175.00000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,ROCA ROCA  ,Alb. A-V/10569,,6020011,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000019_1
19,2023,23000019,2,2023-04-12,2023-03-28,inagasa1,6020011,0.00000,0.00000,0.00000,175.00000,175.00000,0.00000,H,9,1.000000,0.000000,,0,ROCA ROCA  ,Alb. A-V/10569,,4400003,,,0,0,0,600,,,,,,,19,19_2023,19_6020011,9,19_6020011,19_23000019_2
19,2023,23000017,1,2023-04-12,2023-03-01,inagasa1,4400004,7.23000,7.23000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,IMECAT Alb.A3157,,,6040011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000017_1
19,2023,23000017,2,2023-04-12,2023-03-01,inagasa1,6040011,0.00000,0.00000,0.00000,7.23000,7.23000,0.00000,H,9,1.000000,0.000000,,0,IMECAT Alb.A3157,,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6040011,9,19_6040011,19_23000017_2
19,2023,23000020,1,2023-04-12,2023-03-30,inagasa1,4400005,1186.74000,1186.74000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,REMM Fra. T123 722,,,6222511,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000020_1
19,2023,23000020,2,2023-04-12,2023-03-30,inagasa1,6222511,0.00000,0.00000,0.00000,1186.74000,1186.74000,0.00000,H,9,1.000000,0.000000,,0,REMM Fra. T123 722,,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6222511,9,19_6222511,19_23000020_2
19,2023,23000021,1,2023-04-12,2023-03-31,inagasa1,4400003,210.28000,210.28000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000021_1
19,2023,23000021,2,2023-04-12,2023-03-31,inagasa1,4400004,210.28000,210.28000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000021_2
19,2023,23000021,3,2023-04-12,2023-03-31,inagasa1,4400005,210.28000,210.28000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000021_3
19,2023,23000021,4,2023-04-12,2023-03-31,inagasa1,6290011,0.00000,0.00000,0.00000,630.84000,630.84000,0.00000,H,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000021_4
19,2023,23000023,1,2023-04-12,2023-03-31,inagasa1,4400005,141.73000,141.73000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES MARÇ,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000023_1
19,2023,23000023,2,2023-04-12,2023-03-31,inagasa1,6290011,0.00000,0.00000,0.00000,141.73000,141.73000,0.00000,H,9,1.000000,0.000000,,0,DESPESES MARÇ,,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000023_2
19,2023,23000026,1,2023-04-12,2023-03-31,inagasa1,6101011,5538.98000,5538.98000,,0.00000,0.00000,,D,9,1.000000,,2023-04-12,0,VARIACIO MARÇ,,,3000000,N,,,,0,1000,,,,,N,,19,19_2023,19_6101011,9,19_6101011,19_23000026_1
19,2023,23000026,2,2023-04-12,2023-03-31,inagasa1,3000000,0.00000,0.00000,,5538.98000,5538.98000,,H,9,1.000000,,2023-04-12,0,VARIACIO MARÇ,,,6101011,N,,,,0,1000,,,,,N,,19,19_2023,19_3000000,9,19_3000000,19_23000026_2
19,2023,23000022,1,2023-04-12,2023-03-31,inagasa1,4400004,37.76000,37.76000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES MARÇ,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000022_1
19,2023,23000022,2,2023-04-12,2023-03-31,inagasa1,6290011,0.00000,0.00000,0.00000,37.76000,37.76000,0.00000,H,9,1.000000,0.000000,,0,DESPESES MARÇ,,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000022_2
19,2023,23000024,1,2023-04-12,2023-03-31,inagasa1,4400003,199.74000,199.74000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES MARÇ,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000024_1
19,2023,23000024,2,2023-04-12,2023-03-31,inagasa1,6020011,0.00000,0.00000,0.00000,46.69000,46.69000,0.00000,H,9,1.000000,0.000000,,0,DESPESES MARÇ,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6020011,9,19_6020011,19_23000024_2
19,2023,23000024,3,2023-04-12,2023-03-31,inagasa1,6290011,0.00000,0.00000,0.00000,153.05000,153.05000,0.00000,H,9,1.000000,0.000000,,0,DESPESES MARÇ,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000024_3
19,2023,23000025,1,2023-04-12,2023-03-31,inagasa1,4400003,29.28000,29.28000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,F.VIDAL Alb.GE/21283,,,6040011,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000025_1
19,2023,23000025,2,2023-04-12,2023-03-31,inagasa1,6040011,0.00000,0.00000,0.00000,29.28000,29.28000,0.00000,H,9,1.000000,0.000000,,0,F.VIDAL Alb.GE/21283,,,4400003,,,0,0,0,600,,,,,,,19,19_2023,19_6040011,9,19_6040011,19_23000025_2
19,2023,23000054,1,2023-07-10,2023-06-30,inagasa1,6101011,5795.34000,5795.34000,,0.00000,0.00000,,D,9,1.000000,,2023-07-10,0,VARIACIO JUNY,,,3000000,N,,,,0,1000,,,,,N,,19,19_2023,19_6101011,9,19_6101011,19_23000054_1
1,2023,23000872,1,2023-04-20,2023-04-19,inagasa1,4000787,0.00000,0.00000,,47.19000,47.19000,,H,9,1.000000,,2023-04-18,21,Su factura,23/003712,23000268,,,,23000871,1,0,210,,,,,,,1,1_2023,1_4000787,9,1_4000787,1_23000872_1
19,2023,23000018,2,2023-04-12,2023-03-20,inagasa1,6290011,0.00000,0.00000,0.00000,63.68000,63.68000,0.00000,H,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra.I 0000006926,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000018_2
19,2023,23000028,1,2023-05-05,2023-04-26,inagasa1,4400005,189.51000,189.51000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DROGUERIA  Alb.2858,,,6020011,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000028_1
19,2023,23000027,1,2023-05-05,2023-04-19,inagasa1,4400004,36.27000,36.27000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I0000010251,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000027_1
19,2023,23000027,2,2023-05-05,2023-04-19,inagasa1,6290011,0.00000,0.00000,0.00000,36.27000,36.27000,0.00000,H,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I0000010251,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000027_2
19,2023,23000054,2,2023-07-10,2023-06-30,inagasa1,3000000,0.00000,0.00000,,5795.34000,5795.34000,,H,9,1.000000,,2023-07-10,0,VARIACIO JUNY,,,6101011,N,,,,0,1000,,,,,N,,19,19_2023,19_3000000,9,19_3000000,19_23000054_2
19,2023,23000028,2,2023-05-05,2023-04-26,inagasa1,6020011,0.00000,0.00000,0.00000,189.51000,189.51000,0.00000,H,9,1.000000,0.000000,,0,DROGUERIA  Alb.2858,,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6020011,9,19_6020011,19_23000028_2
19,2023,23000029,1,2023-05-05,2023-04-28,inagasa1,4400003,148.46000,148.46000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000029_1
19,2023,23000029,2,2023-05-05,2023-04-28,inagasa1,4400004,129.51000,129.51000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000029_2
19,2023,23000029,3,2023-05-05,2023-04-28,inagasa1,4400005,148.46000,148.46000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000029_3
19,2023,23000029,4,2023-05-05,2023-04-28,inagasa1,6290011,0.00000,0.00000,0.00000,426.43000,426.43000,0.00000,H,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000029_4
19,2023,23000032,1,2023-05-05,2023-04-30,inagasa1,4400005,113.14000,113.14000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES ABRIL,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000032_1
19,2023,23000030,1,2023-05-05,2023-04-30,inagasa1,4400004,180.56000,180.56000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES ABRIL,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000030_1
19,2023,23000030,2,2023-05-05,2023-04-30,inagasa1,6290011,0.00000,0.00000,0.00000,180.56000,180.56000,0.00000,H,9,1.000000,0.000000,,0,DESPESES ABRIL,,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000030_2
19,2023,23000031,1,2023-05-05,2023-04-30,inagasa1,4400003,126.16000,126.16000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES ABRIL,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000031_1
19,2023,23000031,2,2023-05-05,2023-04-30,inagasa1,6020011,0.00000,0.00000,0.00000,0.83000,0.83000,0.00000,H,9,1.000000,0.000000,,0,DESPESES ABRIL,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6020011,9,19_6020011,19_23000031_2
19,2023,23000031,3,2023-05-05,2023-04-30,inagasa1,6290011,0.00000,0.00000,0.00000,125.33000,125.33000,0.00000,H,9,1.000000,0.000000,,0,DESPESES ABRIL,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000031_3
19,2023,23000032,2,2023-05-05,2023-04-30,inagasa1,6290011,0.00000,0.00000,0.00000,113.14000,113.14000,0.00000,H,9,1.000000,0.000000,,0,DESPESES ABRIL,,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000032_2
19,2023,23000033,1,2023-05-05,2023-04-30,inagasa1,4400004,50.21000,50.21000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I0000011850,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000033_1
19,2023,23000033,2,2023-05-05,2023-04-30,inagasa1,4400005,64.21000,64.21000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I0000011850,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000033_2
19,2023,23000033,3,2023-05-05,2023-04-30,inagasa1,6290011,0.00000,0.00000,0.00000,114.42000,114.42000,0.00000,H,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I0000011850,,,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000033_3
19,2023,23000034,1,2023-05-05,2023-04-30,inagasa1,6101011,-738.17000,-738.17000,,0.00000,0.00000,,D,9,1.000000,,2023-05-05,0,VARIACIO ABRIL,,,3000000,N,,,,0,1000,,,,,N,,19,19_2023,19_6101011,9,19_6101011,19_23000034_1
19,2023,23000034,2,2023-05-05,2023-04-30,inagasa1,3000000,0.00000,0.00000,,-738.17000,-738.17000,,H,9,1.000000,,2023-05-05,0,VARIACIO ABRIL,,,6101011,N,,,,0,1000,,,,,N,,19,19_2023,19_3000000,9,19_3000000,19_23000034_2
19,2023,23000035,1,2023-06-06,2023-05-02,inagasa1,4400002,43.78000,43.78000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,IMECAT Alb.A3235,,,6040011,,,0,0,0,600,,,,,,,19,19_2023,19_4400002,9,19_4400002,19_23000035_1
19,2023,23000035,2,2023-06-06,2023-05-02,inagasa1,6040011,0.00000,0.00000,0.00000,43.78000,43.78000,0.00000,H,9,1.000000,0.000000,,0,IMECAT Alb.A3235,,,4400002,,,0,0,0,600,,,,,,,19,19_2023,19_6040011,9,19_6040011,19_23000035_2
1,2023,23002832,69,2024-02-16,2023-12-31,inagasa1,4000409,65.96000,65.96000,,0.00000,0.00000,,D,9,1.000000,,2023-12-31,61,Cierre,,,,,,23002829,69,0,612,,,,,,,1,1_2023,1_4000409,9,1_4000409,1_23002832_69
1,2023,23002832,68,2024-02-16,2023-12-31,inagasa1,4300160,0.00000,0.00000,,509.99000,509.99000,,H,9,1.000000,,2023-12-31,61,Cierre,,,,,,23002829,68,0,612,,,,,,,1,1_2023,1_4300160,9,1_4300160,1_23002832_68
1,2023,23002832,70,2024-02-16,2023-12-31,inagasa1,4300013,0.00000,0.00000,,27902.00000,27902.00000,,H,9,1.000000,,2023-12-31,61,Cierre,,,,,,23002829,70,0,612,,,,,,,1,1_2023,1_4300013,9,1_4300013,1_23002832_70
19,2023,23000036,1,2023-06-06,2023-05-02,inagasa1,4400005,68.16000,68.16000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,IMPOST CIRCUL·LACIO,,,6310011,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000036_1
19,2023,23000036,2,2023-06-06,2023-05-02,inagasa1,6310011,0.00000,0.00000,0.00000,68.16000,68.16000,0.00000,H,9,1.000000,0.000000,,0,IMPOST CIRCUL·LACIO,,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6310011,9,19_6310011,19_23000036_2
19,2023,23000038,1,2023-06-06,2023-05-10,inagasa1,4400003,470.00000,470.00000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,A D'AIGUA Fra.1441,,,6222511,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000038_1
1,2023,23002832,71,2024-02-16,2023-12-31,inagasa1,4301244,0.00000,0.00000,,8045.29000,8045.29000,,H,9,1.000000,,2023-12-31,61,Cierre,,,,,,23002829,71,0,612,,,,,,,1,1_2023,1_4301244,9,1_4301244,1_23002832_71
1,2023,23002832,72,2024-02-16,2023-12-31,inagasa1,4300357,0.00000,0.00000,,121.00000,121.00000,,H,9,1.000000,,2023-12-31,61,Cierre,,,,,,23002829,72,0,612,,,,,,,1,1_2023,1_4300357,9,1_4300357,1_23002832_72
19,2023,23000037,1,2023-06-06,2023-05-04,inagasa1,4400005,72.15000,72.15000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DROGUERIA Alb.2861,,,6020011,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000037_1
19,2023,23000037,2,2023-06-06,2023-05-04,inagasa1,6020011,0.00000,0.00000,0.00000,72.15000,72.15000,0.00000,H,9,1.000000,0.000000,,0,DROGUERIA Alb.2861,,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6020011,9,19_6020011,19_23000037_2
19,2023,23000039,1,2023-06-06,2023-05-31,inagasa1,4400003,234.02000,234.02000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000039_1
19,2023,23000039,2,2023-06-06,2023-05-31,inagasa1,4400004,197.17000,197.17000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000039_2
19,2023,23000039,3,2023-06-06,2023-05-31,inagasa1,4400005,234.02000,234.02000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000039_3
19,2023,23000039,4,2023-06-06,2023-05-31,inagasa1,6290011,0.00000,0.00000,0.00000,665.21000,665.21000,0.00000,H,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000039_4
19,2023,23000040,1,2023-06-06,2023-05-31,inagasa1,4400005,243.76000,243.76000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,REMM GUITART ,Fra. T123 1289,,6222511,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000040_1
19,2023,23000040,2,2023-06-06,2023-05-31,inagasa1,6222511,0.00000,0.00000,0.00000,243.76000,243.76000,0.00000,H,9,1.000000,0.000000,,0,REMM GUITART ,Fra. T123 1289,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6222511,9,19_6222511,19_23000040_2
19,2023,23000041,1,2023-06-06,2023-05-31,inagasa1,4400003,76.43000,76.43000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DEPESES MAIG,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000041_1
19,2023,23000041,2,2023-06-06,2023-05-31,inagasa1,6290011,0.00000,0.00000,0.00000,76.43000,76.43000,0.00000,H,9,1.000000,0.000000,,0,DEPESES MAIG,,,4400003,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000041_2
19,2023,23000042,1,2023-06-06,2023-05-31,inagasa1,4400004,106.24000,106.24000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DEPESES MAIG,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000042_1
19,2023,23000042,2,2023-06-06,2023-05-31,inagasa1,6290011,0.00000,0.00000,0.00000,106.24000,106.24000,0.00000,H,9,1.000000,0.000000,,0,DEPESES MAIG,,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000042_2
19,2023,23000043,1,2023-06-06,2023-05-31,inagasa1,4400004,48.96000,48.96000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I 0000015150,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000043_1
19,2023,23000043,2,2023-06-06,2023-05-31,inagasa1,6290011,0.00000,0.00000,0.00000,48.96000,48.96000,0.00000,H,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I 0000015150,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000043_2
1,2023,23001292,1,2023-06-08,2023-06-07,inagasa1,5720000,7543.27000,7543.27000,,0.00000,0.00000,,D,9,1.000000,,2023-06-08,0,DEVOLUCIO DEUTE,,,4400005,S,,23001292,1,0,1000,,,,,N,,1,1_2023,1_5720000,9,1_5720000,1_23001292_1
19,2023,23000044,1,2023-06-06,2023-05-31,inagasa1,6101011,-4595.05000,-4595.05000,,0.00000,0.00000,,D,9,1.000000,,2023-06-06,0,VARIACIO MAIG,,,3000000,N,,,,0,1000,,,,,N,,19,19_2023,19_6101011,9,19_6101011,19_23000044_1
19,2023,23000044,2,2023-06-06,2023-05-31,inagasa1,3000000,0.00000,0.00000,,-4595.05000,-4595.05000,,H,9,1.000000,,2023-06-06,0,VARIACIO MAIG,,,6101011,N,,,,0,1000,,,,,N,,19,19_2023,19_3000000,9,19_3000000,19_23000044_2
19,2023,23000045,1,2023-06-06,2023-05-31,inagasa1,6101011,2470.82000,2470.82000,,0.00000,0.00000,,D,9,1.000000,,2023-06-06,0,VARIACIO 2022,CORRE.JUST. 0101,,3000000,N,,,,0,1000,,,,,N,,19,19_2023,19_6101011,9,19_6101011,19_23000045_1
19,2023,23000045,2,2023-06-06,2023-05-31,inagasa1,3000000,0.00000,0.00000,,2470.82000,2470.82000,,H,9,1.000000,,2023-06-06,0,VARIACIO 2022,CORRE.JUST. 0101,,6101011,N,,,,0,1000,,,,,N,,19,19_2023,19_3000000,9,19_3000000,19_23000045_2
1,2023,23001212,2,2023-05-31,2023-05-29,inagasa1,5720000,7749.37000,7749.37000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,41,Remesa n/fra,23000157,,430,S,,23001199,2,0,300,,,,,,O,1,1_2023,1_5720000,9,1_5720000,1_23001212_2
19,2023,23000038,2,2023-06-06,2023-05-10,inagasa1,6222511,0.00000,0.00000,0.00000,470.00000,470.00000,0.00000,H,9,1.000000,0.000000,,0,A D'AIGUA Fra.1441,,,4400003,,,0,0,0,600,,,,,,,19,19_2023,19_6222511,9,19_6222511,19_23000038_2
1,2023,23000984,2,2023-05-03,2023-04-28,inagasa1,5721000,1435.57000,1435.57000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,41,Remesa n/fra,23000123,,430,S,,23000982,2,0,300,,,,,,O,1,1_2023,1_5721000,9,1_5721000,1_23000984_2
19,2023,23000046,1,2023-07-06,2023-06-01,inagasa1,4400003,102.65000,102.65000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,IMECAT Alb.A3261,,,6040011,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000046_1
19,2023,23000047,1,2023-07-06,2023-06-20,inagasa1,4400005,53.25000,53.25000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I 0000016848,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000047_1
19,2023,23000047,2,2023-07-06,2023-06-20,inagasa1,6290011,0.00000,0.00000,0.00000,53.25000,53.25000,0.00000,H,9,1.000000,0.000000,,0,NEUMATICOS SOLEDAD,Fra. I 0000016848,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000047_2
1,2023,23001252,1,2023-06-05,2023-05-31,inagasa1,4000464,0.00000,0.00000,0.00000,118.39000,118.39000,0.00000,H,9,1.000000,0.000000,2023-05-31,21,S/fra. 355,"",23000374,,,,23001251,1,0,220,,,,,,,1,1_2023,1_4000464,9,1_4000464,1_23001252_1
19,2023,23000048,1,2023-07-06,2023-06-29,inagasa1,4400003,217.27000,217.27000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000048_1
19,2023,23000048,2,2023-07-06,2023-06-29,inagasa1,4400004,217.27000,217.27000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000048_2
19,2023,23000048,3,2023-07-06,2023-06-29,inagasa1,4400005,217.27000,217.27000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000048_3
19,2023,23000048,4,2023-07-06,2023-06-29,inagasa1,6290011,0.00000,0.00000,0.00000,651.81000,651.81000,0.00000,H,9,1.000000,0.000000,,0,DIETES,,,,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000048_4
19,2023,23000051,1,2023-07-06,2023-06-30,inagasa1,4400003,428.14000,428.14000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES JUNY,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400003,9,19_4400003,19_23000051_1
19,2023,23000051,2,2023-07-06,2023-06-30,inagasa1,6290011,0.00000,0.00000,0.00000,428.14000,428.14000,0.00000,H,9,1.000000,0.000000,,0,DESPESES JUNY,,,4400003,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000051_2
19,2023,23000049,1,2023-07-06,2023-06-30,inagasa1,4400005,149.18000,149.18000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESE JUNY,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400005,9,19_4400005,19_23000049_1
19,2023,23000049,2,2023-07-06,2023-06-30,inagasa1,6290011,0.00000,0.00000,0.00000,149.18000,149.18000,0.00000,H,9,1.000000,0.000000,,0,DESPESE JUNY,,,4400005,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000049_2
19,2023,23000050,1,2023-07-06,2023-06-30,inagasa1,4400004,28.72000,28.72000,0.00000,0.00000,0.00000,0.00000,D,9,1.000000,0.000000,,0,DESPESES JUNY,,,6290011,,,0,0,0,600,,,,,,,19,19_2023,19_4400004,9,19_4400004,19_23000050_1
19,2023,23000050,2,2023-07-06,2023-06-30,inagasa1,6290011,0.00000,0.00000,0.00000,28.72000,28.72000,0.00000,H,9,1.000000,0.000000,,0,DESPESES JUNY,,,4400004,,,0,0,0,600,,,,,,,19,19_2023,19_6290011,9,19_6290011,19_23000050_2
