empresa,subcta,linea_producto,clv_sub,subcta_contable,subcta_facturacion,zona_comercial,categoria,categoria_rappel,categoria_oferta,ficha_cerrada,fecha_alta,fecha_baja,subcta_contra,empresa_id,subcta_contable_id,subcta_facturacion_id,name
1,4300667,1,,4300667,4300667,3,NO VISITA,,,0,1996-11-22,,,1,1_4300667,1_4300667,1_4300667
1,4000596,1,,4000596,4000596,,,,,,2005-01-14,,,1,1_4000596,1_4000596,1_4000596
19,4301435,1,,4301435,4301435,77,0,,,,2002-11-11,,,19,19_4301435,19_4301435,19_4301435
1,4000774,1,,4000774,4000774,,,,,0,2020-11-19,,,1,1_4000774,1_4000774,1_4000774
1,4300880,1,,4300880,4300880,5,A,,,0,1995-11-20,,,1,1_4300880,1_4300880,1_4300880
1,4300294,1,,4300294,4300294,41,0,,,0,1998-10-30,,,1,1_4300294,1_4300294,1_4300294
1,4000562,1,,4000562,4000562,77,,,,,2002-12-31,,,1,1_4000562,1_4000562,1_4000562
1,4300160,1,,4300160,4300160,12,0,,,0,1995-11-14,,,1,1_4300160,1_4300160,1_4300160
1,4301691,1,,4301691,4301691,36,,,,0,2012-05-02,,,1,1_4301691,1_4301691,1_4301691
1,4301404,1,,4301404,4301404,4,NO VISITA,,,0,2001-06-20,,,1,1_4301404,1_4301404,1_4301404
1,4300292,1,,4300292,4300292,10,0,,,1,1995-11-14,2017-10-23,,1,1_4300292,1_4300292,1_4300292
19,4301175,1,,4301175,4301175,6,0,,,0,1997-04-17,,,19,19_4301175,19_4301175,19_4301175
19,4302257,1,,4302257,4302257,77,1,,,0,1996-10-10,,,19,19_4302257,19_4302257,19_4302257
1,4000255,1,,4000255,4000255,77,,,,0,2003-02-17,,,1,1_4000255,1_4000255,1_4000255
1,4301004,1,,4301004,4301004,39,0,,,0,2000-03-14,,,1,1_4301004,1_4301004,1_4301004
1,4300652,1,,4300652,4300652,77,0,,,0,1995-11-17,,,1,1_4300652,1_4300652,1_4300652
1,4300681,1,,4300681,4300681,4,A,,,0,1995-11-20,,,1,1_4300681,1_4300681,1_4300681
1,4000563,1,,4000563,4000563,77,,,,,2003-01-29,,,1,1_4000563,1_4000563,1_4000563
19,4301161,1,,4301161,4301161,77,0,,,,1997-01-21,,,19,19_4301161,19_4301161,19_4301161
19,4301445,1,,4301445,4301445,77,0,,,,2003-01-29,,,19,19_4301445,19_4301445,19_4301445
1,4000209,1,,4000209,4000209,77,,,,0,1997-02-12,,,1,1_4000209,1_4000209,1_4000209
19,4301241,1,,4301241,4301241,77,0,,,,1998-04-21,,,19,19_4301241,19_4301241,19_4301241
1,4000565,1,,4000565,4000565,77,,,,,2003-02-17,,,1,1_4000565,1_4000565,1_4000565
1,4000066,1,,4000066,4000066,77,,,,0,1995-11-15,,,1,1_4000066,1_4000066,1_4000066
1,4000615,1,,4000615,4000615,,,,,,2006-05-04,,,1,1_4000615,1_4000615,1_4000615
19,4300466,1,,4300466,4300466,77,0,,,,2003-02-17,,,19,19_4300466,19_4300466,19_4300466
1,4000017,1,,4000017,4000017,77,,,,0,1995-12-12,,,1,1_4000017,1_4000017,1_4000017
1,4000268,1,,4000268,4000268,77,,,,0,1995-12-12,,,1,1_4000268,1_4000268,1_4000268
1,4000228,1,,4000228,4000228,77,,,,0,1995-11-15,,,1,1_4000228,1_4000228,1_4000228
1,4000302,1,,4000302,4000302,77,,,,0,1995-12-12,,,1,1_4000302,1_4000302,1_4000302
1,4000383,1,,4000383,4000383,77,,,,0,1995-12-12,,,1,1_4000383,1_4000383,1_4000383
1,4000394,1,,4000394,4000394,77,,,,0,1995-12-12,,,1,1_4000394,1_4000394,1_4000394
1,4000405,1,,4000405,4000405,77,,,,0,1995-12-12,,,1,1_4000405,1_4000405,1_4000405
1,4000416,1,,4000416,4000416,77,,,,0,1995-12-12,,,1,1_4000416,1_4000416,1_4000416
1,4301164,1,,4301164,4301164,3,S,,,1,1997-01-30,2015-10-08,,1,1_4301164,1_4301164,1_4301164
1,4100055,1,,4100055,4100055,77,,,,0,1995-12-19,,,1,1_4100055,1_4100055,1_4100055
1,4300776,1,,4300776,4300776,82,0,,,0,1997-03-06,,,1,1_4300776,1_4300776,1_4300776
19,4301415,1,,4301415,4301415,77,0,,,,2001-12-05,,,19,19_4301415,19_4301415,19_4301415
19,4301449,1,,4301449,4301449,,0,,,,2003-03-03,,,19,19_4301449,19_4301449,19_4301449
19,4301240,1,,4301240,4301240,7,0,,,0,1998-04-20,,,19,19_4301240,19_4301240,19_4301240
1,4000692,1,,4000692,4000692,,,,,0,2012-05-10,,,1,1_4000692,1_4000692,1_4000692
19,4301451,1,,4301451,4301451,7,0,,,0,2003-03-06,,,19,19_4301451,19_4301451,19_4301451
19,4300903,1,,4300903,4300903,3,0,,,0,1996-11-26,,,19,19_4300903,19_4300903,19_4300903
1,4000566,1,,4000566,4000566,,,,,,2003-03-11,,,1,1_4000566,1_4000566,1_4000566
1,4300013,1,,4300013,4300013,9,0,,,0,1995-11-10,,,1,1_4300013,1_4300013,1_4300013
1,4300970,1,,4300970,4300970,5,S,,,0,1997-06-09,,,1,1_4300970,1_4300970,1_4300970
1,4301500,1,,4301500,4301500,50,0,,,0,2004-11-29,,,1,1_4301500,1_4301500,1_4301500
1,4301472,1,,4301472,4301472,9,0,,,0,2003-12-02,,,1,1_4301472,1_4301472,1_4301472
1,4301069,1,,4301069,4301069,9,0,,,1,1995-11-21,2014-03-24,,1,1_4301069,1_4301069,1_4301069
1,4300604,1,,4300604,4300604,46,0,,,0,1995-11-16,,,1,1_4300604,1_4300604,1_4300604
1,4300114,1,,4300114,4300114,22,0,,,0,1995-11-14,,,1,1_4300114,1_4300114,1_4300114
1,4300895,1,,4300895,4300895,4,S,,,0,1995-11-20,,,1,1_4300895,1_4300895,1_4300895
1,4300066,1,,4300066,4300066,3,A,,,0,1995-11-13,,,1,1_4300066,1_4300066,1_4300066
1,4301743,1,,4301743,4301743,4,NO VISITA,,,0,1995-11-21,,,1,1_4301743,1_4301743,1_4301743
1,4300077,1,,4300077,4300077,80,0,,,0,1995-11-13,,,1,1_4300077,1_4300077,1_4300077
1,4000215,1,,4000215,4000215,77,,,,0,1996-01-03,,,1,1_4000215,1_4000215,1_4000215
1,4300576,1,,4300576,4300576,81,0,,,0,1995-11-16,,,1,1_4300576,1_4300576,1_4300576
1,4300293,1,,4300293,4300293,81,0,,,1,1995-11-14,2017-10-23,,1,1_4300293,1_4300293,1_4300293
1,4000337,1,,4000337,4000337,77,,,,0,1996-01-24,,,1,1_4000337,1_4000337,1_4000337
1,4300585,1,,4300585,4300585,80,0,,,0,1995-11-16,,,1,1_4300585,1_4300585,1_4300585
1,4301003,1,,4301003,4301003,28,0,,,0,1995-12-13,,,1,1_4301003,1_4301003,1_4301003
19,4301205,1,,4301205,4301205,77,0,,,,1997-10-01,,,19,19_4301205,19_4301205,19_4301205
1,4300903,1,,4300903,4300903,3,NO VISITA,,,0,1996-11-26,,,1,1_4300903,1_4300903,1_4300903
1,4300042,1,,4300042,4300042,10,0,,,0,1995-11-10,,,1,1_4300042,1_4300042,1_4300042
1,4300659,1,,4300659,4300659,25,0,,,0,1995-11-17,,,1,1_4300659,1_4300659,1_4300659
19,4301421,1,,4301421,4301421,77,0,,,,2002-02-18,,,19,19_4301421,19_4301421,19_4301421
1,4301620,1,,4301620,4301620,4,,,,1,2008-11-18,2017-11-09,,1,1_4301620,1_4301620,1_4301620
1,4000206,1,,4000206,4000206,,,,,0,2006-04-05,,,1,1_4000206,1_4000206,1_4000206
1,4300830,1,,4300830,4300830,7,A,,,0,1995-11-20,,,1,1_4300830,1_4300830,1_4300830
1,4000610,1,,4000610,4000610,,,,,,2005-11-16,,,1,1_4000610,1_4000610,1_4000610
1,4300203,1,,4300203,4300203,77,0,,,0,1995-11-14,,,1,1_4300203,1_4300203,1_4300203
1,4300870,1,,4300870,4300870,28,0,,,1,1996-11-25,2016-04-04,,1,1_4300870,1_4300870,1_4300870
19,4301173,1,,4301173,4301173,4,0,,,0,1997-04-09,,,19,19_4301173,19_4301173,19_4301173
1,4300677,1,,4300677,4300677,5,T,,,0,1995-11-20,,,1,1_4300677,1_4300677,1_4300677
1,4301266,1,,4301266,4301266,41,0,,,0,1998-12-22,,,1,1_4301266,1_4301266,1_4301266
1,4300986,1,,4300986,4300986,25,0,,,0,1995-11-20,,,1,1_4300986,1_4300986,1_4300986
1,4302055,1,,4302055,4302055,17,0,,,0,1996-06-26,,,1,1_4302055,1_4302055,1_4302055
1,4301123,1,,4301123,4301123,77,0,,,0,1996-02-21,,,1,1_4301123,1_4301123,1_4301123
1,4000370,1,,4000370,4000370,77,,,,0,1996-02-23,,,1,1_4000370,1_4000370,1_4000370
1,4301022,1,,4301022,4301022,7,S,,,0,1996-11-26,,,1,1_4301022,1_4301022,1_4301022
1,4301433,1,,4301433,4301433,17,0,,,0,2002-10-25,,,1,1_4301433,1_4301433,1_4301433
1,4301038,1,,4301038,4301038,36,0,,,0,1996-02-21,,,1,1_4301038,1_4301038,1_4301038
1,4301054,1,,4301054,4301054,9,0,,,1,1996-11-26,2013-01-01,,1,1_4301054,1_4301054,1_4301054
1,4100989,1,,4100989,4100989,,,,,0,2013-12-18,,,1,1_4100989,1_4100989,1_4100989
1,4100991,1,,4100991,4100991,,,,,0,2021-02-17,,,1,1_4100991,1_4100991,1_4100991
19,4301129,1,,4301129,4301129,77,0,,,0,1996-05-17,,,19,19_4301129,19_4301129,19_4301129
1,4300797,1,,4300797,4300797,6,0,,,0,1995-11-20,,,1,1_4300797,1_4300797,1_4300797
1,4301541,1,,4301541,4301541,28,A,,,0,2006-05-29,,,1,1_4301541,1_4301541,1_4301541
19,4301388,1,,4301388,4301388,77,0,,,,2000-11-16,,,19,19_4301388,19_4301388,19_4301388
1,4300195,1,,4300195,4300195,17,0,,,0,1995-11-14,,,1,1_4300195,1_4300195,1_4300195
1,4000421,1,,4000421,4000421,77,,,,,1996-05-10,,,1,1_4000421,1_4000421,1_4000421
1,4301245,1,,4301245,4301245,22,0,,,0,1998-06-04,,,1,1_4301245,1_4301245,1_4301245
1,4301108,1,,4301108,4301108,46,1,,,1,1996-05-10,2017-11-03,,1,1_4301108,1_4301108,1_4301108
1,4000026,1,,4000026,4000026,77,,,,,1996-04-19,,,1,1_4000026,1_4000026,1_4000026
1,4300225,1,,4300225,4300225,77,0,,,0,1995-11-14,,,1,1_4300225,1_4300225,1_4300225
1,4301046,1,,4301046,4301046,39,0,,,0,1995-11-21,,,1,1_4301046,1_4301046,1_4301046
1,4301390,1,,4301390,4301390,7,A,,,0,2000-11-21,,,1,1_4301390,1_4301390,1_4301390
1,4301845,1,,4301845,4301845,7,,,,0,2020-10-20,,,1,1_4301845,1_4301845,1_4301845
1,4300616,1,,4300616,4300616,46,0,,,0,1995-11-16,,,1,1_4300616,1_4300616,1_4300616
1,4301407,1,,4301407,4301407,17,0,,,0,2001-07-17,,,1,1_4301407,1_4301407,1_4301407
1,4301451,1,,4301451,4301451,22,0,,,0,2003-03-06,,,1,1_4301451,1_4301451,1_4301451
1,4300940,1,,4300940,4300940,25,0,,,0,1996-06-10,,,1,1_4300940,1_4300940,1_4300940
19,4301454,1,,4301454,4301454,1,0,,,0,2003-03-27,,,19,19_4301454,19_4301454,19_4301454
1,4301422,1,,4301422,4301422,48,0,,,0,2002-02-22,,,1,1_4301422,1_4301422,1_4301422
1,4302052,1,,4302052,4302052,4,A,,,1,1995-11-21,2018-11-22,,1,1_4302052,1_4302052,1_4302052
1,4000296,1,,4000296,4000296,77,,,,0,1996-03-29,,,1,1_4000296,1_4000296,1_4000296
1,4301252,1,,4301252,4301252,48,0,,,0,1998-07-24,,,1,1_4301252,1_4301252,1_4301252
1,4301314,1,,4301314,4301314,22,0,,,0,2000-06-27,,,1,1_4301314,1_4301314,1_4301314
19,4301270,1,,4301270,4301270,77,0,,,,1999-02-02,,,19,19_4301270,19_4301270,19_4301270
19,4301043,1,,4301043,4301043,10,N,,,0,1996-09-25,,,19,19_4301043,19_4301043,19_4301043
1,4300809,1,,4300809,4300809,4,A,,,0,1997-10-09,,,1,1_4300809,1_4300809,1_4300809
1,4000764,1,,4000764,4000764,,,,,0,2020-06-23,,,1,1_4000764,1_4000764,1_4000764
1,4300886,1,,4300886,4300886,9,0,,,0,1996-11-25,,,1,1_4300886,1_4300886,1_4300886
1,4000593,1,,4000593,4000593,,,,,,2004-09-20,,,1,1_4000593,1_4000593,1_4000593
1,4301442,1,,4301442,4301442,28,0,,,0,2002-12-20,,,1,1_4301442,1_4301442,1_4301442
1,4301045,1,,4301045,4301045,80,0,,,0,1995-11-21,,,1,1_4301045,1_4301045,1_4301045
1,4301181,1,,4301181,4301181,81,0,,,0,1997-05-30,,,1,1_4301181,1_4301181,1_4301181
1,4300267,1,,4300267,4300267,12,0,,,0,1995-11-14,,,1,1_4300267,1_4300267,1_4300267
1,4300690,1,,4300690,4300690,5,S,,,0,1995-11-20,,,1,1_4300690,1_4300690,1_4300690
1,4301017,1,,4301017,4301017,3,S,,,0,1995-11-21,,,1,1_4301017,1_4301017,1_4301017
1,4300040,1,,4300040,4300040,82,0,,,0,1995-11-10,,,1,1_4300040,1_4300040,1_4300040
1,4301456,1,,4301456,4301456,43,0,,,0,2003-04-03,,,1,1_4301456,1_4301456,1_4301456
1,4310046,1,,4310046,4310046,50,S,,,0,2004-10-21,,,1,1_4310046,1_4310046,1_4310046
1,4000298,1,,4000298,4000298,77,,,,0,1995-11-15,,,1,1_4000298,1_4000298,1_4000298
1,4000163,1,,4000163,4000163,77,,,,0,1995-11-15,,,1,1_4000163,1_4000163,1_4000163
1,4000012,1,,4000012,4000012,77,,,,0,1995-11-15,,,1,1_4000012,1_4000012,1_4000012
1,4000063,1,,4000063,4000063,77,,,,0,1995-11-15,,,1,1_4000063,1_4000063,1_4000063
1,4000002,1,,4000002,4000002,77,,,,0,1995-11-15,,,1,1_4000002,1_4000002,1_4000002
1,4000402,1,,4000402,4000402,77,,,,0,1995-11-15,,,1,1_4000402,1_4000402,1_4000402
1,4000415,1,,4000415,4000415,77,,,,0,1995-11-15,,,1,1_4000415,1_4000415,1_4000415
1,4000409,1,,4000409,4000409,77,,,,0,1995-11-15,,,1,1_4000409,1_4000409,1_4000409
19,4301452,1,,4301452,4301452,7,0,,,0,2003-03-11,,,19,19_4301452,19_4301452,19_4301452
1,4000273,1,,4000273,4000273,77,,,,0,1995-12-20,,,1,1_4000273,1_4000273,1_4000273
1,4000038,1,,4000038,4000038,77,,,,0,1995-11-15,,,1,1_4000038,1_4000038,1_4000038
1,4000208,1,,4000208,4000208,77,,,,0,1995-11-15,,,1,1_4000208,1_4000208,1_4000208
1,4000768,1,,4000768,4000768,,,,,0,2020-08-31,,,1,1_4000768,1_4000768,1_4000768
1,4000129,1,,4000129,4000129,77,,,,0,1995-11-15,,,1,1_4000129,1_4000129,1_4000129
1,4000191,1,,4000191,4000191,77,,,,0,1995-11-15,,,1,1_4000191,1_4000191,1_4000191
1,4000282,1,,4000282,4000282,77,,,,0,1995-12-12,,,1,1_4000282,1_4000282,1_4000282
1,4000179,1,,4000179,4000179,77,,,,0,1995-11-15,,,1,1_4000179,1_4000179,1_4000179
1,4000075,1,,4000075,4000075,77,,,,0,1995-11-15,,,1,1_4000075,1_4000075,1_4000075
1,4000032,1,,4000032,4000032,77,,,,0,1995-11-15,,,1,1_4000032,1_4000032,1_4000032
1,4000214,1,,4000214,4000214,77,,,,0,1995-11-15,,,1,1_4000214,1_4000214,1_4000214
1,4000449,1,,4000449,4000449,77,,,,,1997-11-21,,,1,1_4000449,1_4000449,1_4000449
1,4000106,1,,4000106,4000106,77,,,,0,1995-11-15,,,1,1_4000106,1_4000106,1_4000106
1,4000193,1,,4000193,4000193,77,,,,0,1995-11-15,,,1,1_4000193,1_4000193,1_4000193
1,4000373,1,,4000373,4000373,77,,,,0,1995-11-15,,,1,1_4000373,1_4000373,1_4000373
1,4000388,1,,4000388,4000388,77,,,,0,1995-11-15,,,1,1_4000388,1_4000388,1_4000388
1,4000126,1,,4000126,4000126,77,,,,0,1995-11-15,,,1,1_4000126,1_4000126,1_4000126
1,4000050,1,,4000050,4000050,77,,,,0,1995-11-15,,,1,1_4000050,1_4000050,1_4000050
1,4000052,1,,4000052,4000052,77,,,,0,1995-11-15,,,1,1_4000052,1_4000052,1_4000052
1,4000183,1,,4000183,4000183,77,,,,0,1995-11-15,,,1,1_4000183,1_4000183,1_4000183
1,4000404,1,,4000404,4000404,77,,,,1,1995-11-23,,,1,1_4000404,1_4000404,1_4000404
1,4000094,1,,4000094,4000094,77,,,,0,1995-11-15,,,1,1_4000094,1_4000094,1_4000094
1,4000378,1,,4000378,4000378,77,,,,0,1995-11-15,,,1,1_4000378,1_4000378,1_4000378
1,4000372,1,,4000372,4000372,77,,,,0,1995-11-15,,,1,1_4000372,1_4000372,1_4000372
1,4000121,1,,4000121,4000121,77,,,,0,1995-11-15,,,1,1_4000121,1_4000121,1_4000121
1,4000386,1,,4000386,4000386,77,,,,0,1995-11-15,,,1,1_4000386,1_4000386,1_4000386
1,4000232,1,,4000232,4000232,77,,,,0,1995-11-15,,,1,1_4000232,1_4000232,1_4000232
1,4000148,1,,4000148,4000148,77,,,,0,1995-11-15,,,1,1_4000148,1_4000148,1_4000148
1,4000090,1,,4000090,4000090,77,,,,0,1995-11-15,,,1,1_4000090,1_4000090,1_4000090
1,4000397,1,,4000397,4000397,77,,,,0,1995-11-15,,,1,1_4000397,1_4000397,1_4000397
1,4000390,1,,4000390,4000390,77,,,,0,1995-11-15,,,1,1_4000390,1_4000390,1_4000390
1,4000069,1,,4000069,4000069,77,,,,0,1995-11-15,,,1,1_4000069,1_4000069,1_4000069
1,4000027,1,,4000027,4000027,77,,,,0,1995-11-15,,,1,1_4000027,1_4000027,1_4000027
1,4000097,1,,4000097,4000097,77,,,,0,1995-11-15,,,1,1_4000097,1_4000097,1_4000097
1,4300070,1,,4300070,4300070,46,0,,,0,1995-11-14,,,1,1_4300070,1_4300070,1_4300070
1,4301153,1,,4301153,4301153,46,0,,,0,1996-12-04,,,1,1_4301153,1_4301153,1_4301153
1,4301084,1,,4301084,4301084,10,0,,,1,1995-12-11,2016-04-11,,1,1_4301084,1_4301084,1_4301084
1,4300346,1,,4300346,4300346,17,0,,,1,1995-11-14,2016-04-21,,1,1_4300346,1_4300346,1_4300346
1,4301776,1,,4301776,4301776,12,,,,0,2016-05-24,,,1,1_4301776,1_4301776,1_4301776
1,4301262,1,,4301262,4301262,50,0,,,0,1998-11-26,,,1,1_4301262,1_4301262,1_4301262
1,4000325,1,,4000325,4000325,77,,,,,1996-06-13,,,1,1_4000325,1_4000325,1_4000325
1,4000599,1,,4000599,4000599,,,,,0,2005-04-20,,,1,1_4000599,1_4000599,1_4000599
1,4000128,1,,4000128,4000128,77,,,,,1996-07-09,,,1,1_4000128,1_4000128,1_4000128
1,4301746,1,,4301746,4301746,39,,,,0,2015-03-03,,,1,1_4301746,1_4301746,1_4301746
1,4000056,1,,4000056,4000056,77,,,,,1997-04-16,,,1,1_4000056,1_4000056,1_4000056
1,4301002,1,,4301002,4301002,1,S,,,0,1997-07-14,,,1,1_4301002,1_4301002,1_4301002
1,4000598,1,,4000598,4000598,,,,,,2005-03-15,,,1,1_4000598,1_4000598,1_4000598
1,4310007,1,,4310007,4310007,1,A,,,0,2004-01-14,,,1,1_4310007,1_4310007,1_4310007
1,4301135,1,,4301135,4301135,41,0,,,0,1996-07-24,,,1,1_4301135,1_4301135,1_4301135
1,4300838,1,,4300838,4300838,46,0,,,0,1996-11-25,,,1,1_4300838,1_4300838,1_4300838
1,4300999,1,,4300999,4300999,7,S,,,1,1995-11-21,2012-01-01,,1,1_4300999,1_4300999,1_4300999
1,4301432,1,,4301432,4301432,2,NO VISITA,,,0,2002-10-22,,,1,1_4301432,1_4301432,1_4301432
1,4300619,1,,4300619,4300619,3,S,,,0,1995-11-16,,,1,1_4300619,1_4300619,1_4300619
19,4301062,1,,4301062,4301062,77,1,,,0,1996-04-29,,,19,19_4301062,19_4301062,19_4301062
1,4301470,1,,4301470,4301470,28,0,,,0,2003-10-16,,,1,1_4301470,1_4301470,1_4301470
1,4000613,1,,4000613,4000613,,,,,0,2005-12-27,,,1,1_4000613,1_4000613,1_4000613
1,4300802,1,,4300802,4300802,25,0,,,0,1996-10-17,,,1,1_4300802,1_4300802,1_4300802
19,4301448,1,,4301448,4301448,,0,,,0,2003-02-26,,,19,19_4301448,19_4301448,19_4301448
1,4300993,1,,4300993,4300993,82,0,,,0,1996-11-26,,,1,1_4300993,1_4300993,1_4300993
1,4301041,1,,4301041,4301041,5,A,,,0,1995-11-21,,,1,1_4301041,1_4301041,1_4301041
1,4301134,1,,4301134,4301134,1,A,,,0,1996-07-24,,,1,1_4301134,1_4301134,1_4301134
1,4301661,1,,4301661,4301661,6,,,,1,2010-07-06,2014-06-01,,1,1_4301661,1_4301661,1_4301661
1,4300987,1,,4300987,4300987,50,NO_VISITA,,,0,1995-11-20,,,1,1_4300987,1_4300987,1_4300987
1,4301126,1,,4301126,4301126,4,A,,,0,1996-05-02,,,1,1_4301126,1_4301126,1_4301126
1,4300844,1,,4300844,4300844,1,A_MOROSO,,,1,1996-11-25,2017-10-31,,1,1_4300844,1_4300844,1_4300844
1,4300052,1,,4300052,4300052,7,S,,,0,1995-11-13,,,1,1_4300052,1_4300052,1_4300052
1,4300758,1,,4300758,4300758,12,0,,,0,1995-11-20,,,1,1_4300758,1_4300758,1_4300758
19,4301258,1,,4301258,4301258,77,0,,,,1998-10-30,,,19,19_4301258,19_4301258,19_4301258
1,4301149,1,,4301149,4301149,5,NO VISITA,,,0,1996-11-25,,,1,1_4301149,1_4301149,1_4301149
1,4300708,1,,4300708,4300708,4,A,,,0,1995-11-20,,,1,1_4300708,1_4300708,1_4300708
1,4300904,1,,4300904,4300904,3,T,,,0,1995-11-20,,,1,1_4300904,1_4300904,1_4300904
1,4301805,1,,4301805,4301805,,,,,0,2017-12-20,,,1,1_4301805,1_4301805,1_4301805
1,4300777,1,,4300777,4300777,80,0,,,0,1996-11-25,,,1,1_4300777,1_4300777,1_4300777
1,4310055,1,,4310055,4310055,5,A,,,0,2005-02-14,,,1,1_4310055,1_4310055,1_4310055
1,4301321,1,,4301321,4301321,12,0,,,0,2001-05-14,,,1,1_4301321,1_4301321,1_4301321
1,4301312,1,,4301312,4301312,1,A,,,0,2000-06-15,,,1,1_4301312,1_4301312,1_4301312
1,4300790,1,,4300790,4300790,6,0,,,0,2000-03-20,,,1,1_4300790,1_4300790,1_4300790
1,4301005,1,,4301005,4301005,41,0,,,0,1998-09-30,,,1,1_4301005,1_4301005,1_4301005
1,4300713,1,,4300713,4300713,48,0,,,0,1995-11-20,,,1,1_4300713,1_4300713,1_4300713
1,4301204,1,,4301204,4301204,3,A,,,0,1997-09-18,,,1,1_4301204,1_4301204,1_4301204
1,4301095,1,,4301095,4301095,28,0,,,0,1995-11-21,,,1,1_4301095,1_4301095,1_4301095
1,4300200,1,,4300200,4300200,43,0,,,0,1995-11-14,,,1,1_4300200,1_4300200,1_4300200
19,4300880,1,,4300880,4300880,77,0,,,0,1995-11-20,,,19,19_4300880,19_4300880,19_4300880
19,4301145,1,,4301145,4301145,77,0,,,,1996-10-30,,,19,19_4301145,19_4301145,19_4301145
1,4300228,1,,4300228,4300228,7,A,,,0,1995-11-14,,,1,1_4300228,1_4300228,1_4300228
1,4301030,1,,4301030,4301030,48,0,,,0,1995-12-11,,,1,1_4301030,1_4301030,1_4301030
1,4300989,1,,4300989,4300989,6,0,,,0,1995-11-21,,,1,1_4300989,1_4300989,1_4300989
1,4300379,1,,4300379,4300379,5,A,,,0,1995-11-15,,,1,1_4300379,1_4300379,1_4300379
1,4301512,1,,4301512,4301512,3,A,,,1,2005-05-17,2020-12-15,,1,1_4301512,1_4301512,1_4301512
1,4300934,1,,4300934,4300934,80,0,,,0,1996-11-26,,,1,1_4300934,1_4300934,1_4300934
1,4000470,1,,4000470,4000470,77,,,,,1998-07-28,,,1,1_4000470,1_4000470,1_4000470
1,4300651,1,,4300651,4300651,4,NO VISITA,,,0,1996-06-10,,,1,1_4300651,1_4300651,1_4300651
1,4000691,1,,4000691,4000691,,,,,0,2012-04-13,,,1,1_4000691,1_4000691,1_4000691
1,4300726,1,,4300726,4300726,82,0,,,0,1995-11-20,,,1,1_4300726,1_4300726,1_4300726
1,4301237,1,,4301237,4301237,4,NO VISITA,,,0,1998-03-04,,,1,1_4301237,1_4301237,1_4301237
1,4301580,1,,4301580,4301580,46,,"",,0,2007-06-14,, ,1,1_4301580,1_4301580,1_4301580
1,4000154,1,,4000154,4000154,,,,,,2003-03-27,,,1,1_4000154,1_4000154,1_4000154
1,4300953,1,,4300953,4300953,50,A,,,0,1996-11-26,,,1,1_4300953,1_4300953,1_4300953
1,4301220,1,,4301220,4301220,12,0,,,0,1997-12-10,,,1,1_4301220,1_4301220,1_4301220
1,4301376,1,,4301376,4301376,50,S,,,0,2000-06-19,,,1,1_4301376,1_4301376,1_4301376
1,4000392,1,,4000392,4000392,77,0,,,0,1996-02-15,,,1,1_4000392,1_4000392,1_4000392
19,4300104,1,,4300104,4300104,77,0,,,0,1995-11-13,,,19,19_4300104,19_4300104,19_4300104
1,4300357,1,,4300357,4300357,82,0,,,0,2002-07-18,,,1,1_4300357,1_4300357,1_4300357
1,4301712,1,,4301712,4301712,,,,,1,2013-04-04,2017-06-13,,1,1_4301712,1_4301712,1_4301712
1,4301270,1,,4301270,4301270,5,S,,,0,1999-02-02,,,1,1_4301270,1_4301270,1_4301270
19,4300733,1,,4300733,4300733,77,0,,,,1998-09-29,,,19,19_4300733,19_4300733,19_4300733
19,4301224,1,,4301224,4301224,77,0,,,,1997-12-18,,,19,19_4301224,19_4301224,19_4301224
1,4301501,1,,4301501,4301501,39,0,,,0,2004-11-29,,,1,1_4301501,1_4301501,1_4301501
19,4300970,1,,4300970,4300970,77,0,,,,1997-06-09,,,19,19_4300970,19_4300970,19_4300970
19,4300553,1,,4300553,4300553,77,0,,,0,1995-11-16,,,19,19_4300553,19_4300553,19_4300553
1,4300788,1,,4300788,4300788,28,0,,,0,1995-11-20,,,1,1_4300788,1_4300788,1_4300788
1,4301000,1,,4301000,4301000,77,0,,,0,1995-12-14,,,1,1_4301000,1_4301000,1_4301000
1,4300763,1,,4300763,4300763,15,0,,,0,1995-11-20,,,1,1_4300763,1_4300763,1_4300763
1,4000180,1,,4000180,4000180,,,,,0,2013-02-21,,,1,1_4000180,1_4000180,1_4000180
19,4300999,1,,4300999,4300999,77,0,,,0,1995-11-21,,,19,19_4300999,19_4300999,19_4300999
1,4300635,1,,4300635,4300635,46,0,,,0,1995-11-16,,,1,1_4300635,1_4300635,1_4300635
1,4301358,1,,4301358,4301358,77,A,,,0,1997-05-27,,,1,1_4301358,1_4301358,1_4301358
1,4300941,1,,4300941,4300941,8,0,,,0,1995-11-20,,,1,1_4300941,1_4300941,1_4300941
1,4301458,1,,4301458,4301458,8,0,,,0,2003-05-06,,,1,1_4301458,1_4301458,1_4301458
1,4301208,1,,4301208,4301208,48,0,,,0,1997-10-06,,,1,1_4301208,1_4301208,1_4301208
1,4300618,1,,4300618,4300618,8,0,,,0,1996-11-22,,,1,1_4300618,1_4300618,1_4300618
1,4300553,1,,4300553,4300553,6,0,,,0,1995-11-16,,,1,1_4300553,1_4300553,1_4300553
1,4300739,1,,4300739,4300739,39,N,,,0,1995-11-20,,,1,1_4300739,1_4300739,1_4300739
19,4300377,1,,4300377,4300377,77,1,,,,1996-09-13,,,19,19_4300377,19_4300377,19_4300377
1,4301141,1,,4301141,4301141,43,0,,,0,1996-10-23,,,1,1_4301141,1_4301141,1_4301141
